scramble,orientation,step_0,step_1,step_2,total_moves
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,B L' R D' B2 L' U2 B L' B,L U2 B2 U B U' B' D' B' U B D U L',F U' R' U B F' L' U L B',34
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,B2 L D2 L D B R B2 D2 L',L F2 L D2 L2 R' D' L2 D2 R' D L2 D2 R',F U' R' U B F' L' U L B',34
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,D' U2 R U F R D2 R' D,U R2 F2 R F2 R U' F2 D' L2 B2 R U' L2 R,L2 B2 D' R2 B2 L2 U' F2,32
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,D' L' B' R2 D' L B' R' F' L2 F',U' L2 B U' B L D B2 R D L2 R' U2 B2 D,F2 U L2 B2 R2 D B2 L2,34
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,F2 R2 F' U2 L D' B2 R2 D2 U',F U' L' U' B2 F R' F2 D' B2 U' L' F' D' F,F2 U L2 B2 R2 D B2 L2,33
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,D B' R D F L' R D2 B' D R2,B D2 R B R B' U2 F R2 D' B2 D' B L2 F',F2 U L2 B2 R2 D B2 L2,34
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,R' U2 B L2 F' D' B' F D L,D F D2 L2 B F' U F' U B' F2 L2 D2 F' D',F' R D' U F2 D U' R F,34
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,D' L2 U2 B2 F' L2 R B' L' D',F U2 F L R D2 R F D' L B D' L2 U' R U,F' R D' U F2 D U' R F,35
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,R D' U2 L F2 D' R2 F' U B,U L' D' R' D' F U2 R2 B U2 F' L' R F2 U' R',U' R2 U B F' L' U2 L B' F,36
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,U2 R' D' U2 L2 B' F' R' B2 R',F R' B2 D L2 D' R B R2 F' U F2 L' D' L F2,B F' U F U' B' F R F' R',36
U2 B2 R' F2 U2 L2 R U' F2 D2 U2 L' R2 F2 B2 R F2 R' B' R,x2,R U2 R2 F2 D R F L D U,B' U' B' R' D2 R2 B2 R2 B D2 R B U B,U' R2 U B F' L' U2 L B' F,34
B2 R2 B F R F R' F' U' D2 B' F' L2 R U' B' L2 R' D2 B' U2 F',x2,D F L2 U2 R D' L2 D F2 L2,F L2 R' B L2 B U' B' U L2 R B' L2 F',F2 D' B' F L' B2 U2 B2 L B F' D F2 R2,38
U' D2 R2 D' R' F' D' L B F L' R F' R2 B' R' F2 D L' R U' F,x2,D F' D U2 L' U R U2 L B,R B' D2 F U L' D F2 L D F2 U' B F' R,B F' L' U2 L B' F U' R2 U,35
L F' D2 B D' U2 R' F2 D U2 F R' B2 R' F2 R2 D2 U R U' L2 D2 F2 D2 U,x2,L2 U' L2 B F U' L F2 D' U2,D2 B2 R D L' R F' R F' U R D U' L D,F2 R F' R' F' R2 B U F U' B' F' R2,38
R2 D R F L B' L2 R D U2 F' R D L' U2 B2 R2 F2 U2 L' R2 D' F2 B2 R,x2,L D' U B' L D' F R' B' U',U2 L' B' R F2 D2 L B' L' B' L B R' B2 D2,F2 R F' R' F' R2 B U F U' B' F' R2,38
L B2 U B' U' L B' R B2 U2 F U' B F2 D2 L' R B L2 D2 R B2,x2,D' U2 L2 U2 R B' L' D' R F,F2 L D F' L' F' U R U R' U' B U2 B' R',,25
R2 B U' B' D L R D2 L U B' U R' F' L' F' U L' R2 B' U B U,x2,F2 R2 F2 L2 F U F D2 R,L D2 R D F R F' U F2 D U' F2 R' D2 L' R',F U' R' U B F' L' U L B',35
R2 B2 R' B' L D' R2 U2 R2 U B' R U F L' U' D2 L' F L2,x2,U R U2 F L' R2 B R' D',L' R2 B' L D' F D R' U2 L F R D2 L' U2 F',F2 D' B' F L' B2 U2 B2 L B F' D F2 R2,39
F2 U F2 D2 L' U' F' B' L D L2 B2 F2 R L D2 B R2 U' D' L U,x2,L2 F2 R2 B2 D F' L' D2 B,D2 L2 B R2 U2 B R B2 L' F D2 B R' B' F' L',U' R2 U B F' L' U2 L B' F,35
U L2 U D' R' D2 U F' D2 L B L B2 L' D L' D R' U2 F2 U' F',x2,R2 B F2 L D F' U2 B D F' U2,F2 R' B' F2 L2 U' B2 U L2 B L2 B' L2 F2 R F2,F2 D' B' F L' B2 U2 B2 L B F' D F2 R2,41
