scramble,orientation,step_0,step_1,step_2,total_moves
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,R' U F2 D' B,B2 R F2 R' U B R2 B R' F2 R' B,B D L D2 L' F2 R F' D' B' D F' D,30
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,L2 F' L R' U,B R2 B2 L2 F2 D' B2 D2 B' D' L' F2 L' R,L' D2 B2 L B L' B D2 L F' D' R2 D F,33
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,U L2 R F' L U',F L' D U' B' D B2 D2 U B D2 B' L F',F' D L' F D2 F' L B2 R' B' R2 B' D' F,34
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,B2 L D' F' R2 B',L' B2 R D U' B F' L F2 D' F' L U,B D' R' D2 R' D2 R2 D2 F D' F' R' B' D',33
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,F L2 R2 U B',D2 B L2 F D' B L' B L' D2 U2 F' L' D,D' B' F' L2 F U F' R U R' U' L2 B F,33
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,U L' R' B' F' L,D' F U2 R2 D' B D' R U B U L' D',D' L' D' F2 R F R U F2 D F2 U' R2 F L,34
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,F2 L B' R' U,R D' B' F2 R B R' U F2 D2 B L D' R',D2 B L' U F' R F2 R' U' F' R F L R' B',34
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,F2 R D' U,D2 L' U R2 F2 D' R2 D' R U' B D' B2 R,F' D' R F2 L2 U2 F' L2 D' F' D' R2 B' D' R' F,34
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,D B' U L2 D F,B2 U' R D R U B2 R2 F' L2 F D' U,F' D2 B R D F' R' U' R' U F D' F' R B' F2,35
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,U' B R D' U2 B,F L2 U L2 D L U' L2 B U B' F',B R2 D2 R' D' R2 D R B' D' B D R2 D2 R B',34
