scramble,orientation,step_0,step_1,step_2,total_moves
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,D R2 B L' F' D' U2 F2 R2,F2 R' B2 R' D' F' D2 F2 D R B2 F2 R,L D' B U2 R2 U2 B R2 D U B2 U L',35
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,L' U2 L D2 U2 R U',D2 F2 R F2 R' D F2 R' D R F2 D,R' D B' R2 F D U' R' B2 D' U B D' R,33
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,R' B' F2 L' D' F D' U2 R',U' R D B F R' U2 B' R F' D' R' U,B2 F U' L R B' L' R D R2 U B2 F',35
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,F2 R U' F' L' F' U2 B D',L' F2 U' R U' F2 U L D2 R2 D2 R2,L2 R' U' B2 R B F' U' B F U L2 R,34
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,F2 R2 D2 F' L' D' B2 D',L B' R' D L' F2 L F D F' R B L',B2 D2 R D2 B U B U L U B L B',34
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,U B2 U' B2 U2 B2 R U L,L D2 L' F D F D' U' R2 D R U,U' F' R B L2 R' F R B' U' R',32
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,U2 L' D' R B' F' D2 R U',D L B2 D R2 D2 B D R B' R B2 L' D',U L' B2 U2 B2 D2 F2 D2 L U',33
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,R' U2 F D U R2 B F2 L,L' R2 F' U' F L2 B2 D B R2 D2 B L',U2 F R U2 R' U' F' L U2 L2 U2 L' U',35
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,R2 D B' L2 R F2 L' F' D',L2 B U L F' U2 R U2 L' R' B' U' L2,L' B' U2 B D F2 D' U L' F U2 F' U',35
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,B2 U2 L D' U2 B U F' L,F D B2 D B D2 F2 R D B F D',F R F' U2 L2 D2 B' R2 D2 U L R' F' L F',36
U' D2 R2 D' R' F' D' L B F L' R F' R2 B' R' F2 D L' R U' F,x2,U L' B D R D U' F U2,U F2 D F' U' F2 R' F D F2 R' F2 D2,R2 U' F2 R' U' B U F2 L U B' R2,34
R2 B2 R' B' L D' R2 U2 R2 U B' R U F L' U' D2 L' F L2,x2,B2 L D' F2 L D' B' U' R B,D' R D' R' D' R2 B' D' U' R' U B F' D',L U B' F' U' B F' L F2 U' L',35
U2 B2 R' F2 U2 L2 R U' F2 D2 U2 L' R2 F2 B2 R F2 R' B' R,x2,R2 D R' U B U' B2 L,F' D U B R2 B' F' R' D' R U' R2,B U2 L' U' F' U' L' R' F R F L B',33
R2 B U' B' D L R D2 L U B' U R' F' L' F' U L' R2 B' U B U,x2,B' U' F2 R B2 R' B F R2,U' F2 L' F R U R' U2 F L B2 L' B2 U,R2 D R2 F2 L R' D L R' B L2 D' R2,36
L F' D2 B D' U2 R' F2 D U2 F R' B2 R' F2 R2 D2 U R U' L2 D2 F2 D2 U,x2,B2 U2 B R' U2 F U R2 B,D' U2 B2 L B2 D B' R2 U' R2 U B R2 U,D' F' R' F U2 L2 R2 D2 B' L2 R' F D,36
R2 D R F L B' L2 R D U2 F' R D L' U2 B2 R2 F2 U2 L' R2 D' F2 B2 R,x2,R U L2 F L' F' R2 B R',R2 D2 F2 R2 F2 D F' D' B R B' D2 R',D' L' F2 U' L' U R U2 B L2 R' F' D,35
B2 R2 B F R F R' F' U' D2 B' F' L2 R U' B' L2 R' D2 B' U2 F',x2,L' D2 R D F2 U2 L,D2 R2 D2 B' L2 B L2 F U2 B2 U' F U' B',F U2 B2 L' F L R' D' R B2 U2 F',33
L B2 U B' U' L B' R B2 U2 F U' B F2 D2 L' R B L2 D2 R B2,x2,R' F U' L2 R U L' F' D2,L2 R2 D B' D' F R' B2 R' B2 F' L2 F2,B R2 D2 U L' D' U B D' U2 R2 B',34
F2 U F2 D2 L' U' F' B' L D L2 B2 F2 R L D2 B R2 U' D' L U,x2,L F L' R2 B' L2 B2 L2,R D2 R F L2 U R B U2 R U L2 R2,U' B D2 B2 F2 R' B2 D2 B' F' U' L2 F U,35
U L2 U D' R' D2 U F' D2 L B L B2 L' D L' D R' U2 F2 U' F',x2,R2 U' L' F R' B' L' R U',F' U2 B D' R2 U' L U R2 D B' U2,F2 L' F L F2 L2 R U' R' B' U2 B L2 F2,35
