scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,B' F2 U R U2,R F2 U' L2 F2 U L' R',L' R' B R' U F2 L U R B2 L2 U2 B2 R,B R U2 R' B L2 F' L' F2 L' B2,B2 U L' B U' L B2 F2 R' D B' R D' F2,52
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,U R2 U' R' B',U2 R B2 L' B2 R' D L',L2 D2 R D F' D L F2 D' R' B' D2 L B',R D F2 L2 B D B' D' L2 F2 R' D',,39
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,D U F' L' U2,D2 U' L F R' F R U F2,D' B2 R' U2 F' L F U' L U' L' B R D,D' B L' F U L U' B' F' L F L' F' D,B2 U L' B U' L B2 F2 R' D B' R D' F2,56
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,F' L U2 B2,U' L D2 L U2 L' U' L,D R F' R U' R U2 B2 U2 L B2 R2 F R',D' L D' U2 L D F L F' L' U2 L' D,,39
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,L' U B' D' R',D U L D L' U' L,F2 L R' U' R U B' R' D' R D' L R U' L2,R B2 U' F R' F' R U L F L' B2 R',,40
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,L U' R' B' U,U2 B2 F U2 B2 L2 F',R F' D2 U' F2 R B2 F2 U2 B2 R' D2 F' U R',R F2 R' B' R F2 R' B,,35
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,R' F R F',L D L U' L F2 U F2,L2 U' R2 D' R F' L2 D2 R2 U' R2 B' D2 R U2,D2 B2 R2 F2 U' F2 R2 B2 D,B2 U L' B U' L B2 F2 R' D B' R D' F2,50
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,B2 F2 L U' F,F' L' B2 F' D2 B2 F2 L' D',F2 D' R' B2 D' B2 D L' D2 B' L' R' B2 U' R2,R' B R B2 L2 D2 F L B' L' F' L2 B2,B2 U L' B U' L B2 F2 R' D B' R D' F2,56
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,D2 U' B R' B2,L2 F' D' L2 D2 F L D2,R D' R2 B L2 B2 R2 F' L F2 L F D' R' B,U' F R U' F2 U R' U' F2 U F' U,B2 U L' B U' L B2 F2 R' D B' R D' F2,54
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,R' F' D' B U,F2 U2 B D R2 B' F2 U2,F R' D2 R U L' U' R' B L2 D B2 L' D2 R,U F D' F2 U' F2 U F' D U' F',B2 U L' B U' L B2 F2 R' D B' R D' F2,53
