scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,U2 L' R' F R,D' L' B L' D' L2,B U B' U' L2 D L' D' L',U2 B' U L2 D' L' B2 L D U' L2 B U2,L2 D F D' F2 U L2 U' L2 F D' L2 D,46
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,U2 L' D2 F' U F2,R D L' B2 R' F L D U2,R' U B' L' F U' F' U B U' R,L2 D' B U B2 F2 L' B2 L F2 U' B' D L2,B D2 B U B' D2 B U' B2,49
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,L2 D L R2 B' U F,U2 F R' D' R F U2,L' R' B2 U F U F' U B2 L R,B2 L2 D L B' R U2 R' B L F2 D' B2,L' D2 L' U' L D2 L' U L2,47
R2 B F R2 F' R2 D2 U' B R2 D2 F' B2 D2 F' D' R2 D2 R2 L D' L',x2,D2 U2 F' L2 U',U' L' F U2 R2 U' L,L' B' L B L2 B2 L' B,D' L U2 L' R2 F R' B2 R F' R2 D,R F' D2 F R' F' R D2 R' F,42
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,D' R' B' F' D' R,U R2 D' R U F' U2,R F' L D L' B' L' B D F R',F' D2 L2 D' B2 R D' R' U B2 U' L2 D' F,B D F' D2 B R2 B' R2 D B' D2 F D2,51
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,B D2 U' F2 R F,U' R D' U B2 L' B2 F' D,B2 L F L U B' L' B' U' F',L' D2 L' U' L D2 U L' F' U' L' U F L2,,39
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,R2 F,D F D R F' R' F',B' F L2 D2 F2 D' L2 D' F' L' B,B L B D2 R F' U' F' U F' R' D2 B2,L2 U' L D2 L' U L D2 L,42
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,U F' D' L' D' B',U2 L D' L2 F' L F2 D2 U2,L2 R2 F2 R U2 B R D' B L' D2,R2 F L' F' D' L D F' L2 D F D' L' R2,B' D F D' B D F' D',48
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,F U L' R D' F',U2 B R2 B' F' U2,L R' B' L2 U B U2 L U R,L' D U L' U B L B' D' L' U2 L2 B L' B',,37
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,B' D' R' U2 B2 R',D L' U' B R' B' U L,L2 B2 D' B2 D B' L B' L,R' U' L U F2 R' D F2 L2 F R U F' R B2,B' D F' D2 B2 U R2 D' U' F D B' D,51
