scramble,orientation,step_0,step_1,step_2,total_moves
L2 F D B' U F2 D' R U F' D' L2 R' D B2 L' R' F U' B2 U2,x2,D F2 L D' L2 F L' U' R' U2,D2 R' U' R2 U R D' F U' F D' U L U L2,F2 R D' B2 D R' F2 R D' B2 D R',37
F U' L' U' F R2 D2 U L' B' D' L2 D R' D2 F' L F' D2 R2 L2 F2 R2 L2 B,x2,D' L' F' L' B2 R2 D R U2 L2,F R' B F2 L' F' D R2 B' R B2 F2 L2 B2 L',B' D' B U' B U' B D B' F' L2 F U2 B',39
U' F2 D B2 R' D2 F B2 R L D2 F' U B R' L2 D' F' B2 U R2,x2,F U F2 L2 U' L F' D2 L' D2,R2 U' F2 R U R2 B U2 B' R2 D' R2 U' L2 B2,B' D' B U' B U' B D B' F' L2 F U2 B',39
F' L R B R L B F' D' U L' D B' F' U2 B2 U B2 U' F,x2,R' U L2 D' B' R2 U L2 B,L D F R U2 L' U R' B D' B U R U2 R B2,F2 R D' B2 D R' F2 R D' B2 D R',37
L' U2 R2 U2 F R F' L' D2 R2 U' B' R2 U2 B L D B' F2 D R U',x2,D L R2 F L2 D' B2 L' D L',D2 F' U F' R' B' R B D R B' D2 U L D' U2,B U' B' D2 B U B' D2,34
L' F' B R L' D2 B' R B' U2 R D L' R D U B' R' L F D L2 D' F',x2,R2 F' D' L R' B2 U' R U' F2,D F U2 F2 U L2 U' L R' D2 F' R2 B' R' D' L2,B' D' B U' B U' B D B' F' L2 F U2 B',40
L' F2 U' F2 U' L2 D2 F R2 L2 B' F' L' D' B U' F' R' U F' L2 R2 B,x2,R F2 D L U' F U' L2 D2 R,L B' D' B2 D' U2 R' U' R2 U R D2 U' L2 B,D2 L' U L D2 L' U' L,33
B' L' B D B' R' L2 F2 U2 L R' B2 U L' D2 L' D2 F2 D R' F R' U' D F2,x2,D2 L2 U' B2 L' B2 D R D2 B D2,D U' R U' R' B D L D2 L2 D B' U F2 L2 D',B U' R D2 R' U R D2 R' B',37
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,B' R' F2 U' R' U' L U' F2 U2,B L' B' D U F2 D' L F2 R2 U' B2 R2 D',D2 L' U L D2 L' U' L,32
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,U2 R' F' D2 L U2 L' D R2 B' U',L' B D' U2 B' U' B' R2 D2 B' U2 B D' B,L B' L' F2 L B L' F2,33
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,D2 F2 L D' L2 R U' B2 U',L' B' U B2 D U F L2 D F' U' F' R' D2 B',F2 U' B U F2 U' B' U,32
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,B2 D B F R2 D' U2 F D',F' D2 B2 F' D R D' L' R B2 D2 B F2 R' U',D2 F' R2 F R2 B R2 B' R2 B' D2 B,36
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,U' R' F L2 F' D2 L' U' F,B' U2 L' D2 R2 F2 U2 R' D B' D2 L F2 L' D',R' F U2 F' R D2 R' F U2 F' R D2,36
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,B2 R' U' L U' R' B' L R,L B D F' U L2 U2 L2 R B' R B R2 D' B,D2 R' F U2 F' R D2 R' F U2 F' R,36
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,L2 D2 B L U' B2 U L' D2 F,U L' D2 F2 U F' R' B' R2 B2 U2 B' R' D2 U2 L',L B' U2 B D B' U2 B D' L',36
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,F2 L' U2 B' D R2 F L2 R2,F L' U' B' D2 U2 F U L2 U' B2 F2 D L' F',D2 L' U L D2 L' U' L,32
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,R' B U2 L U F2 U R2 F' U',U' R' D2 R D' B L' D' F2 R2 B R D2 B2 F2 L',B' D' B U' B U' B D B' F' L2 F U2 B',40
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,R B' U' B' D' U' L2 R F' U,D' B2 R' U' R2 B' D2 U L D F' U' F' D2 B' L',F2 U' B U F2 U' B' U,34
