scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F2 L U F' U D2 R U2 F B R U' L U' L U' L R' U D R B F D B2,x2,F' L D' F D' R2 B2 U F' R',R2 D2 F' L' F U L U' L' D2 R2,U' R' F' L' R U L U,B' F2 U L' B D' B D B2 L2 U' L' B F2,L' B' L B2 L2 B' F' D' B D F L2 B',56
D' R U2 L2 F' U R' F U F2 L2 R' B2 R' U R' L2 B2 F' D' F2 D F2,x2,R' U' L' F' R2 B R2 B2 R U,R U2 R B2 D' L' D2 R D' R U2,U' R D2 R2 F' L R B2 L2 U' L U,F L F L' F2 L2 B F D F' D' B' L2,,46
L2 R' B2 L D2 R' L' F B' R' B2 R D2 F D U' B' L R D2 U' R,x2,D' F' D2 L2 U' F' L U R' F',U' L2 D L D' L B' L' B L U,L R' D' L' R F,D F U' F2 R D F D' R' F D U F' D2,,41
B' U2 B D' R2 L2 D' L2 B' F U2 B' D2 B2 D2 L2 D2 U B D B U,x2,B2 L B' L U' B2 U2 F' U,B2 D' R' U R D B2 D L2 D',D U2 B L D2 B' F L2 U' F' D' U2,R F2 D B' D L D' L2 D' B' F U' B2 F,L' B' L B2 L2 B' F' D' B D F L2 B',58
U2 B2 R B F2 L' D2 L' U2 L2 D2 U2 L' F' L2 R' U' F' U' R' L' B2 F',x2,L' D' R D' F2 U2 B' D2 F2 R',R D2 F D' L2 D' F2 U' F' U F2 R',U L R' D L2 R2 U2 L R' F U',B' L U' L' U L' B2 R D' R' B2 L B,L' B' L B2 L2 B' F' D' B D F L2 B',59
L' B2 U' D2 L2 B2 R B2 F2 D2 R' D L' R' U R' F B' L2 F D L B2,x2,D2 R' D' F L2 B2 R' F' R D2,B' R' U' L U' L2 R B2 L B',F' L R2 D' L' R F L D2 L' R F',L2 F' D F L2 D2 B U' R' D' R U B' D2,,46
D R F D2 B2 D B D' F2 L2 F' R F' R2 B2 R2 U2 B F' D2,x2,D2 U F' R U2 B D2 F' D' F2,U' R2 F2 L2 F R2 B L2 B U,U' L R' F2 L2 R2 B U' L R' F U2,R U' F2 U' L R' F L2 R2 U2 B L R2,,45
D2 L2 F D2 B U L R B' D' R' D2 F' B U R U2 B' F2 U,x2,L2 D2 U2 L' F D' B' U R D',D B' D2 F U' B' L2 B2 F' L D',U L R' F D B2 L' R D2 F' U2,F2 D2 F L2 F' D' L2 D' F2 L' B D2 B' D' L,L' B' L B2 L2 B' F' D' B D F L2 B',60
D2 L R' U F2 L' R F R2 L' D B' F2 D' R2 F' R U' F B L R' B R2,x2,R' D' F U' F' R2 B D' F2 L',U' B U B R B' L' D' L R',R F2 L2 R2 D' L' R F D2 L',D' R2 F R' B' D2 F2 L B' L F U2 B2 R D,,45
F L2 U2 L B U' R2 U F' R' L2 U2 R2 L F2 B' D' F' D' U',x2,B2 D' L U2 R F2 U' B2 F2,L2 D2 L D B2 U R U' B2 L,F L' F2 U' L' U L F2 U L F2,B' D F D2 L' B' L B D L2 B F' R' D R,L' B' L B2 L2 B' F' D' B D F L2 B',58
U2 B F' L D B' L' R U2 D2 R2 L2 U' B F2 U R' D2 U2 R2,x2,R U' F2 U2 F L2 B U2 L,L U' B D' R B R2 B' D B' U,U L R' B2 F D' L' R F D2 U2,L' B R2 D2 R2 D2 R2 D2 B' L,L' B' L B2 L2 B' F' D' B D F L2 B',54
F R' F R F' R F L' R2 B2 L R2 B D2 B' D F L' U2 D2 B' U',x2,L2 R2 D' U F' L' U F U,U' L' B D' B' D B' L B U,D U2 B' F2 R B2 F2 L' B' D' U2,D' U2 R B2 R' U2 R F2 R' D2 F2 L' D,L' B' L B2 L2 B' F' D' B D F L2 B',56
R2 B2 L' D F' U B' F R' D F' R' D F2 B2 R2 B2 F2 R D F L2 R',x2,D L U' B' L' D B' F2 L' R,D2 L2 D R U' F2 U R' D,B2 U2 L' U L R' F' R U2 B2,B2 U' F' D F' U' F2 R' F' R D' F U2 B2,,43
D2 B U L R' F U2 R F' R L2 U2 F B' R' B' U' B U' D',x2,B' R U B2 D2 L' D2 U B' F2,R U B U' R' D L' D',B2 R U2 R2 F R2 U2 R2 F R B2,B' L2 B' U B' D' R B R2 B U' B D L',L' B' L B2 L2 B' F' D' B D F L2 B',56
F' B2 L B2 U B2 R' B R U' B' D L2 R D' B2 U R2 U F' R',x2,B' U2 L B2 D2 F L2 B F2,B D2 F' U2 F D B' R2 B D B',L R2 D R2 F2 R2 D R2 F2 L',B' L' U2 F2 U L U' F2 D' U2 L' D L2 B,,44
U2 R' D' F2 R2 L' B2 U B R2 D' U2 R' D2 R B D R L' B2 R',x2,R2 F' R U' B' L' D2 B L' U,U' L U' L' D2 F' U2 F' U' F D2,F2 D' R B2 L B' F U' B' F' R' D F2,B' F' L U L U' B D F2 D F D2 F,L' B' L B2 L2 B' F' D' B D F L2 B',60
B' R2 F D' U' F2 L' D' U' B L D2 B' U2 F D U2 R' F' L,x2,U' B R' U' B D2 R' B D' B2,B U' R' U R U B' U' B' U,U2 F' L' R U' B2 U2 B L R' U F2,B R D2 L' F2 L D2 B2 L U2 L' B,,44
R U D2 R B' R' U' R2 B2 U2 R L F' U F R' U' D' R' B',x2,U2 F L R' F2 L2 U' B L2,L' B R2 B R' D' L U' R2 U' R,F' D' B' F' L2 B2 R2 B' F' D' F,B' R F' R' B2 R' U2 B R' F R B2 R,L' B' L B2 L2 B' F' D' B D F L2 B',57
D2 F2 R B' D' L' B2 F2 D L' R' F2 U' B' D2 F' U' B2 U' R2 B2,x2,B2 U' F R2 D U L' D2 B' U,R B D F' R' D' B' F L R',F' U' R2 B D2 R2 U2 F L2 U' F,D' U2 R U B U F2 L F2 U B' U' R' D,L' B' L B2 L2 B' F' D' B D F L2 B',58
