scramble,orientation,step_0,step_1,step_2,total_moves
D L B' F D' U B' R2 B2 L F L2 U B2 R F2 U2 F2 R U,x2,D L' F' D' L2 U' L2 B,L U' B' D2 B U L D' B' D U2 R2 F' U2 R2,R D2 F' U' F U F2 L2 B D B' L2 F2 D2 R',38
L F2 U2 R2 L D' F' U' F' R' L F L2 B' F R' L' F R B' U' F2 L R2 F',x2,D U L F' D F' R2,F2 L B D2 F2 U L2 F U' F2 D2 B' U' L' F2 L2,D' B' F' U' B' R' U' B U2 B F R' D R,37
F' R' L B2 U2 R D' R D' B' F' D' B2 D L F' L' D R D' L2 B R' U' D',x2,B F2 L2 B F2 U L',B2 F' D F2 R U' F' R2 D' U R B' D2 B' L' F2,D2 B' R2 B D2 U F L' U F2 U' L F' U',37
B2 R U2 D2 B' F2 R' U2 L R' B' U2 R U' D2 L' B U2 R' L B2 U' L2 B',x2,L D2 F2 L2 D' U2 L B' U',B2 R2 F' D L' D' L D' L2 B' D2 F' U2 B L B2,L B' U B L2 F2 D F D' F L,36
B2 F2 U' L2 D2 F L2 U2 R2 U' R F2 D L2 F' L' F' B R' F2 U2,x2,R' D B2 F R' D L R2,L' R D L' U2 L F2 U' R D' R' U2 L2 U L2,L' D' L D' B R F L D L' D F' R' B',37
U' D2 L B' U R B L' D' L' D R' U B2 R2 L' U D2 B2 U D2,x2,R F L B' R2 U2 B' D F',R' B F' D2 R U' R F R2 B' D2 R U2 L' U2 L2,,25
B' F' D' L F2 R' L B F R' L2 D' L U2 R' F2 U' L' B2 U',x2,R D' F2 U L' B' R' D,L2 R B2 L R' D2 U' F' D2 L2 R' D' R F L' U,D L2 F2 D B R B R2 F R' F U B2,37
D F2 U2 F B' U2 B D2 F2 R' U2 R' U' L' D2 L' U R2 D2 F B' U L' B2,x2,D2 B' L' D L' B' U' R' U,L2 U2 F' L2 U2 R D' L' F L B' D L' F' R2,B F' D' F D F' R2 D R F' R F2 D' B',38
D' R2 F' D U' R' D U' F L F U2 D' R2 F2 B' R' B' D2 F2 D2 L' R2 F',x2,D' U2 F2 R' B F U' B' D2,R' D2 F D B D' F' D2 F2 R' B D' B' L2 R2 U',B D' F' R' F D F' R2 D' R' D R B' F D2,40
R F2 U2 R' B D' R2 U F2 R' U2 R' B R B U' D2 F L2 F D F' D L,x2,D B F2 L2 R' U' B' L D,F' L' B U2 B2 D2 U B2 F' U B' U L' U' L,B' F R2 F2 L' B2 D2 F' R' F D2 B' L F U2,39
