scramble,orientation,step_0,step_1,step_2,total_moves
L' U' L2 D' B2 D U B2 F D' B R' U2 F2 L D U2 R U2 F U2 F U2,x2,B2 L R' B2 D' F U F D,R' D2 R' U' R' U2 R2 D2 U L' B L U2 R,R' B' R B F D2 B2 D' B D B D2 F',36
D L' D' F2 R B L2 F U2 L' D F2 D' R2 D R2 U L B2 U' F D2 U2,x2,L F R2 D F U B' U B' D,U2 B' F D R' U' B U F D B F2 R' U2,L2 F' D' R D2 R2 D' R F L B' D L,37
D' L2 B' D' B' D U' F B' D B' R' B' D2 R' F' L2 R' U R',x2,D2 B2 R' U2 B' D2 B' D2 U,R B F' U' R2 U B' D F' D' F R' D2,F2 L R F L2 U2 L2 F L' R',32
B' U2 L R D2 R D L2 F' R' D' B U' F U2 D2 B' R' U2 B D R' F2,x2,D' L' D' B' R' F2 R2 U F2 D2,F' D2 B' F L' D' R' U R2 D L' R U' R2 B',R2 B2 D2 F2 L' F2 D2 B2 R,34
L2 U' L' U2 L D2 R U L2 R' U' F2 L B2 D' R B' F2 L B2 U2 L D R,x2,R' B U R B' U' R2 D2 U,D L2 R2 B2 L' U2 L' U R2 F2 D R' B2 R D',L' D' R' B' R D L U B U',34
L R' B F D2 R2 U' L' F U L2 U L B D' L' R2 B U2 F B L2 R',x2,F U F' D2 U' B D' U' R' B2,B L D2 F' R F' R' F2 L2 R2 F R2 D2,U2 B2 R U2 F2 U' L' D' U B D' L F2,36
F' B2 L2 D2 U R U2 R B' F' D2 L U2 B' F2 R' B' D R2 F2 R2 D2 R',x2,U2 B2 D2 L' D2 U' F R F2 U',D2 R' B2 D2 B2 L2 D' L2 D2 R D F2 D F2,U2 F D R B R2 B' D' R' F' R2 U2,36
L F R2 B' D F2 R' U2 F2 R B2 F' U L F' D B D' L U D' F' L' B,x2,U2 R B' D2 F' R' U2 R B2 R',F D2 U' R2 U' B R B U F' R D2 U L D2,B' R B2 F2 L' B L B2 F2 R',35
D B' R2 U' D2 R' B L2 F' U D B2 F2 R U' L' U L2 R2 D',x2,B' L2 B2 F' R' F2 D' B2 F' D',D2 F2 D' U' F' R2 F L B D2 B' D2 L' U F2,L' B L F2 R U F R' F L2 D B' L2,38
R2 U2 B2 F' U' F2 B L' F' R F2 L2 F' B D2 F D2 U2 R2 D' R' F U',x2,D L U' B L' R' B2 D' R U,F L2 R2 U' R' D2 F2 U2 F2 L2 D2 R U R2 F',U L F2 R2 F2 L' B U L U2 L' B' U2,38
L2 U B R' U' R' L' D2 L R B L U' F U2 L' D2 B' U B' L' B U2 D B2,x2,B2 D R' F' D F2 U' R B L',D2 R2 D2 F' U F U2 B2 L2 F2 U2 L2 B2 D2,U2 L B' F U' R' U B F' L' U',35
B F' L' U2 F' U2 R2 L' D B R F' B' R U' D R' U' B2 D L F2 D R,x2,R F U2 F2 U2 B R' D B',D R' U' B2 U L2 B2 L R D2 B L' D',B' R B2 F2 L' B L B2 F2 R',32
D2 F D U' R B R' D U' R' F B U2 F' B' R' U2 D B L2 B2 F' D',x2,B R B F' L' F L2 D2 L D,L2 D2 L2 U L2 B2 D' B2 F' R' F L2 D2 U',U' R B2 F2 L' D L B2 F2 R',34
R2 F2 D' B2 U L' U D' R2 F' R' D2 F2 L D2 U' L R' U B',x2,R F R F U2 L2 F2 D,U' B U F' R' D' U' F2 D B' U' R' U2 F,R2 F' L F L' R2 U F U F R' F2 U',35
U' D R' B2 U2 L U2 L D B' F' L2 R' D B2 D' R' U2 D2 F D',x2,B U F' U L D2 L2 F D',R' B2 U' B2 L2 U2 R' F R2 D2 R F' L2 R',U' R' F U R2 U' R' F' U R U R2,35
D2 R2 U2 L' B D2 B' F L' D' B2 R U L2 U' F2 L2 R D2 F L' U B L',x2,L' B U' B' L U2 B U2 B,U B U' B2 R' B2 U B U B2 U2 B R B',U R' B' D2 R' F' R F D2 R B U',35
R' U2 F2 B' R' B F' D B' F' U' L2 R' U R2 L U2 B' L U2,x2,F' D' L' D R U' L2 D' R F2,B R' U2 B2 L2 B L2 B U2 B2 L B2 L U' R,F2 D L' B L' R D' R' F2 R2 U B2 R2,38
R B U L U2 R U' L' R' F' L U F U' F2 L' R' B2 L2 F' U',x2,D2 R' B' F2 L' D L' U' R2 D,D' B2 D L' R2 U R2 B2 U' L D L U L2 D',U' B2 F2 D L D' B2 F2 U R',35
L R2 D' U F' R' L2 D' F2 U2 B2 U B' D U' L' B U B' U' L' D2 U2 B U,x2,F' U' L' D' U2 B' R2 B2 L' B',D' L' R2 U L R2 D2 R2 U R' F U' F U R',R' D' F2 U2 F2 D B' R' D' R2 D B R2,38
L' B' R D' U F L' U L2 U' F' B2 D2 L' D' U B2 R2 L2 B L,x2,L' R2 D' B R' D' L' U' B R',R2 B L' B' R B' L' U' R' U L2 R2 D' B D,U F R2 F' R' U' F' U2 F R,35
