scramble,orientation,step_0,step_1,step_2,total_moves
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,R2 U' L F' D2 U2,U' L2 B' U F2 U2 B L2 F2 U L F2,U L2 B D2 L' D' L2 D L' B D2 B2 U' L',32
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,D2 U2 R F U',B2 U' L2 R2 B' L2 D R F' R U2 F' U' B2,U L' B D B L D' L' B' D' B' L2 U',32
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,U2 L' F' D L D2,D2 R U' L' R2 B' R U' L D2 U L F2 L,F2 U L2 F L' F' D' L2 U' L D L' F2,33
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,D F D L B2 D' U',R2 D L2 D U' F' R B2 U L2 U2 F2 D' B,F' D' B' L' B' L' U' L U B2 D2 F' D' F2,35
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,L R F D2 R' U' B,B2 L F L' D2 B' F D2 B' D' L D F2 L',R2 D' F D R2 B L U' B' U2 B L B' U,35
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,U2 B2 L2 F R U,L' U2 R2 U2 R2 B L2 D' L F D' L2 B' U,F' L F L' F' L F' L' U' R U' R' U2,33
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,L' F D' B2 U' F2 D2,D' L F2 U' R' U R D U' L R U B' R2 B,F L2 U F' L B L' F L' B' L2 U' L F',36
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,L' B' L U L2 F' D2,L2 F L' B' D F2 U2 R2 F2 D' B U2 L2 F2,D' F L2 F' R F2 L' F L2 R' D2 L F' D F,36
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,B' L2 U2 B2 F' R',B F2 U' B L' B F2 R B' R B R' D' B R',F2 L2 F U B' U R2 D' R' B R2 U R F' U,36
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,F2 D2 L2 B2 D' B',B2 D F R' U B' U2 R' B F L U2 L R2 D',D' L' U' R F R D F' R' D U2 L B' U' F2,36
R2 B U' B' D L R D2 L U B' U R' F' L' F' U L' R2 B' U B U,x2,U L' U' F U B R,L F2 U R2 D U2 R2 D' U2 L2 B' R2 U' B,U L2 R2 D' B' D L2 R2 U' F,31
L F' D2 B D' U2 R' F2 D U2 F R' B2 R' F2 R2 D2 U R U' L2 D2 F2 D2 U,x2,L' U L2 R' D' U2,D' U' L R2 U' B U F2 L2 U B2 F' L2 D2,F L' U L B L' B' L' U' L2 F' L',32
R2 D R F L B' L2 R D U2 F' R D L' U2 B2 R2 F2 U2 L' R2 D' F2 B2 R,x2,F L R2 D' R' D B,R F2 U2 F2 R' D' U' L' D U' L2 F' L2 U2,B2 R2 F2 R2 B2 L2,27
F2 U F2 D2 L' U' F' B' L D L2 B2 F2 R L D2 B R2 U' D' L U,x2,U' L2 F' U' L2 D2,R2 D F' D' F U' R2 U B2 D2 R2 B2 U' L2,D L R D' F' L D L2 F D R' D2,32
B2 R2 B F R F R' F' U' D2 B' F' L2 R U' B' L2 R' D2 B' U2 F',x2,D R' B' D2 U' B2 L,F2 L2 D2 F' L2 F' L' U2 F R' B2 R U2 L,D2 R2 B' R D B' L B2 D2 R2 U R' D' F',35
L B2 U B' U' L B' R B2 U2 F U' B F2 D2 L' R B L2 D2 R B2,x2,U' L B U' F' L' D2 R',U2 B' F' U R D2 R' F2 U B2 U L B' U',F D R U' R2 D2 B2 L' B D' R' B R2 D2,36
R2 B2 R' B' L D' R2 U2 R2 U B' R U F L' U' D2 L' F L2,x2,L' B R U' B' L2 U B',D' F U2 F' R2 B U R2 D' F2 D2 F2 L U,L2 F2 L2 U L' U' L' F2 L' U L2 U' F' L' F,37
U2 B2 R' F2 U2 L2 R U' F2 D2 U2 L' R2 F2 B2 R F2 R' B' R,x2,L D R B2 L U,R' F' R2 D F2 R2 F2 D' L' R' F' L' U2 L2,R' U' F U L F' U L U' L' R F' L F L',35
U L2 U D' R' D2 U F' D2 L B L B2 L' D L' D R' U2 F2 U' F',x2,U2 B' D L' B R U,U2 B' D R' F' R2 F' R2 D' U2 B F L,F' U2 R B' D2 R D F R' B2 L' U B2 R' B,35
U' D2 R2 D' R' F' D' L B F L' R F' R2 B' R' F2 D L' R U' F,x2,B2 U' L' R' D' B R2,D' F' U' F2 D' R2 D F2 L2 F U2 B2 D U',F' R' D' R F R' B R' U F' U2 R2 B2 L' B D',37
