scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,U B R' F' D,B L2 U2 F L R' U2 R' B' D R2,L' R2 B R' U R F R2 F' U' B' L,L' F' L R' D2 L' R F' L,,37
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,L' B D2 U',U B' L2 D R' F2 L2 D2 L2 D B,D B2 F2 U' B' U B2 F2 D' B,U' L' U R' U' L U R,B2 R U' F2 U R' B2 R U' F2 U R',45
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,D' L2 U',L D B2 L2 U B' R' B' R' U' B2 L,F L' F L B2 L2 U F' L2 B2 F',D' L' R B R B' R' D' R D L R' D,B2 R U' F2 U R' B2 R U' F2 U R',51
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,F D' B' F2 R',D U2 R F2 U' R' U' F2 R F2 D',D R' U' B2 L' D2 L B2 D' U,L U' B D F' D F' D B' D2 U L D',B2 R U' F2 U R' B2 R U' F2 U R',51
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,R2 U R B2,U F2 L2 R D' B D2 B L2 D2 U2 R',B U' B2 U R2 D B2 D' R2 B,D' R' B R D R' B D' B D B2 R,B2 R U' F2 U R' B2 R U' F2 U R',50
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,D2 L' B R U',F2 D2 L B L2 B2 L2 B' R F L',F2 L F U' B U F' L' F2,B' D2 U2 L F D' F' D L' D U2 B D,B2 R U' F2 U R' B2 R U' F2 U R',50
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,L' R' B' D2 U,L F2 D2 L2 F L R2 D2 F2 R',L2 F2 D2 B2 R' U' F' U' B2 D2 L,D2 U B R F' R F2 R2 B' D' F D' F2 U',,40
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,R2 B2 F' R,D2 U' F U F D2 L' F U' B' L F2,F2 L' B' U B2 U' L' B2 L B' L F2,B2 U' L' D B' U' F2 U B D' L' U B2,R U' F2 U R' B2 R U' F2 U R' B2,53
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,L' B D' L U' L',D' L' B2 D B2 L' B' D' L2 B L' D,R' D2 R' B R' D R D' B' R D2 R,D' U2 L' F2 L U' R2 D R D2 R D U',,43
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,U' B F' R,L D R D' R D B' L D L2 R',B2 R2 B' R' U R B R2 B' U' B',B' D' R2 D U' B' U' L2 D F' D' L2 U2,B2 R U' F2 U R' B2 R U' F2 U R',51
