scramble,orientation,step_0,step_1,step_2,total_moves
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,L D2 U L' D' R' B2 L' R',F' D2 L2 D' L B U B R2 U' B2 L D2 F,U' F U2 B' R B R2 B U2 F' L U2 B' U',37
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,L2 D' B U L B' L2 D2 F2,R B2 F2 L U2 L F L2 B L F' D2 L B,D2 B L B2 U2 F R F' U2 B L' D2,35
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,D2 U' F R' D R U' F2,B U F' L F2 L R D2 F R' B D L2 U2,F' D2 F2 U' R2 D B' D' B R' F R' F2 U,36
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,F D R' B' D R' D' B' R2,B' L2 R D2 U' F U F' R' B2 U' F L U B',R' B' R2 D F' R2 B U2 B U B' R2 F R',38
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,D L2 R' B R' D L' F2 R2,F' U F2 D L2 D U R' D B' L2 R2 D R2 U2 F,B' L B L2 U B' U' L U B U' L,37
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,B2 L F2 R B' U2 R F2,B U2 F' D' L2 D' F' D L B2 L2 D R2 B2 R,D2 L' D' U B D2 B' D U' L,33
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,U2 F2 L B D F2 L U2 L,L' D2 R F2 L2 B U' R B2 L' B D R2 D2 R2,L2 D2 L' F R2 B F2 D R2 D' B' F2 R2 F' L',39
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,B' D' U2 R B' F' D' L U2,F' D2 F R' B U2 L2 R B' R' F D2 U2 B R' B',R F L2 F' R U2 R' F L2 F' R U2 R2,38
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,D2 L B2 F U2 F' U' R2,L' D U' B2 L2 F R D2 L2 B D B2 F' L R2,L' D2 L2 D' L U L' D' B D2 L2 D2 B' L U',38
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,D' R U' B' F2 U2 R B' R2,L D2 R2 D' B' D' L U' B L2 D2 F D' F2 R D',F' D' R' B D' R' U2 B' R' F L R' D L,39
