scramble,orientation,step_0,step_1,step_2,total_moves
B2 F' L' D2 F2 L' B U2 B' U2 F L B2 U' B2 U R2 L' F' R2 D2 L2,x2,B2 R2 B2 F2 L' U' B L2 B2 D2,F D B2 D U R2 F2 U' F U' L2 U F2,B R B' R' B2 U2 L U L' U B2,34
R D L2 F2 D2 U F D B' L R2 U2 B' U2 L F' B2 R' D R',x2,R2 F2 L D' L' U2 F D2 U2,L F D B2 D' U2 R2 F2 U' F2 R' D' F2 D L',B R B' R' B2 U2 L U L' U B2,35
L' R' U' R' B2 D' U' F' U B U F' U D B2 U2 B' D' B2 F2,x2,L2 F L' D R' D' L' B U F,F' D' F' U F R2 D L2 U' L' B' U' B' F,B U' L' D' R' B' R D L U,34
L' D F' U2 L' D F2 B' R' D U B2 U D L2 B2 R2 F B' L' D R',x2,B2 D' U' L U' L U F2 R',L2 R2 F U' R' D2 U R' D B2 F2 R2 B2 F2 R',,24
R' F2 L B2 D' L2 B2 R' L U D' B U D R2 U' F' B R' B R' F2 R',x2,B' R' D2 B R2 F D2 F' U' F',D B R2 B2 R U' F' U' R2 U F D B' R U',R D' B2 F' U' L B' R' B L' U B2 F D,39
U2 L2 F' U2 D2 R B2 L' B R2 L B2 U F B L' D2 B' F D F2,x2,U' B2 D' U' L' U2 F' D2 U2 B',U' R F2 U' B2 F' D L2 D B L2 R' F' R2 B2,F2 U F U' F' U2 L2 D' B' D L2 U2 F2,38
B L R2 F' D' L' D' U' B D' U L D L B D2 R' F R2 L U' B R',x2,U B2 L' F R' U R2 F' D',D2 R D2 B L2 R' D B' L' B U2 L' F R B L',R2 F2 L D L' F2 R U' R U,35
R F B D2 R' B L D B L' D L F' B' R2 L2 U' R F' L U L2 D',x2,B F R' U' L2 B D R F',R' U2 B' L F' D F2 U' L' U2 F' L U2 R D,R B' R' U' L' D' B D L U,34
L U B' L' F' U L' F' U L' F D' R2 U F D' F2 L2 B R' F',x2,U2 R F L2 U' R U L D' U2,D2 L' U B' R2 U' L F' D' F2 L2 D' L' B U2,U' B2 D' R' B' R B2 U B' D B,36
F B2 R L' F L' R2 U2 B' D2 R2 D' L' D B' L' F L2 R' U F2,x2,F U R' U F2 L2 B' D L' R' D',R' B' D' R' B' D' L U F' L2 F L2 U L' U,B R B' R' B2 U2 L U L' U B2,37
D U B' U B2 L2 F R2 L D' B' D R2 L B D2 U2 F D2 B2 U2 B2,x2,B' D' U' B' U' L2 B2 U2 R B' F,U L' D2 F D2 U2 L2 D2 L' R' U F2 R' U',B R B' R' B2 U2 L U L' U B2,36
U' R' U' L2 F' L' U2 R' D' R' L F2 U' L R' U' L D R' F R2,x2,F' R F2 U' F' D' F2 D' B2,R2 B R' U L2 R2 D2 L R' B L B' R2,D' R U2 B2 L F2 L' B2 D U' F R2 F' U',36
U' B' R B R' U F2 L D R' D' R2 L U2 L2 U' F2 D R2 D L' D',x2,D2 U' B' L B2 D' U2 B2 L,L D2 L' B2 F' L2 U B F' D2 L' D2 B R',B2 U' L U' L' U2 B2 R B R' B',34
R D' L2 B L U2 D F B U2 D' F' D2 F2 R L2 U' L D' F',x2,D R B2 U' R F' L2 B2 R,B F' L F' L F2 U R2 B2 R' U' R' U2 B',B D' R2 U2 R U' R D B2 U2 B' U B2,36
D' F B R2 B L2 F2 U R B R L2 U L F L' U D2 L' B F',x2,U2 B2 L2 B F2 U2 R D2 B D',B2 F2 U' F L B' F2 L' D2 F' R' B R D2,B2 D F2 U' F' U2 F' D' B L2 B2 R B' R',38
F' U' R2 F D' R' L2 F' B' D' U2 R2 D F2 U B' D' F2 D' B D',x2,B2 D' U B L D2 B' D2 F D',B' L' B L2 D' B' U' B D L' B2 U B2,B' D B2 F2 U' B U B2 F2 D',33
R2 U2 D2 B2 F2 U F D' F' U D' L' D' R2 U2 B2 D R' F' D' B',x2,R' U' R' U2 F' R' F2 U2 R2 D,U' B2 L' R D2 F L U' F' L2 R2 F R B',B' D' R' D B2 R' B2 R2 B D B' D' B R,38
D' U B L' B2 F R2 F' R B2 F2 L' F' L D' U B' D F B' L2 U L B,x2,R2 F' L2 R' U B' L R2 D' L2,R B2 R U R' F2 D' R2 U B D' U2 R D' F',R D' B2 F' U' L B' R' B L' U B2 F D,39
D B' U D L R2 D' U R2 B R2 D U' B L' R2 D' L' U2 F' R D' B F,x2,F' D' B R' B F R2 D2 B' L',R2 B2 U2 L2 B' U2 R B' U' B2 U' B D2 L2 U2,R2 F2 L D L' F2 R U' R U,35
R2 L2 B U' D L D2 U' B F' U2 D B' D L D' L2 R2 D U,x2,D2 U' B U' R2 F' D' B' D',F' R2 D L U L' F' L B2 L B L D' L U' F,F R F' D F R' D R D R' D' F' D',38
R L2 B' F2 L' R' B' R D R U L' D F L2 D' L F B' R2 L' B L' F2 U',x2,B U B2 D2 L2 F' D2 F2 L B2,U' B2 D2 L F2 L2 F2 L D' B2 F' R' F R',B U' B' U' R2 U2 L' D' R2 D R' B2 L R,38
F L' F' U' D L' R' D' F2 U R2 B' F U F2 U' L' D' L' F L' D L,x2,L2 R B' F L' U L2 B' D2 B',D2 R2 U' L U' B2 R2 B2 R B2 L' B' R2 U,B U' L' D' R' B' R D L U,34
D2 U R L D2 B2 R' U' R2 F' L2 F' L' R F2 U' R2 D B' D,x2,D' B L2 D2 U B' F' D2 R' U,D2 R2 D B R U B D2 U2 B2 D' R' D' B2 D',B R U' L2 D' F' D L2 U2 B' R2 U' R',38
U R U F B' D2 L' D' L2 B F2 L2 R2 U' L B D' R2 D2 L2 F' D U2 R,x2,L2 B' D R2 U2 L' D2 B' U F,B' F2 L B F2 D2 R' F2 U2 B L' D U2 F2 R',U' B' U' B' U' L' B' L B U2 B2 U' B' U2,39
R' B D' U B2 L' D U' F R U' L2 D F' B D U F' L2 D F B2 D' F,x2,F L2 U' L2 D B' U R' B L2,B L' B' D2 R B' F' L U R D R2 B2 U R,B R U' L2 D' F' D L2 U2 B' R2 U' R',38
R D R2 L2 F2 R2 D' R' D' R' B2 F L' D B2 R' D L2 F2 R' U2 B,x2,F2 L' R D' L R2 B' D R F,R' F L2 D L F' R' D L2 R2 F' L' U L' U',R2 F2 L D L' F2 R U' R U,35
R B L2 D U F2 U' R F2 B R' U B D2 U' B2 U' D B' U2 B' L D2 U' L2,x2,B2 F D U' F' D2 R2 D2 R,D F' U L' U2 F U2 B2 L' D R2 D B2 D' F' L,U F U F' U L2 D' B D L2 U,36
