scramble,orientation,step_0,step_1,step_2,total_moves
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,F D L' R' U2 F2 U2 B R2,U2 B U2 R2 D' L F L' F' R2 U' R2 F D2 R2,D2 R' D L R' B' R B' L' R D',35
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,D B' D2 R2 U F' D B,U R2 U F2 U' B U' F' L' B' F' U R2 U2 R2,U' L D U' F2 D' U L U,32
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,F L' F2 D2 R' U R,R' B' D R B L' F2 D2 F2 U2 R' F2 D' R B2,D L R' B' R' B' L' R D R,32
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,F D2 L U2 R D2 R F' D2,L2 U2 L2 U F2 U F2 U L2 D2 F L2 R2 B U',R' D' L R' B R B L' R D',34
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,R2 D' L F' U' F' D' U,F2 U B R2 D L2 R F' D2 R2 U2 L' R' B',D' U F D' B F' R F' R B' F U',34
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,L' D U B D R' B D2,B' F R F' D L' B' D2 U2 R' D L U' B' F2,F U' L2 U' B2 R2 B F R' U2 B2 L B',36
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,U2 L2 R' B2 R' F L2 R2 U',B D' R B L R2 B F L' R U' L U' L' B',B' R' B' F D2 B F' R' B,33
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,F D F2 R B2 L2 B D,R' B2 F L R B' D2 L' B F D' U' B' L2 D' F2,L' D B L2 D2 U2 R2 D2 U2 B' D' L,36
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,D' B R' D2 U R F' L2,U F' U R F' R2 D R2 B' U B' D' F2 U2 R U2,B2 L D' U2 R F R2 F' D U2 B' L',36
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,U' F' L D B' U' F L',L U B' U' L2 B2 R D2 F' U' R2 B' D2 L U L,B' R B2 F2 U2 L B' F U' R2 U' F,36
