scramble,orientation,step_0,step_1,step_2,step_3,total_moves
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,L' B F R2 U2 L' R D',L' B2 R U' R' B2 L,R D' U L' U' F' L' F L D R',B2 U F U2 L2 U2 F U2 L2 U B2,37
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,F' U' B2 L B' F2 D2,U2 B' D2 R' U R' D2 U L2 F',D2 B L2 B2 L2 R B' R' D' R D' F',L B' D' F2 L2 B2 F2 R2 B2 D B L',41
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,B' R' F U2 B2 D2 U B,D2 L' F2 L' B R' B2 L' B L',F' D' L2 D2 F' U' F D' F2 U,U B' L' R U' L' R B L2 R2 B U',40
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,R U F' L2 D' U' L B,F2 U B R2 F R2 B' L' U B' U2,R' D' R U' R B' D' B R2 D R U,D' U' L B2 L D' U B' R2 B' D2,42
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,L' U F' R2 D2 F L' D2,B R B' R D2 U' B2 D' B' U,L' B2 R F R' B' F' U B' L R',U2 R2 D2 B U2 L2 U' B' D' U R D' F,42
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,U' L U' B2 L2 U B' F2 R2,D' R2 D2 F' R' D' F U' B2 U,U' B R2 B' R' B R D B D' R2 B' U,D L U2 R B' F D' B F' U2 L' D',44
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,R' F' L B D B' L,L' D F' D2 L B R' D2 F D' B',D2 B2 U2 B' D' R2 D B2 U' B D2 F,D2 U' B D2 U2 F' L2 F D U' R' F2 D',43
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,U' F D' B' U R,D F' R' D F' D2 R' F D R,B F R' F L D F' R F L' B' F2,U2 L2 R B2 F' R B' F D' B' L2 R' U2,41
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,R D2 U' L' F U B' R,B2 D' U' L D B U R2 D' R2 B,D R2 U' R' U2 L U L' U2 R' D',U F' D2 U2 B L2 D U' F2 L D U' F' U',44
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,F' U F' R D2 B2 U,F U' R D' B R B' R2 U,F2 R2 F R2 U2 B' L2 B L2 B U2,R2 B' R D F D2 F' R' D' B D2 B2 D2 R2,41
