scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,B D2 R' B,L' D' B R2 F2 U B F2 L B2,U' F' U' F2 L' U' F' L F' D U2,L2 D B2 R2 U F2 R2 B2 L2 B' L' B L',F D' R2 D F' L2 F D' R2 D F' L2,50
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,B2 F L B' D,B U L' D U2 L D' U2 L B',R2 U F' D' F2 U R' U2 B' D2 B,L' D F2 L F' L D2 F D' F D2 L2 F2 D,F L B D2 F' D' F' D F2 D2 B' F' L',53
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,B' D' B2 L U,B D' R D' U2 F D2 B U B2,D R D F2 D B R2 B' D2 R',D2 U' L D' L B R B R' U B2 L2 D' U,F' D U2 L2 U2 F' R F R' U2 L2 U2 F D',53
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,R2 D2 B R',R2 B L2 B2 F R' U2 L R2,D B U' R' D' U F D B' D',F2 R' F D L F' D' F' R F2 L' F,D' F' D' F D2 B' D F' D' B F D',47
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,B D' B L2,F' R F D2 R2 F R' D,R U' L' U' F' U2 L F2 U F2 R',L B' L B' R2 F2 R2 B2 D L2 D' L2,D F' U2 L2 U2 R F' R' F U2 L2 D' U2 F,49
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,R' F2 L2 B' D,U' R2 F2 U R2 F L' F D',U' F D F' L' F' L D U,L2 R B' R2 D' L' D' L' D F' R U' F' U',B D2 L R D' L' D R' D2 L D' L' B',50
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,L' D2 F,L D2 L2 B R' U2 B' L2 D2 F',D R' D R B' L' F' L' B,D U' F' U' R2 B' D F D2 B F' D' U2,F' D U2 L2 U2 F' R F R' U2 L2 U2 F D',49
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,B D' R2 B',U2 F' R2 U R' B' L2 D' B',L2 R' D L2 R F2 R F' R' F2,D' F L F2 L' B' L2 B D2 L D F L',L B L2 U' L' U L' B2 R D' R' B L',49
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,L B' F' D' B2,D2 R U' B R2 B' D' B F U,L D L2 B' U2 F2 U2 B L D',U2 L2 U B2 L R' U' F L F' L' U' L R U2,D F' U2 L2 U2 R F' R' F U2 L2 D' U2 F,54
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,U R D2 B R2,F2 L2 D L2 B D' F2 U2 R B',D' B D2 B' F' R' D2 L D R,L2 F' R' F' D L D L D' L' F L' R F L2,D F' U2 L2 U2 R F' R' F U2 L2 D' U2 F,54
