scramble,orientation,step_0,step_1,step_2,step_3,total_moves
F' L R B R L B F' D' U L' D B' F' U2 B2 U B2 U' F,x2,R D' L2 B U2 F',B R2 D2 U' F U' F R2 B2 U2 L2 B,D2 L F U2 F2 L F U' F U2 F' D2,U2 B' F R' F R' B F' U F' U',41
L2 F D B' U F2 D' R U F' D' L2 R' D B2 L' R' F U' B2 U2,x2,R U2 L2 F' D' F',B' L2 B' L' D2 L' B D2 B2 L' D2,D L2 D' B F2 D F D2 B F U B2 L2,L' D B' F U L F' L B L2 D L D2,43
L2 B2 U' B L' B2 R' B L' B' F U F2 L' F L' U2 L2 B F,x2,D2 B' R F2 L D,B' U' B' D' B2 L U' L2 R2 U' R2,L2 R2 F' L2 B' L F L' U' B R2,R F2 R B F' U' F2 U B' F R2,39
L' F2 U' F2 U' L2 D2 F R2 L2 B' F' L' D' B U' F' R' U F' L2 R2 B,x2,U' B L2 R' U' B' R2,R2 B L' R' B L' D2 L2 R U' B',B' U' B2 F R' F' R B R' B U2 B,F' L2 B2 D B2 L2 F2 U F',39
L' F' B R L' D2 B' R B' U2 R D L' R D U B' R' L F D L2 D' F',x2,F' U' L2 D B U2 L' F2,D L F2 D' R' D R' F2 U L' D' U',B' U L U2 L B2 R B R' B2 L2,F D R2 D' L' D R' U2 B' U2 R' D' L F',45
U' F2 D B2 R' D2 F B2 R L D2 F' U B R' L2 D' F' B2 U R2,x2,U' L2 F2 R U' R',D' F2 L' D B F L F2 L' B2 U2 B,R' B' U B R' B' U' B' R' B2 R2,U2 B2 U' L' U L' B' F2 U' B' R2 F2 D' U2,43
B' U B2 R' D L' R' U2 L U L U2 B2 D' F D B F L' R2 U R' L2,x2,R2 U L' R2 B' D F,R2 U' R' U' R2 B2 R2 D' R D B2 U2,R2 B L2 F' L' F L2 B' L R2,B' U2 F' L F L' B F2 D' F2 L F' L D F,44
L' U2 R2 U2 F R F' L' D2 R2 U' B' R2 U2 B L D B' F2 D R U',x2,B D F2 R' U B' R2,L2 R' U L' F L2 U' L' F2 L' R,L R2 F' L2 F L2 F' L' F L2 R2,D B' L' B' L U L' F' L' F L2 U' L' B2 D',44
F U' L' U' F R2 D2 U L' B' D' L2 D R' D2 F' L F' D2 R2 L2 F2 R2 L2 B,x2,L U' L' U B' F',U2 L2 D' L B2 D' B D2 L2 U' L' U',L U B2 D2 R2 F2 R2 D B' D B' L U',U' B' R2 U2 R U' R' D2 L2 F' U L' D2 U2 R2,46
B' L' B D B' R' L2 F2 U2 L R' B2 U L' D2 L' D2 F2 D R' F R' U' D F2,x2,D F2 D B' F' R' B',L2 F' R2 D2 U' R' D' R' D' U F' L2,L' F' L' B' F2 U B' U' F' U B2 L,D B' D' L D2 F2 L D B D B2 L2 U2 B2 R,46
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,R F' U2 L' F' D',U' L2 F R2 F L2 B2 R B2 U' R U2,L F2 R F2 R' U2 R U F R' U F' L',R F2 R B F' U' F2 U B' F R2,42
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,L F D' B U2 F' R',B' L' D2 U' B' L B' R' U B' F R,B2 U F R' F' U' B' L2 F R F' L2 B',D F' D B' D2 B2 R2 F2 U B U' F' L2 B2,46
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,F' U2 L2 U' R' B,L F' R U L' R' B' R U B R' U2,D2 L2 D L' R2 F' L2 F L R2 D,L D2 L' B F' D R2 D' B' F,39
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,D2 B' L R2 B' D' L',D' B2 L2 U L F' R' F2 R' U' B2 L F',D B L2 U2 B' U' L U' L B' L D',R2 B F' U' F2 R F' R' D' F2 U' F D B',46
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,L' U2 B2 U' R B' L',D' F2 D R B' U2 B F D2 L2 D2 F,D2 B R2 B' L B R2 B2 U B L' D2,B2 U B' D' U' F' R F R D U B U' R' B2,46
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,B' D' F2 D' L' U' F,L2 B D' B R B2 R' F2 R2 F2 L2,R' B2 U2 R2 U B' R' U' R2 B R U2 B2,D B' D' L D2 F2 L D B D B2 L2 U2 B2 R,46
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,L2 F2 L' D' F R D',L' B D2 B2 D B2 D R F2 R' D2 U B',F' L' F2 D2 B2 R' B2 D2 F',D2 L2 F' L' D' L D' B R D' R D' F D2 B',44
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,U2 F R2 B2 D2 R,L2 U2 L' D2 B D2 U' L U' L2,D2 L2 D' B D' B R2 U' R B' R B',B2 U2 F U' F' U B2 R2 B2 L' U L U B2 R2,43
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,B2 L2 F D' B' F2 R',U' B' F2 R' B2 U2 B2 U B U2 R F2,F D2 F2 L F2 D2 B' F' U B,D F' D' F' R2 B2 F R2 B D' F' U2 F2 D' B,44
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,L D R2 B2 D B' F',L2 D2 R2 D' F D' B' D2 B R' F' L2,B' U' L' B' U2 B F' L B L F L,D' F R2 B' L F D2 B2 U R B' F2 R D' R' D',47
