scramble,orientation,step_0,step_1,step_2,total_moves
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,U2 B U L F L2 U',D2 F D B D F2 R B' D' F D F,L' D2 U' R D' U F' U' R2 D' U F2 L,32
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,B2 D2 B2 L2 B' R U,D2 B2 R' B' F R' B R B L' B D' L2 F',L' U L' D2 U2 R D' F2 D' U L',32
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,L D' F' D2 R2 B' U' L',U2 F L2 D L2 B F2 L' D B D' L' B' F,U F2 L D U' F' R2 F' D2 U2 B D U2,35
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,B2 D' F D2 B' R2 U,L2 D2 F' U' R D R' F U2 L2 R2 D R B2,D2 U2 B' D U' L B2 L D U' F' L2,33
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,D' F L2 U L2 U2 R',B' R' D' L' U L' D2 U' F' D' L R B,B' L2 R U L' R B' R U2 L' R B',32
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,L' B2 D B' R' B' L2 D,L' D U' R2 F D2 F' D R' U F D L D,B L' F L2 R2 B L' R D2 R B',33
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,L2 D2 U2 F2 L' R' D' B2,R2 D L R' D' B' F D' B U B2 F' U' L,F R' B' F D F' D B F' R',32
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,D2 F2 R2 B' D' F U2 B',D2 F L B' R2 U' L2 D' U L2 F' R' B' R2 U2,B U2 B' D' U R U2 R D U' B2,34
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,R2 D L' D2 B' L' R F,B2 F' D B' D' B' U2 R' B U' F' U L2 B2 F2,R B' F D' F D' B F' R F',33
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,R' F2 D' U L U R F',B2 F2 U2 B' R2 B' D L2 B' U' L' B F L F2,U B' L' D U2 F2 D' U2 B L U B2 U2,36
