scramble,orientation,step_0,step_1,step_2,total_moves
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,B' D' F L' D U2 L' D F L',L2 B L2 B2 R2 B L B' R U L R B' L2,U2 R2 B R B' R U' B U R U' B' U',37
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,R2 F' D2 F' R D B' L2 D F',D U2 R' F2 R D R D2 U' R U R' U2 L',L2 D U L' D2 B2 D2 L' D' U',34
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,F' U L' B2 D' B2 R' F2 U2,R2 F' U' R2 D2 B2 D R D' R' B2 R2 U F R2,L R U L2 D B D B' L2 U' R F' L' R2,38
F2 U2 F R2 U' F D U' F D2 L2 R U D2 R' B2 U' F2 R D2 R' D2 U,x2,D2 L F L' U' L' B U2 L,B R' B L2 U2 B' U L2 F2 D' R2 B D F2 R,L' D2 L' D' L2 B2 R' U' R B2 L' D' L,37
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,F' R' U' B' F L' U' F2 L' D2,D2 B D' B2 R F2 R' B2 F' D' F D2 B' D2,U B U' B' R U' R' B L' D L' F' L D' L,39
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,B D' L2 F D2 F R B' U' F2,L U B2 U' L2 B R2 U L2 U2 L2 U R2 B' L,B U' B' F R B R' B F' U B2,36
R2 B F R2 F' R2 D2 U' B R2 D2 F' B2 D2 F' D' R2 D2 R2 L D' L',x2,U F L' D' F' D2 U' R2 B' D,B2 D2 F D R U R' D' F' D R2 U' R2 D,U L B' D R' U2 F' L F L U2 R D' L' U',39
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,D' B F' L' D2 B R2 F D,B' D2 U' L2 U L2 B L D2 B' L' D' B L D',D B' D R' F2 R B2 U2 B L' U' L2 U' B2 D2,39
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,D' L2 R' U' F L2 F2 D2 F R2,L' R' B L R D2 B' R F R' B2 D' L' B' D2,R U2 R' B D2 B' R U2 R' B D2 B',37
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,B F D B' U2 R D2 F' U2 R B',D2 L2 D' B' R D2 R' U L B2 L' D' B' U' B2,R' U R' F' U F L' R2 B' D L' D L D2 L,41
