scramble,orientation,step_0,step_1,step_2,step_3,total_moves
F2 D L' U L D L B2 F' D R F D' B2 L D' B F' L2 R B2 L2 F2 D',x2,D' U B2 F U2,U2 L R' U B' R D B L' B' U2,B U' B L2 F U B2 F' U R2 F2 D R2 U,L' F L B D2 F' D' F' D F2 D2 B' F',43
U' D R' B2 U' B' R L' B U' R B L U2 L' F R D L2 U B2 U' R2 L2,x2,U2 L U B2 R U',R2 D2 F D B' D2 L R' B2 F' U,L2 R' U' R' F2 R' D L F' D F2 L F' R',L' F L B D2 F' D' F' D F2 D2 B' F',44
F2 U2 R' B' U2 D' B' F U' D' R' U2 B2 U B U2 D' F2 U2 L R2 B' D' R' L',x2,B' F U B' R2 F U',F2 R U2 L' D2 U2 F2 R',L' D2 U2 R2 D' L' F L' D2 F2 U' R U R B2,,30
F2 D2 F' L D F2 B D R2 D F R' D F L2 R' F' B' R2 F2 U' F' D R,x2,D' R' U' B' D' R2 B,D U B L' U2 L' F R U F' D',B R' U2 B' F R' D' R' D' L B R' B2 D' L',,33
B' F D R2 D' U2 F' B2 L' F' D' U L2 D B' U B D B2 U2 F' R',x2,B' U F' D2 L D,B D' F' L' B2 L2 F D L' D,D L2 U B2 U R' B' L2 F' R2 B2 F L B2 R',,31
R B' R D F2 U' B' U R F R' D2 R2 L' F R2 F R D' L2 F' U F2,x2,U2 R D' F2 L F' U' F,R U' F D' L U L2 D' R' B D,D L B R D2 L' D F2 R' D2 R D F' D2 R',,34
L U L2 F' B R2 L D2 L B2 L2 B F U2 R' B2 R2 D' B' U' B2 D2,x2,U' B2 D R' U L',R D B' U R D2 U' B' D2 B R',L U2 L2 D2 B' D' B' F L2 R' U F2 L2 F D U',,33
F B2 R2 U L D' L2 F D2 B2 R2 D R' D U L2 B F D' L2 F' B R' L2 B,x2,R' U R B' L' F D2 R2,B2 U B2 D L' D' B D2 L2 D2 U',D2 L2 U R2 F2 U F2 D' R2 B U' B2 L2 R D' R',,35
U D2 R2 B2 R2 D B F2 L2 F2 D' R' F R U2 F2 D' U2 R U L F L' F' L,x2,L' B2 R' D2 U' F L,R2 U2 B D B' R2 D B2 D U2 B U,F' D F' L2 F2 U' L2 U R' U' R F2 L2 F2 D' F2,,35
R2 B F U R' U' L R U2 B' R U2 R' L' U R U' D2 B F' L' B2 F U' R,x2,R' F2 L2 R B' R',D' R B D' R' B R D' B2 R' D2 B,F' L2 D' L2 U B' F2 R D B2 U' L' B' R2 F,,33
