scramble,orientation,step_0,step_1,step_2,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,D2 L2 R2 B R' U F2 L' B,L2 D2 L B2 U F2 U' B2 L' F' D2 L2,F2 U' L2 U L D2 L' D B2 D F2 U R' U',35
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,D2 L' B L' U2 F D B2 F2 U,U F' L2 D2 F U F' D2 F U B' U,B' U' L' D L U' L2 F L D' L U2,34
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,F2 R B2 F2 R2 U' F U2 L2 U,D2 B' R' B' D' B' R D B R D',R B R' B2 U L' D' R2 D L U' R B' R',35
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,L F2 D L' D F L2 F L2 F2,R U2 B F' L' U2 B2 L U' B L' F R,U L' D2 R2 F' R' F2 D' F' D2 R' D L U',37
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,F D L U L R' F' R2 B2 D,R2 U B U R' U2 R2 U F' L2 F U,R B' U B' U' L2 F2 R2 F D' F L2 R',35
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,R' B2 L' R2 D R' F L' B' R,L2 B2 D U2 F2 D' L U' L2 B2 L2 B' U2,U' F' U L' U L F2 D2 B2 D' R D' F' U,37
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,F U B' R2 B' L' U B' D L,L' B' U' B F L' R2 B2 L R2 U' F' U,U' R B2 R' B2 R' U2 R2 B2 R' B2 U',35
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,R B' D B2 U' F L F2 U B2,F' L' F L' D L' D2 R B U' B' D L2,B U2 L2 U B L B U B2 U' L' B' L' U,37
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,U' L' R' B' L R2 F L' F,B' D2 R' D R D L2 R' U L2 R2 B' R',F D' R B' D R D' R' B' D' B2 R' D F',36
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,F' L' B F2 D2 L2 R' B' D2 F',L B U2 L U2 L' U B2 L' B' D' B R2 D,U' L' U L' B' L2 B' D L' D' L' B2 L B',38
