scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,L B2 D U' B D2,B2 F R2 D2 R2 U F',B R U2 B' L' U2 B U2 R B R2 B',F2 D' B' D F2 D' B U' B' D U,F' D' U L B2 L' D U' F L2,46
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,R U L R2 F' L,L' B L' R2 D' B2 D L2 R2,R' F D' R U2 R' D U2 R' F' R2,B R B' R' U' B2 D' B U B' D B,L2 B2 L' B' F U B2 U' B F' L',49
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,F D U' R' F',B D' R B U' L U L' R2 D,U' F L' F' R2 U2 F' U2 L F' R2 U,B2 U2 L' U2 L B2 R' U2 R U2 L',L B' F U B2 U' B F' L B2 L2,49
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,F2 L R2 D' L2 D2,B2 L' D' R2 B R' D L B,F' R2 U2 F2 D2 B2 L B2 L B2 D2 F',D2 B' R' D' R2 D B R D B2 D,D' U B2 D U' L2,44
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,D R D' R2 D,F' R D L2 R2 F R U' L2 F,F' R2 U2 B' F' L2 F' D F' D R2 D B' D',U2 B' L2 B L U L B2 L' B' U,L' B' F U B2 U' B F' L B2,50
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,U2 L D' F' U' R2,F2 R' F U' F R,L' D2 R D' R B2 R2 B2 R2 D2 L' D,U2 L B2 D U' L2 D2 U2 B' D U,L B' F U B2 U' B F' L B2 L2,46
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,L' F' L' R' F2,L D' B R D B2 L2 B,D2 B' U L' R' U' R2 B L B R' D2 U,U F2 L F U L F' D' B' D F U2 F,L2 B2 L' B' F U B2 U' B F' L',50
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,B D' R F2 D,L' B R2 B U B2 U' L R2,F' L' B D2 R' F' R' F R2 B' D2 L F,L' U2 B2 L' B' F U F2 L2 B' F L,L2 F' D' U L B2 L' D U' F,49
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,D' B' L2 B2 R F,R B' L2 B' L2 U R' U' B2,F D' F' L2 U' F2 U2 F' U' L2 D,B2 U2 L U2 B2 D F U' L2 U F' D' B2,B R' U' L' U L R B2 L2 B' L B L B,53
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,B' U2 L F' R,L F' D' B' D U' B U' F,F2 D' L F2 D' U L' D L U' L2 F2 L2 D,U F' U L' B D L D' B' L U2 F,B' L2 D' U' B2 R' U2 R B2 D U L2 B L2,54
L F' D2 B D' U2 R' F2 D U2 F R' B2 R' F2 R2 D2 U R U' L2 D2 F2 D2 U,x2,R' D' L U L2 F',U L' U' R D L D' U' L R',B2 L' B2 F L2 B L2 U L2 B' L2 F',B R B' R' U2 L' U2 F2 U' B' U F2,L2 D' U B2 D U',46
R2 B U' B' D L R D2 L U B' U R' F' L' F' U L' R2 B' U B U,x2,F R' B' L' D2 U',L' D2 F2 R U R2 F2 R2 D2,L R' F' L' R F L' F2 L2 D2 R' D2 F,U2 L' F' L' D2 R' D L D' R D2 F U2,L' B' F U B2 U' B F' L B2,51
