scramble,orientation,step_0,step_1,step_2,total_moves
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,B2 U2 F L2 R2 F2 D2 B' L F,L' R' F2 L B F U' F U B' D F' D' R,F' R2 D' U' B' R' B R D B U R2 F,37
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,B' U' F' D B2 F L' U2 B2,R2 B' R2 B' F' D2 B D2 L' B U2 F',R' B D' B' U' F' D L' D' L F D U R,35
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,U2 B' D' R' F' D2 U F L,F2 U' R2 D2 L' F' L' R2 U2 L2 B' U F2,D B2 D L' D' R D' L R' B2 D' B2,34
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,R2 F L2 R F' R' D B2 F' D2,L D2 U L U' L2 B' U' B R F2 R D' R2,L2 F L F2 D F D2 L2 B' L' B2 D B',37
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,F' L' U' L2 R' D' U' B' U L' R2,F D U' L' F L' F L2 F D' U L' F',B' D' B2 D' B2 D2 B D' L' D L,35
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,D L' U B2 F R D2 F' R B',L2 B' L' B L2 R2 B D2 U L2 U' L2 B' R2,R' B' L B L' D B D B' D2 B D B' R,38
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,U2 R' B' D2 B D' F2 R2,L' D' R2 F U F' L' B D' B' U' R2 D2 L,F' R2 U' R2 F D' F' R2 U' B U2 R2 F,35
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,F2 R2 F' L2 U L' B2 D' F' D' U,D' B F U' F' R' D R' D' U F R B',B' L' B2 R D2 F D2 F' R2 B R B2 L,37
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,B2 U F D' R' F2 U2 B R U',R U L B' L D' U' L D2 L D' R',D' R' B2 D' B2 D B2 L R D B D' B' L' D,37
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,L F2 U2 L' U' B R' F L' B2,R2 B2 L2 B2 R' U2 F U' B' U F' U2 R' F2,D' F' U2 L2 R' F' D' F L2 U B2 U' R U2 F,39
