scramble,orientation,step_0,step_1,step_2,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,R B' L2 D' R' D,F2 L R B' D2 B' R' B2 D2 R' D2 L' F2,L D L' B' D R D' R' B' D' B2 L D' L',33
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,D' R' D2 B2 L D2,U2 B D L' R F2 U' R' F' D' U B' U F',F' D2 F U2 F' D2 F U2,28
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,B F' L2 R' B R2 U',F' U2 F' R D F' D' F U R2 F2 L' R F,U2 R2 F2 R U L' D F2 D' U L' U R U',35
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,U2 B2 R2 B' L D',L2 F L' B L2 R2 B' D' B D L R2 B',B2 R D R' B' L B2 U B U' B L' B',32
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,R D U' F' U B',L' F D' R D2 L F' R2 F D' B2 R' D R,R' F' D U L2 R' F' R F L2 D' U' F R,34
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,F U' B2 L' R2 B D L2,F2 L2 F U F' L U F D' L' U' L2 D,L2 U' F' D L2 F L2 D' F' L2 F2 L F' L U,36
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,L' F2 U2 L' R2 B2 F',F L' R' D' U' F' U F' R2 U' L B2 R',B L2 R2 D' B' L' B D R2 B' U2 R' F' R U2,35
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,F2 R' U B U B2,F' D2 L R' B' L' D' B' D' R F' L2 U2 L2,B L B' L R2 D' U L D U' L2 U L U' R2,35
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,U2 B' U R F2 L',D' L B' F' U L' U2 B U' F D L U2 L2,B' L2 B2 L' B2 L' B' L2 F D L' D' F' L2 B2,35
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,B2 F L' B' D2 F,B2 F2 U L' F L' U' L2 B2 U2 F U' L2 F,L2 D' R F2 L2 F' L D L2 F' D' F L2 F' L2 R',36
