scramble,orientation,step_0,step_1,step_2,total_moves
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,R2 F2 L' U2 B U' F' U2 R' B,F2 L F' U R B R' B R D2 U' B' L F' R,R' B2 F2 L U' L' B2 F2 R D,35
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,B' D' R U B2 L2 B' D R,B L R B2 L' B' R' D' B2 U' B F' R F U,L' F L B D2 F' D' F' D F2 D2 B' F',37
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,D2 F' U R' D' L2 F2 U2 B R' F2,L' B2 L R B U' B2 L' U' B2 U B' R' B2 L,R2 F D' F' R' B' L' D L B R',37
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,R' D F L B2 D2 F U B2 L2,R B2 L' D' L' F' L D R2 D2 R F' L D B2 R2,D' R B F' U' R U B' F R',36
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,U2 F2 R U2 L2 B' D' B2 L F2,D L' U' R2 D' R2 B U' B' U2 L D L U' L' D2,F' R B' F D2 B F' R F,35
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,B L' D2 R2 B F2 L' D F D2,D F U B L R U2 R' B2 R U B' F' D' L' D2,B D2 F' R' B' R B F D2 B2 D' B D,39
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,L U' B D' R2 U' L2 B' L' B',L' U F' U R' U B L U' L' U' L B' L F2 R',U' B2 D B D B' D2 B2 D U R D' R',39
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,D F2 R' F2 D R D B F2 U',F' L' F L' R U2 R' B D2 L' D' L B' L F2 U,F' R' B' F D2 B F' R' F,35
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,B' R2 D R2 B2 L F' D' U2 R',D2 B' D2 B D2 U B2 R F' R B2 U B' L2 U2 F,B' L R' U B U' L' R B D',36
F2 U F2 D2 L' U' F' B' L D L2 B2 F2 R L D2 B R2 U' D' L U,x2,B' D' B2 D2 F' U' B D' F D2 L',B L B' R' D' U R D L' U R U' B2,F' R B' F D2 B F' R F,33
R2 B2 R' B' L D' R2 U2 R2 U B' R U F L' U' D2 L' F L2,x2,L2 B L2 R U' R' B2 U' F L',L D2 F2 U2 B U2 B' R' D R2 F2 R' B2 U' R,R2 F D' F' R' B' L' D L B R',36
L F' D2 B D' U2 R' F2 D U2 F R' B2 R' F2 R2 D2 U R U' L2 D2 F2 D2 U,x2,U' R2 B' D F' D' L2 F2 D R,L U F R' U F2 L' F' U' F2 R' F2 L2 F U R,R2 F D' F' R' B' L' D L B R',37
U' D2 R2 D' R' F' D' L B F L' R F' R2 B' R' F2 D L' R U' F,x2,U B L R D' U2 L D2 U' F',U' L' D L' B2 L' F2 R' B U R' F2 D' L' B2 U,B2 L' D L B R F D' F' R' B,37
U2 B2 R' F2 U2 L2 R U' F2 D2 U2 L' R2 F2 B2 R F2 R' B' R,x2,B2 D2 R2 D2 L' F' R2 F2 R2 U,D' U F' U2 B' R2 B' R' D2 L' R' U B D R2 F2,R' B2 F2 L U' L' B2 F2 R D,36
L B2 U B' U' L B' R B2 U2 F U' B F2 D2 L' R B L2 D2 R B2,x2,L' R' F2 U B2 L2 R' F D2 F2,L B U2 B2 R' B U2 F2 R U L D L2 U B2,R B F' U' R' U B' F R' D,35
R2 D R F L B' L2 R D U2 F' R D L' U2 B2 R2 F2 U2 L' R2 D' F2 B2 R,x2,U B2 F L B L' R' B L' B',U F L' B U F U' B' F2 R F R' B D B' U',F' R B' F D2 B F' R F,35
B2 R2 B F R F R' F' U' D2 B' F' L2 R U' B' L2 R' D2 B' U2 F',x2,U R F D F' D' L2 D U',L' D' L U' R D L R' U2 B' L B' D' B D2 L2,F' R B' F D2 B F' R F,34
U L2 U D' R' D2 U F' D2 L B L B2 L' D L' D R' U2 F2 U' F',x2,L2 D' B R F2 U2 L2 B' U2 L',U2 L F2 U' F' R' D B2 D' U2 R' U2 F R2 F2 L',B2 L' D L B R F D' F' R' B,37
