scramble,orientation,step_0,step_1,step_2,total_moves
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,B' L' R' U B' L2 D2 R,F2 U B D2 U2 B R D2 L' F2 L' B' L F',L' R' B L' B' L2 U2 R' F' R U2 R,34
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,F2 U' L2 D' B F U,D' B2 R U2 F D2 F' U B' D U B',F U2 B L U2 B L2 B' U' L' U' B' U F',33
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,L' U' L2 B L2 B D2,B U L2 D L' F2 D2 R' B2 R' B2 D B,U' F2 D' L2 F2 L F L F L2 D F U,33
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,B2 F D2 U' L D2 U L U',U B D' L R2 F2 D2 R D' F2 U B2 D,L' B2 L' D U' L' D' L U B2 L2,33
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,L B R D U2 B2 R2,L' B' R' D B2 U' B F2 U B L R B,L' B2 L' D' B' D' B D L' D L2 B2 L,33
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,B2 D' F2 D' B R F' U,F R F U' R F D' U2 B U' F2 R' F',L2 R D2 B D B' D L R2 B L' B' L2 R,35
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,D L U2 R2 D2 R F2,L D L2 B U' B F' L F' U L R' B2 R',B2 U R2 F L2 D2 R2 B L2 U B2,32
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,U' L2 D F' R D' B R,R2 B' U' L' D2 U B' R2 U' B2 D' L' D U,U' L2 D L' D L D' L' R F' L' F2 R' U,36
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,U F R2 U' B2 D2 R U,U R' F' L' D' R2 F2 D' R' B D L D2 L2 F,F' R2 U' B' R2 F R' B D2 B2 D' B2 R D',37
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,F' U R2 D2 B' L' F R,L R D B D L2 D' B' F' R' F L' B2 R',U F R' U' B2 F' L2 D' F2 L2 B' U2 B' R' F,37
