scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,U L D B' R2 B' R2 D,R2 F2 D R' D L D2 R',B' F2 R' F R B F L,F' D R' D R D2 F2 L' F' L,B2 R2 F2 U F2 R2 B2 D,42
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,L2 B2 F D U' B' L' U,L2 D2 L F' D L' F D2,F L' D' L' B' U B L D F',F2 U B' U' F2 U B U',L D L' B D' L' F L B' L F' D',46
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,B L' B L' B2 D2 R U,L' D L2 F' L2 D' F L',B' D' U' B L2 B' D U B,F2 L U L' U' F' L2 F' L2,B F' R' D2 R B' F D' L2 D,44
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,B2 D' B' U B2 L D2 B',F2 D B' F2 U2 B D' L',B' U2 L F' L' U2 B F2 L2 F2,U' F' D F R F2 R' D' U L2,B R2 F2 D2 R2 B2 L2 U2 B,45
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,D B2 D' B R U2 B U R,D L' D2 L' D B2 U B2,F2 R U L2 U' L2 R' F2,B' U B D2 B D B2 U' L B D,L F L' F2 L2 B F D F' D' B' L2 F,49
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,L R' B' D' F D2 U,R D' U L D U' R',B' L' B' U' B U' L U2 B L,L' F L F' L' D' L D L,B D2 B' L' B L D2 L' B' D' L D,45
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,D' R' D2 U' R2 F D,D' B2 U B2 L D,U2 R U' R2 F2 R2 U R' U2 L,F2 L' F2 L F D F D' U L2 U',B D F R2 F2 D' B2 L2 F2 U' B L' F',47
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,R U2 B U2 R B' R',F L2 B R' F R B' F2 L2,U2 R B' U L' B L U' B R' U',F' D F D2 B2 U B U' B L D,D' L' D B L D2 L' B' L B D2 B',50
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,U2 B D' R2 B2 L2 F2 R,L R D' L2 F' L2 F D R',U F' L D' L2 D L F U L U2,B' F2 U' F' U B U L' U' F',D2 B' L B D F U L' U' F' D,49
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,D2 L' U2 F' U' B2 R2,F L B2 U F' L' U' L B2,D' L2 B2 F U B2 F' L D,L' F L' F' L' D F' D' F L2,B' L B' U' L' U2 R D B' D R D R2 U',49
