scramble,orientation,step_0,step_1,step_2,total_moves
L U' L2 D' U L D' L' U2 L U2 L' B2 R' F U2 D F' L2 U2 R L D' U' R,x2,F' U2 R' B2 R' D' F2 L' R2,D2 B' F2 D B' L' D' F2 L2 D' L2 B2 D2,B' F' D' L B' L2 B L D F L B,34
B2 F2 U F2 L D' U F L2 B' F R U L F2 U B2 L D2 L' R' B2 F D,x2,B D' R' U B' L2 F L' D L,D2 F R U2 F U2 R F' U F R2 F' D2,R2 U B U R' F' L2 F R F' U2 R2 B' D2,37
R' D' U2 B2 U2 B' L B' L2 F2 R2 D2 B' F2 L2 F' L D R F',x2,U' L2 U2 R U2 F2 D' U' R',U' L' B D2 R U F R' D B' U B D B',R B U B2 D L' D' B2 R' U2 R U' B' R',37
L2 R D U' B R U B2 F2 D2 F2 U' R L2 D' B D2 L' U R2,x2,U B2 R' D F R U R' D2 F2,L2 B' L' B' U' L B L' B L B' U L',D R' D' L D' U' F' D F D2 U R D' L',37
U2 L B2 U' F' D' U R2 D R2 L F2 R' F L' B' U F' U L F2 R' L B2 R,x2,B' D' B2 F R U' L' R' U' F2,D L' F' D F' U2 R' F' U2 F' D B' D,D2 L' U' F' D F2 D2 U B D' B' D2 L' D2,37
R D2 R U L U' D2 L R' F2 U' F2 B' R' D2 F' D R F2 B2 U F',x2,L F2 U' F' L2 U R2 F2 R,B F R' U' B R B L' D2 L F',D L' F' D' L2 D2 R F' R' D' L2 F L2 D',34
U2 B' F2 D' L R2 B' D U2 F2 U' D2 L' R F2 R2 U' F L B U' F' R2,x2,U F2 U R B D' B L R',L2 U' L2 D' L U L' B2 D U' L U,D' R' D B2 L B2 D2 F' R F' R' F2 R D2,35
B2 D' B' D2 B' U' B2 F L' F2 R' F' B2 L' F2 R2 F' D2 U' L U' F2 R,x2,L2 F' D' B' L2 R2 B' D B U,L D L F' D2 B2 D B D F D',B2 L2 B L D U' F L D' F U' F' U2 B L',36
L2 D2 U2 F2 R B L2 F' B2 U2 L2 U' B' L' B R2 D' R2 U' B,x2,B' F2 U L' U' L' B2 U2 F2,B2 R F U B' F' L2 U B U' R' B2,D' F' R U' F U L' R' U L U' F D' F' D2,36
B2 L2 D2 F2 U' L2 U2 L' F' R' U L B2 U' F R U' B2 U2 D B',x2,D B2 R' B L D2 U2 F R F2 U',B2 D L2 D' L2 B' L2 U' L U B',R B' D' L' D2 B2 D' F' D R B2 D' B F R',37
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,B2 U2 R D' B' L2 U' R2,D L' U' F' D F2 D2 L U B L',L D L R B' U B L2 R' F' D F2 D2,32
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,D' U R' B' D F' L' D L' B2,F L F' L' B L U2 L' F' L U2 B',U F U2 L F R' F D R F L' U' F2,35
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,B2 L' R B2 F R D2 B U' R',R' B' F2 R' U2 B F' L2 U F' R,U2 B' L F' R' B L2 B' R F U2 L' B U2,35
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,B' D L B F R' F2 L' D2 F2,L R' D B' D R D' B' L' R D' R' D',D2 L' F2 U F2 D' L D2 R2 D R' B2 R',36
