scramble,orientation,step_0,step_1,step_2,total_moves
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,B' L2 F' L F' U2 F2 R U',R U2 F' U F R2 B R2 F2 U2 B' D U R' D',F L' R U' B' U B' L R' U F' U,36
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,B' D F2 L' B2 R B' U' R F,L2 D F2 D2 U' R F2 R' F' U' F U' R D' B,B2 L2 D2 R2 F U2 R2 D2 B',34
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,R' D B L' D U2 F R F,R2 U B R U F' R' U2 F R D R D' B' U',U' B F' L' B2 L B' F U' B2 U2,35
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,B2 R' D' F' R' B L D2,L B2 R' D' R D R B' F' U' B U F L' D2,F U2 F' L' R U B2 U' L R',33
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,L2 D' F U' F2 D F' R U2,D2 L2 U2 F2 U' R2 D B' U R F2 U B2 D' B,R2 F U' R F' U L2 R2 D' B R' D B' L2,38
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,D' U2 F2 L' D' F' U' B' U',B L2 F' R' U' R D B' R' B2 F2 D' U B' R',L2 R2 U2 L' R B' L B' L' R D L' D',37
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,F' U F2 L D' R U R2 U2,U R2 F U' B2 D' U F' D U2 B2 R U F' R,L' B L' B L R' U' L U' R,34
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,R U F' D L2 F2 D2 F L' R2,R B' U R2 D F' D B L2 D2 F U B D' R,B2 U2 B D U' L' U2 L' D' U B',36
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,U2 F2 D' B' U2 L' U' B2,B2 F D L' D F L2 R2 B R B2 R D' U L' B2,F' D' B F' R F' R' B' F D F2,35
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,R' D R' F2 U2 B2 L F,D' B' D2 B R2 U R' F R' D2 F R F' D' U',L U' B F' L2 B' F U' L',32
F B2 D' L' F2 B2 U' B L B' D F' R2 B D L U2 L2 U F' L2 F' R,x2,D2 L D' B2 F L2 U2 F U,D L U' B' U' R' F' L F' R D U B2 L2 U,R F' D2 F L R' D' B2 D L',34
F2 L2 D U R2 B' D' R' L2 U2 L' F2 B2 U' L' F2 B' R' F2 U B L R B2 R2,x2,U B D2 U' L' R F D2 U,D' R2 D R' D' B' D R' B U' F U2 F' D U,F U B' F R' F' R B F' U',34
R2 D2 U F L B2 U' B D2 B' F2 R2 L D2 U' F2 L2 R2 F B' L' B D2 U,x2,U' L2 U R' B U R F' L,B2 R2 B' R' B L2 F2 L R U R' D2 L F' R2,L R' D L R' B' L' R D L' R F',36
B F' U2 L F' R' U' B' R2 U2 F2 B U R' F' B2 D F U R U' L D' B',x2,D2 B L' R' U2 B' L' D2 U',L2 F' R' D2 U' B U2 L2 U R2 F' D' U2 B D' R2,U' L' U L' R B' L B' L R' U2,36
R2 U2 F L' B L' B' U2 F2 U2 D F D R' L U B D2 B' U',x2,U' F' R U2 F' D' L D' F2,D' B' F2 R2 D' R2 U' F' R F U R' B F2 D,U2 B' D U' L U2 L D' U B',34
U2 L B D' B' U R2 B2 F' R U D2 F L2 B' L R B' F' D' L R',x2,L F2 D2 F R' D' B' F' U' B',D2 R' D2 B' L B' R B2 D L2 R2 F U' F D L,R F' L' R U' L' R B' L' R D' L',38
U2 L F' L F' B2 R U' F' B2 R' D U' L U D F' U F' D U' F' D' U',x2,F D2 U2 L' B' D2 R',R' B' L B2 L F L R F2 R F R' F L B',R F' D2 F L R' D' B2 D L',32
B F' D2 F' R B' F L B L' D2 L2 B' L' B F' R2 B U2 F2 D U,x2,D2 U2 R' B' D R' B2 U F2,B' U2 L B2 U R2 U R U2 B' L2 U2 B F R,L' R B2 L R' U2,30
B2 R' F2 R D2 B2 R U' F2 L2 U' D2 B' D' L2 U F U' D' F D' U' R2 D R2,x2,B' L B R' D' R2 U2,R U2 R' F' D R U' L' D' U' L' D B L R',B D' U R' U2 R D U' B' U2,32
D2 B2 F2 L2 F2 L F' R2 L2 U2 F' R' F' L' D' F U' D2 L' D' L2 D2 B F,x2,L' D' B' U2 F2 L B2 R D',L2 D' F' R' F2 R F D2 B' F R F L' D L' U,D F L D2 R U R U' B R2 D L',37
