scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B' U B2 R' D L' R' U2 L U L U2 B2 D' F D B F L' R2 U R' L2,x2,B R2 B L2,D' F2 D' B' L F' D' B' F D2 R',R' B' D' B' U B' D B U' B2 R,D' U' R2 B R' B' U' B U R' D U,D' L2 F L D2 R2 B R B' R D2 L D,51
F U' L' U' F R2 D2 U L' B' D' L2 D R' D2 F' L F' D2 R2 L2 F2 R2 L2 B,x2,B2 U2 B R2,D2 L2 B D2 F2 U' F2 U' R U',F D B2 R2 B' R2 D' R D R2 B' D' F',F U B2 U' F' U B2 U',,35
L' U2 R2 U2 F R F' L' D2 R2 U' B' R2 U2 B L D B' F2 D R U',x2,B2 D' B2 L B,D' L R' F2 L' B2 U' L' D' U',L' U2 B L F2 L' B R' B2 L F2 U2,D L2 F D2 F D2 L2 B2 R2 B' R2 B' D',R' F U2 F' R D2 R' F U2 F' R D2,52
L' F' B R L' D2 B' R B' U2 R D L' R D U B' R' L F D L2 D' F',x2,U B' L2 R D',B U2 R' F' D' R B' U' R' F,L2 B2 L F2 L' R' F2 R B2 L2,D2 R' D' B2 D F' U' L2 U F R D2,L' U2 R B L B' L' R' U2 L2 U L' U',50
L2 F D B' U F2 D' R U F' D' L2 R' D B2 L' R' F U' B2 U2,x2,F2 L F D' R2,F U' B2 D2 F D' B2 U' R,D F' U' F U B' U' B' F' U B2 F D',D' R U' R B R' B' U' B U2 R' D,D' L2 F L D2 R2 B R B' R D2 L D,52
B' L' B D B' R' L2 F2 U2 L R' B2 U L' D2 L' D2 F2 D R' F R' U' D F2,x2,F' L2 D L' B2 D',F L D2 U B' U' R' B' D2 L R,B' F2 L U B F2 L2 F' D' L' F' L' D2,B R' U2 B' D2 B U F' R2 F U R B',D L2 F L D2 R2 B R B' R D2 L D',56
U' F2 D B2 R' D2 F B2 R L D2 F' U B R' L2 D' F' B2 U R2,x2,L' F' U' L,L2 F2 L' B' U2 R F' U B U2,B2 U' R' B2 D2 F2 D' F L2 F D',D F2 R' B L D2 L' B' R D',L' B U F' U' F2 R2 B' D' B R2 B' F' L,49
L' F2 U' F2 U' L2 D2 F R2 L2 B' F' L' D' B U' F' R' U F' L2 R2 B,x2,R' U' B' L2,U2 R2 F2 R F2 U' F D U B' D',B D B R' B2 D L' D2 L' F L2 D',R2 U2 B U' B L B' L' B' U' R2,R' F U2 F' R D2 R' F U2 F' R D2,50
F' L R B R L B F' D' U L' D B' F' U2 B2 U B2 U' F,x2,L2 R D U' B,U' F' D' L' F L' D R' F' R',B R2 F2 R2 U F2 D2 U' R2 D B' F2,R F2 R' U B2 U' R F2 R' U B2 U',D2 L R F' L' R' D B R' B U' R B' D B',54
L2 B2 U' B L' B2 R' B L' B' F U F2 L' F L' U2 L2 B F,x2,U' F L' B U2,B L D U' F2 D' R' D' R B' R2,B' F' L' U' L B F2 R F' R',F L F L F' L' F' L' F' L,D2 L R F' L' R' D B R' B U' R B' D B',51
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,U' L' U' B L2 U2,B2 D2 F2 D L' D L' B2,B2 U2 L2 U R2 U' L2 U2 B2,U2 L' D B' U' F D U2 R D' B U F' D',R' F U2 F' R D2 R' F U2 F' R D2,49
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,U2 B R' B,R D2 L' F L' B2 L' R2 B,L U2 R U' B2 L2 D' R2 D' L D2 B2,R2 F2 R' F' R' F R2 F2 R' U' R U R2,R' F U2 F' R D2 R' F U2 F' R D2,50
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,U' R2 B',F' U2 R D U' R2 U' B' D' R' F2,D B2 L' D2 B2 L' F2 L2 R' D' U2,R2 D2 U2 R' B' R B D B D U2 R2,D2 R' F U2 F' R D2 R' F U2 F' R,49
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,L R2 B L,B' F' R' B' U L R' B' R' D,U2 R2 D B U' B' U' B2 D' R2 U',R2 D' U2 B' D' B' R' B R D2 U2 R2,L' U2 R B L B' L' R' U2 L2 U L' U',50
