scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L F R2 B' D F2 R' U2 F2 R B2 F' U L F' D B D' L U D' F' L' B,x2,U2 L' F' R2,U' L' B' D L U2,B2 R' D L2 B2 D B2 R F' L2,B2 D2 R2 B2 D2 L R' U' B2 U' L' R' D2,F U' L2 D L' U L D2 B2 D L F',45
B' U2 L R D2 R D L2 F' R' D' B U' F U2 D2 B' R' U2 B D R' F2,x2,B' U' L',F R D2 F D' F2,U F' D' F R' F' D B' F U',R2 F U' L D F' D' L2 F2 D U F' D' R2,D' U B2 L2 U' L' U L' B2 L B' L' D U',47
D' L2 B' D' B' D U' F B' D B' R' B' D2 R' F' L2 R' U R',x2,U,D B D',L' B2 R2 B L2 R' U' L' R',D2 F U' R2 U B' U' L R2 U L' F' D2,D2 U2 R D' R D R2 B2 U' B' U B' D2 U2,40
D B' R2 U' D2 R' B L2 F' U D B2 F2 R U' L' U L2 R2 D',x2,R D2 F D R,F D2 R D2 F',D' U R' F' U' F D B2 U',D R' U B L F2 L' B R B2 D B D2 U2,F' R' U2 B2 F2 D2 B2 F2 R F,43
L R' B F D2 R2 U' L' F U L2 U L B D' L' R2 B U2 F B L2 R',x2,F2 U F' U2 R',R2 B2 U R' B' R U,R' U2 R B2 U B R U R' U2,R' B2 U R2 D' R' U' L2 U L D2 L,L D' U B2 D U' L,41
R2 U2 B2 F' U' F2 B L' F' R F2 L2 F' B D2 F D2 U2 R2 D' R' F U',x2,B2 R D2,R2 D B2 R B R' D',U' L2 D2 R' B D2 B' L U F,R2 F' L2 U L D2 U' R2 B R2 D2 F2 R2,L2 D' B' L' U B2 D' U' L' B L B' D2 L,47
L' U' L2 D' B2 D U B2 F D' B R' U2 F2 L D U2 R U2 F U2 F U2,x2,U2 L R2 D',U' B L F L',R' B2 R' U2 R B2 R,D U2 L' B2 L2 B U' B' L' B' U B' D',D2 B' L' F' R' D' F2 L' F R' F' U2 F' L2 D,44
L2 U' L' U2 L D2 R U L2 R' U' F2 L B2 D' R B' F2 L B2 U2 L D R,x2,B2 D R',D' U2 R' B2 R2 D',B' U R B2 U R' U2 B',R B' U2 F2 D R D2 R' F2 U2 B' R' B2 U,F2 U2 R' U2 B F D F D' B' F2 U' R U F2,46
D L' D' F2 R B L2 F U2 L' D F2 D' R2 D R2 U L B2 U' F D2 U2,x2,D2 B2 L D R F,U' R B R',L D' U R' D' U' B' D2 B2 L',B2 R' B F2 R D R' B F2 L R' U2 L' R2,L F' D R' F' U F2 D2 L D F L U' F' L',49
F' B2 L2 D2 U R U2 R B' F' D2 L U2 B' F2 R' B' D R2 F2 R2 D2 R',x2,L D2 B2 L2 U,U2 L2 D' F' L2 R' U',U2 L F U L' B D' U2 R2 D,F2 R D F2 L R2 U' L' R2 F2 D' R' F2,D' U B' D' B' U' B2 D2 L F U2 F U2 F2 L',50
L2 U B R' U' R' L' D2 L R B L U' F U2 L' D2 B' U B' L' B U2 D B2,x2,R' D' B2 R U2 L2,B' U F R' F',B' R' D' L' R B F L,U' R' U2 B2 U2 B2 R' B F2 D' B' D' F2 R2,R F2 U' B2 L2 F2 D' B2 R,42
R B U L U2 R U' L' R' F' L U F U' F2 L' R' B2 L2 F' U',x2,F2 D' B' U2 F2 L2,R2 B2 R U2,B2 U2 L' U2 F' L F2 U2 L,F' L' U L2 B' F U' B2 U2 F' L2 B' U' F,B' L' D2 L D F D L2 D' L B F' D2,46
L R2 D' U F' R' L2 D' F2 U2 B2 U B' D U' L' B U B' U' L' D2 U2 B U,x2,U' F' D' F L',R2 F2 D2 F2,B F' L U2 B U2 L' F,F2 U B' U' L R2 F L B2 L2 R2 B,B2 D2 L' D L D' B2 L2 B' D' B' D' B2 L2,43
D2 R2 U2 L' B D2 B' F L' D' B2 R U L2 U' F2 L2 R D2 F L' U B L',x2,R D' F,F' U' F' D L F2,U R' U' B' R' F' L B F R,B2 L B' R' B2 R' U L U2 F2 L2 R2 B,B2 L B L' D B2 R F' R U F R2 B',45
