scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D' R F2 R F' B U2 L2 R2 F U D B2 R2 F' D' R2 F2 R2 D2 F2 B2 D2 U' R',x2,B2 F2 L U' F D F2 U2,L2 D' L2 B U B F2 R U' B2 R2 F2,B' L' B F L' U B' U' F' L,L' F D2 U B D' L2 D B' U' F2 D2 F' L,,44
L R2 F R B L D B' D' F' L2 D R' U' D B' L F2 U' D B2,x2,D B2 F D' R B L R2,R2 U B2 R U R F2 U2 B2 R2 U',D' B F' U2 R D F2 D' R' U2 B' F D,D' B R' F U' F2 D F' D' F2 U R B' D,,46
L U B2 L B' L' U' L' U2 B U' L R U2 L' B F D2 U' R U',x2,F' D' R' D' R' D' B',L2 F L' D2 B R2 B' D2 L',B' U' B D2 B' U B D2,D B' D' B' D B F' D F' R2 B R2 F2 D',,38
U D2 F' R2 D' L U' B F U2 L2 B' F2 L R' D B F' D' R F2 L' F,x2,L2 B' D' L F U2 R2 B',D2 R2 U L' D' L D2 L' D2 U' R2 D2,D F2 R2 F R2 B' D' F D' B D',F D U2 F2 D' B U L2 U' B' U2 F',,43
L2 R2 F2 L U' F' B' L2 U2 F R' F2 U2 B U L R' D U2 F U2 L B2 L2 R,x2,D R' B2 F' D' L2 B2 L',R2 D L' D L' B D2 B' R2 B' U2 B,D' R' D2 L D' R' D2 L' F2 D2 R,D B2 F' R F2 U F U2 R U R2 B2 F2 D',,45
D2 R' B2 R U B2 U' B2 U2 F L' F U B R L2 F2 R' L' U' D2 L2 D2 R',x2,D' F' R U' F2 L D2 R',U L U2 L2 U' R B2 U' L2 U L' R',D' B L B L B' L2 B' D,U' L' U2 B D' R2 F' L2 F R2 D B' L U,,43
L2 F2 B' L' D L F2 L D' R2 F' B2 R2 B' F R' U' F' L' R2 F' B R2,x2,U' L' D2 B' F2 L',D R2 B2 L B' U2 B' R' D2 L' D,D B U2 L B L B' L2 U2 B' D',D B U2 B' D2 B L B L B' L2 U2 B' D,,42
F R2 L' U2 R2 U' F2 B R2 L B' L2 R B F' R2 L' U R2 B2 F' L',x2,U' R B L2 D2 U' F U2,F U F U' R B R' B2 F2 U' B' U B2,F' L R' B F' R B' F D' L' R F,B' L' U L U' R' F2 R B R' U' F2 U R,,47
L' F D B' D' F B' U' D' R2 D2 B' U' D2 F B2 R L' D F2 U2,x2,D2 L2 U' R2 B L' R U,L' D' U' B D U2 B L B' U',L' D' B' F L2 B F' D' L,U L B L' U B' R B' D' B2 L B' L' R' U2,,42
U' R2 L' D F' B' L' U2 R U R L' B U D2 R2 B' F2 R D2 R D' R2 D2 F,x2,L' F2 D2 F' D' B2 R2,F2 R U2 L U R' U2 F' L' F2 U',B' U' B D2 B' U B D2,D R' U' L D2 R B R B' D2 L' U F' R D',,41
B F' L' U2 F' U2 R2 L' D B R F' B' R U' D R' U' B2 D L F2 D R,x2,D2 L F' R B D B2 F,L' F2 U' F' L' F D F2 D' L U,L D2 B D2 L' D F' U R U' F D',B2 L' R2 F' L F L D' L' D R2 B2,,43
R' U2 F2 B' R' B F' D B' F' U' L2 R' U R2 L U2 B' L U2,x2,F R U2 R2 U' B' U' R,B L' B2 L2 B' L' B U L2 U B2 L,D F' D' L' F2 U' R U F2 L D' F D',B R2 B' L2 B R2 B' U L' U' L' U L' U',,47
R B U L U2 R U' L' R' F' L U F U' F2 L' R' B2 L2 F' U',x2,B2 L' B U2 R2 U' B' U',L' D2 R' D B' U' L' B D F2 L2 F,F2 L2 D R D' R' B R' B' L2 R F2,U F2 L' D R2 U R D B2 D' R D' U' L,,46
D2 F D U' R B R' D U' R' F B U2 F' B' R' U2 D B L2 B2 F' D',x2,D2 R' F L' F2 L2 D',D2 U' L F U L' B2 F' D2 U B,B' D' F' D' F D' B D2 R D R',L B2 R2 U F R B' R' F R2 D B2 L B,,43
U' D R' B2 U2 L U2 L D B' F' L2 R' D B2 D' R' U2 D2 F D',x2,B D U2 L2 F D' L,U L2 B2 L2 D2 B2 D2 B2 U',U2 B R D' U2 F' D U2 R2 B' R U2,D F' U2 L2 R F' R' F L2 D' U2 F,,40
R2 F2 D' B2 U L' U D' R2 F' R' D2 F2 L D2 U' L R' U B',x2,R' F L' U' L' F2 D U,L' D R B U' B2 D' B R D' L,B L' F' R2 F2 U L F R2 B' F2 D',L U B' U F2 U B F' L2 F U F2 U2 L',,45
D2 R2 U2 L' B D2 B' F L' D' B2 R U L2 U' F2 L2 R D2 F L' U B L',x2,D' L2 D2 B U L' D' U,U' L D B2 F2 L2 U2 R D2 B2 U' R2,R' U2 B2 U' B2 U' B2 U' B2 R,U B D L D' B' L' B L B2 U B U2,,43
L R2 D' U F' R' L2 D' F2 U2 B2 U B' D U' L' B U B' U' L' D2 U2 B U,x2,U2 R' F2 U' L' U' F D2,F' R' F2 R U2 L U' F' L' U',L D U2 B' D B' D B2 U2 F2 D' F2 L',B L' R F2 L F' L' U' F' U F' L R' B',,45
L' B' R D' U F L' U L2 U' F' B2 D2 L' D' U B2 R2 L2 B L,x2,B D U R F L F2 D2,D2 U' B' D2 L F' U' F L' U F,R' B R' B' D2 F' R' D2 R D2 R,F2 L' U B' D R D' B U' L U2 F U2 F2,,44
L2 U B R' U' R' L' D2 L R B L U' F U2 L' D2 B' U B' L' B U2 D B2,x2,D' F' D L' U R B D',U' B' D U2 L D' F2 L F2 L' U' F2,R' B2 F U' B U L U' L' B F' R,B' U L' B L2 D2 L2 B' L U' B2 R F2 R' B',,47
L' U' L2 D' B2 D U B2 F D' B R' U2 F2 L D U2 R U2 F U2 F U2,x2,R U B L D' B' R D',R' B2 F2 R' B2 F' L2 F L2 R F,F' R' B D R D' F R' B' R,D U' L2 B R2 B' L' F D2 F' L' D' U,,42
B' U2 L R D2 R D L2 F' R' D' B U' F U2 D2 B' R' U2 B D R' F2,x2,D' F L' R' D B2 L',D' B U' B2 U B D' U' B' D2 U,F2 U R2 D' L D2 U2 R U B2 D',L' F D2 U2 F' R' F R U F D2 U F' L,,43
L2 U' L' U2 L D2 R U L2 R' U' F2 L B2 D' R B' F2 L B2 U2 L D R,x2,U' L' D' R2 B2 F U' B' U',U' F D' L' U2 L F' D2 R2 B' D' U F,D B F2 R2 F' L' U' F2 R2 F L B',U' L' B D' F' L2 F D B' U2 L U,,46
D L' D' F2 R B L2 F U2 L' D F2 D' R2 D R2 U L B2 U' F D2 U2,x2,D U B2 F D' R U',F U F2 L D' L2 D L2 F L' U',B L2 D2 F2 L2 B R2 U2 B R2,L R' U L' U L U' R' F2 R2 U' L' U,,41
D B' R2 U' D2 R' B L2 F' U D B2 F2 R U' L' U L2 R2 D',x2,B D R U' F L' R F',D' F' R2 F U2 B' D2 B L' D U2,R2 F' L R' D L2 F2 L R' D2,B' L R' F L' F' R B L' U L U',,41
D' L2 B' D' B' D U' F B' D B' R' B' D2 R' F' L2 R' U R',x2,D R' B D F' D2 F,D R2 B2 D F U' L2 B D2 U F2,L' D2 B D2 B D2 B D2 B2 L,U' L2 U F' D' L2 D U' F' L2 F' U F,,41
