scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
R B' D2 L2 B U' D' L2 B F2 L2 R U2 L' D2 B R D F' D,x2,B' D' L B R2,L' R B L D' B' L R',B D L' F' U2 L D' B' U L U',B D R D R' B' L' D B2 F2 R' U2 B2 F2,,38
B' R2 L B' L' B' D2 U2 F2 B2 U2 D' R2 L U2 F' L' R U' F B',x2,R2 F' R' D U',D2 R' B2 R D L' D,D2 B D' U F2 D U' B' D2,F L' B' L2 F U' F' U B R B2 L' R' U2 B2 F',,37
L' R' U' B R B' L U L' R F R F L B U' L D2 R2 F' L2 R2,x2,B' F' U2 L' D' R',R2 F' R' B' U R' B F,D U2 F' L2 F2 L2 F D' U2,R' F2 U2 R' B2 D2 U2 B R U R' U' B U2 R2 B2,R2 U R2 U' B R2 D' R2 D B2 U' B U,52
L2 R D' L2 D U B' R F L2 U F' U2 R' U' D2 F2 L' B2 R,x2,F D' R U2 F D,L R' U' F' U R,R U2 L2 D' U B' D U R',D' B D2 F' R2 D2 B' L B' F' U F L' B D F,R2 U R2 U' B R2 D' R2 D B2 U' B U,50
D U R B D' U' L2 F' L F' B' D' F' B2 U R U L2 R' B D R' L2,x2,U B' R2 F2,L' U2 L' D2 U2 B R D2,B D' B' R' B D B D2 R' D2 B2,D2 B' L F' L' R2 D2 L F L2 F U' L2 B' L F',,39
L R2 B U F' B R B F' D L2 B D U R2 U' L' D' R U2 F2 R D' L' U2,x2,F' L2 R' B R,L F2 U F U F' U' F2,B D2 R2 U F U' R' D B' D,D2 B L2 R' B' L2 R' F2 L2 F' U2 L2 F' R2 B,R2 U R2 U' B R2 D' R2 D B2 U' B U,51
F2 U D B' D U R L2 D' B2 D' F' U2 L' U2 R F' L F2 B2 U' F',x2,B' F' R' F' D F2,U' L D2 U R' B' D2,B' L R2 B R' B' L' R' B,F L B2 U2 R' U R2 B' R' B' U B2 U' L' F',,37
F2 B2 D2 F2 U' D R' D' L' R' F2 L' F' R' D' R L U' D' F L2 U B',x2,L' D2 U B2 R B',U' B2 L2 B2 F' U L',L' F2 L' F' L2 U L2 U' F',F' U' R D2 R' B' D2 L2 D L2 D B' D U B2 F,R2 U R2 U' B R2 D' R2 D B2 U' B U,51
F2 B2 R F2 B2 D' B L U' R D2 L2 U2 D L2 R2 B' L2 D' L2 B',x2,B' D' R' B' F' R',L' U' B2 F2 L B2 U L2,D2 B L2 R B' L2 R' B R' B2 D2,L2 F L B' R B2 L B R' B2 L2 F U2 F2,R2 U R2 U' B R2 D' R2 D B2 U' B U,52
U D' R F D L F' B U' L' D' F' D' F' B D' B' F R2 D' B2 U',x2,B2 U2 L' D' B U',F' R2 D' B D R2 F L,U' R2 F2 R2 F2 U,U2 B2 U2 F L B' F' U B' U2 F U' B2 L' F',B' D2 B' R U2 R' B D2 B' R U2 R' B2,48
R2 F U L2 U' R U' B U2 B' D L' R2 U2 L B' F2 D' F2 L',x2,F' R' U2 F D B,R B2 D B2 L' R',B' F2 R' F' D' F' R B,D B D2 L' F U F' L D' F' D2 F D' B' D',R2 U R2 U' B R2 D' R2 D B2 U' B U,48
B L U L2 U R2 F' L2 R' U' R D B R' B' U B F2 R2 U' R',x2,L' R F,D2 B U' B L' U L D2,B U' B' D2 B U B' D2,B2 F L B U' B U2 L U2 R' U2 R U2 L2 F',R2 U R2 U' B R2 D' R2 D B2 U' B U,47
D' R' F U' B' F' D' B2 D' U R2 D2 L F D B2 L' R F' L2 R2 U F,x2,L2 D2 R' F L' D',U2 F L' D' U2 B' D L,F L U F L F' U' L2 F' L,B D' F2 U2 L' B L U2 R F D R2 B' D' F D,R2 U R2 U' B R2 D' R2 D B2 U' B U,53
D' R' L' U2 D2 L2 R2 B' F' U2 B2 F' L D' B' U L R2 F L D2 L2 D F R,x2,L U' B' F' R' D,R' F L2 U L U F' R,B F' D F' D' R' D F2 R B',B D' B F U' B' U F' D B2 D' L2 B L2 D,R2 U R2 U' B R2 D' R2 D B2 U' B U,52
U' R F2 R2 B F2 D' U' F2 U B D' B2 L' D2 L' F' R2 D' L D' F,x2,F' L2 R B' D,U2 F D' L' U2 B' D L',B F2 L2 B' U' B U L2 B' F2,L' D2 U R B U R B F U' F' U' R' B' D2 U2,B' D2 B' R U2 R' B D2 B' R U2 R' B2,52
L2 F' B U' D R U F R2 L D' B D' U2 F' U' R2 U' R' B F',x2,D' U2 R2 B U,D U2 R F' D2 U2 B D,D L2 F' L2 D' F' L2 F L2,R D B' U' L' D2 L B' L2 U R' B' U F U' B',,38
F L B' U2 L B R F' B2 U F2 R B L' U F2 B' D2 B U' D F' L' F2,x2,R' D2 L B',F L2 F2 R U' R' F,D2 R2 D F2 U' B2 D R2 U,F L F' U B' L U' L' B2 U' F U2 B L' B F',B' D2 B' R U2 R' B D2 B' R U2 R' B2,49
F B2 R2 U L D' L2 F D2 B2 R2 D R' D U L2 B F D' L2 F' B R' L2 B,x2,F' L2 U' B R',R' D' F L' U2 F' D R,R' B' F' L U B L' D' F R,B F L D F' L F D' L' B' L2 U2 L2 F',B' D2 B' R U2 R' B D2 B' R U2 R' B2,50
