scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D L B' F D' U B' R2 B2 L F L2 U B2 R F2 U2 F2 R U,x2,R2 D R2 F' D2 U B2 L',B R' B L U' B2 U' B L' R,D2 R D' R D2 B R2 B' D2 R2 D2,B D R2 D R D2 L' U F2 U' L B',,41
L F2 U2 R2 L D' F' U' F' R' L F L2 B' F R' L' F R B' U' F2 L R2 F',x2,F2 R' B D2 L2 D' B R' D L',L2 F' R' F R F R2 U L2 B' R,B' L' F2 R F R' F L D2 B,L2 D' F D L2 D2 L' D L D L2 F' L2,,44
F' R' L B2 U2 R D' R D' B' F' D' B2 D L F' L' D R D' L2 B R' U' D',x2,R' D U2 B2 F' D' F2 L2,R2 F2 R D2 F R' D' F2 D' B' R,L B D L B' L' B' D' L',B2 D' F' R2 U' B2 U' F2 D2 L2 F2 U2 F,F D' L B F' D' R F' D R' B' F D L',55
D' R2 F' D U' R' D U' F L F U2 D' R2 F2 B' R' B' D2 F2 D2 L' R2 F',x2,R' D2 R D' R' F' L2 B U',L R' U' B2 L2 F' R' D L R2,L2 U B D2 B2 D2 B' U' L2,B' F' D B' D' B' F D' B' D B D B2,F D' L B F' D' R F' D R' B' F D L',55
B' F' D' L F2 R' L B F R' L2 D' L U2 R' F2 U' L' B2 U',x2,L' U' F2 D2 L B' U' R F2 D',L2 R2 D F L2 B2 L2 F2 L2 B U',U B' D L' D L D2 B D2 U',D' F D L2 D2 L' D L D L2 F',,42
B2 R U2 D2 B' F2 R' U2 L R' B' U2 R U' D2 L' B U2 R' L B2 U' L2 B',x2,D' U' L2 B' L' U2 L2 U R',D2 L2 F2 U' L2 R' B' D B' R2,L2 U L' D L B U' L' D' L' D2,L R D' L D R2 B L B L' B' R D' L2,F D' L B F' D' R F' D R' B' F D L',58
U' D2 L B' U R B L' D' L' D R' U B2 R2 L' U D2 B2 U D2,x2,U B' L' B2 D2 R2 D' L' R,L' U' L' D' B L D' U L B U',L B L' D B' R D R' B D2,B' D2 B' D2 B' L B R' B L' R D2 B2,,43
R F2 U2 R' B D' R2 U F2 R' U2 R' B R B U' D2 F L2 F D F' D L,x2,F2 D2 R2 U2 B' F' U' R,D' R' B L2 U L D F' D' L R,D2 R D' R' D2 B' D2 B,L2 U R2 U' L2 U R2 U',,35
D F2 U2 F B' U2 B D2 F2 R' U2 R' U' L' D2 L' U R2 D2 F B' U L' B2,x2,B R' F' L D F' D2 L2 U',B R' B L' D2 L2 U2 L' R' D,L F2 U B2 D B' D' B2 U' F2 L',B D' B L B2 D B2 D' B' L' D B2,,42
B2 F2 U' L2 D2 F L2 U2 R2 U' R F2 D L2 F' L' F' B R' F2 U2,x2,D F L2 R' U' R2 D B',D' R' B D2 L' R2 F2 D L D' B',D L U2 R2 B U2 L2 F D2 L,D' B R2 D F D' F2 R' F2 R' B' R F' R',,43
