scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,D' R' F' R,D U L B' D L' U',B' R2 D' B2 D' L U' L U2 L2 D' B,B L' D' L B R B R B' R' B2,U' R' F2 D2 B2 L' D2 F2 U',43
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,B D2 B' U,F' L F2 D L' D,B D2 L' F D2 R2 B L U' R2 B2 D B',D' F D' F' R2 D' B' D' R2 D2 B' R2,U2 B' L R' U2 L' R B' U2,44
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,D2 F L B' U,U2 B R D' U2 L2 F',L B' R F' L2 B2 F' L U' B D2 U' B,U R' D F D2 F' U' R' B R D B2 D2,D' U B U' B' D U' L U L',48
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,D L U L',L' F D' R U R' F',D2 R' D' B R F' L B' R2 F U' B2 R2,R2 D2 B D' U R' U2 B2 D' U,U' R' F2 D2 B2 L' D2 F2 U',43
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,U2 R D B2,L' D' U2 B' D' R U2,D2 R' U L U2 B' R' F' U L R2 D L2,B' R' B R' D2 B' R D' R' D' R2 D',L U B' U' L' D' R' B R D,46
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,F' U B' F U2,U2 R' B U2 L D2,U L2 F2 R D2 L D' B R2 F2 D L,B' D' U B2 D' L' D L B2 D R U',R' U R D B2 U' B' U' B U2 B2 D' U',48
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,B2 U' R U2 B,F' D F' D2 F2 L2 F L,R' B2 R' D' F' R' D2 L B' U L2 D,R' B R' B L' R D' L B2 L' R D L,U2 B L R' U2 L' R B U2,47
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,R U2 B U2 B2,U' F' U L' F L2 D,U F D R' D B' R' B2 L F' R' B' D',R2 U2 F2 L2 D2 R F L R' D' L F2 U2,U2 B' L R' U2 L' R B' U2,47
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,R F' L F U2,F L2 U' R' D2 U,U' B' U' F2 L B2 R' B' L F D2 L' U,U F R2 F L R' D2 L' U' B' R2 B R,D' U B U' B' D U' L U L',47
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,D B' L F2 U2,L' F2 D' U B U',U B2 U B' L U2 B' U L' U' L2 U' L2,D B D' B' U B U2 L U' R F' U2 L' B',U2 B' L R' U2 L' R B' U2,47
