scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B' U B2 R' D L' R' U2 L U L U2 B2 D' F D B F L' R2 U R' L2,x2,F L R2 U' L U B',B' F' L' D2 B2 D' U F L2 U B' L',L R F R2 D' B' D2 B R D' F' L',L2 D' L' F L B F' D' B' L D L2,F R F R' F2 R2 B F U F' U' B' R2,56
F' L R B R L B F' D' U L' D B' F' U2 B2 U B2 U' F,x2,F2 L2 U B2 R' U F2,L2 B' R' B' F' D F L U2 R,L R' D' R' U' R D B2 R' U L' R2,D2 F U L' B F' D' B' F L2 U' F' D2,F R F R' F2 R2 B F U F' U' B' R2,55
L' U2 R2 U2 F R F' L' D2 R2 U' B' R2 U2 B L D B' F2 D R U',x2,R' D' R B' R2 B2,D2 B' D2 R2 F' U' F D2 B D2,L D B' D' B2 R2 F' U' F R2 B' L',L' B D2 B2 L' B2 D2 B2 L' B L,,39
F U' L' U' F R2 D2 U L' B' D' L2 D R' D2 F' L F' D2 R2 L2 F2 R2 L2 B,x2,D' R' F2 L2 D L U',F2 L U2 B F R' D' B' L' U2 F2 L2,L' R D2 B D' F D B' D2 L R',B2 U B' F' D B F U2 B2 L B2 U B2,,43
L' F' B R L' D2 B' R B' U2 R D L' R D U B' R' L F D L2 D' F',x2,U2 B' L2 D' U' F2 R',L' F' D L B R2 B' D2,L' B' R F' L F R' B L,B L U B2 U' F' D2 B' F L U' L2 U,,37
L2 B2 U' B L' B2 R' B L' B' F U F2 L' F L' U2 L2 B F,x2,B2 R' D' R2 F2,L' F R' B2 R' B2 U B2 F' U2 B',D L' F D F' D' L' F' L2 D',B D' B' L' F' R' D R F L,,36
B' L' B D B' R' L2 F2 U2 L R' B2 U L' D2 L' D2 F2 D R' F R' U' D F2,x2,D' B' D B F' L B2,L' U' R U2 B2 U' R' U L F U2 F',L B2 R2 F2 R U' R B2 L' D L2,D2 B2 D R D' R' B2 D' L' D L D2,F R F R' F2 R2 B F U F' U' B' R2,55
L2 F D B' U F2 D' R U F' D' L2 R' D B2 L' R' F U' B2 U2,x2,R' U2 F' U' L' U2,D L' B D' R' F' U2 B2 L F R2,D B D' L' R2 F L R2 D' B' L' D L,B' U' B2 R' F2 D2 B2 L' F2 U' B,F R F R' F2 R2 B F U F' U' B' R2,54
U' F2 D B2 R' D2 F B2 R L D2 F' U B R' L2 D' F' B2 U R2,x2,F' D' L U2 F' U,U F' L2 B2 U2 F' D' R' B2 L2 F2 L,D B D2 B' L' R F2 R' D' L,D B' U' L' U B D B D B' D2,F R F R' F2 R2 B F U F' U' B' R2,52
L' F2 U' F2 U' L2 D2 F R2 L2 B' F' L' D' B U' F' R' U F' L2 R2 B,x2,D B2 R' U L' R B' D,B2 L' U R2 U' R' B L B2 D2 F2 D2,D2 L' D B L2 B R F' D2 R' B2 L2 D,D' B' D' B2 U' L D L D L2 U B',,45
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,B' U L' R2 U F2 D,R' B R' B F2 D' L2 B2 D' F2,D' B D2 R' U B' L B U' R B' D',L B F' D2 B' F L,,36
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,B' D2 B L' D' B2,F2 L R2 B2 F2 D L2 F' U' B2 D',D2 B2 R2 U' F U' F' U2 F' U' R2 B2,L' B U2 F2 R' F2 U2 B' F' D' F L,F R F R' F2 R2 B F U F' U' B' R2,54
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,F L B R2 B' R,F L2 B2 R B' D B' L' F2 D L',D2 L' R F L' F L2 R' D' B D' B',F' L' D2 L B D R D2 R' B' D' F,F R F R' F2 R2 B F U F' U' B' R2,54
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,U' R2 D' B L' D R2,D2 B2 L F2 U' F R F U' B' F2 L2,B R D F' L' F2 L2 D' L' R' B',B' U' B F' D B' F L' U B,F R F R' F2 R2 B F U F' U' B' R2,53
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,L F' R' U2 L D,U' B2 F D B U B F L' F2,B R2 D B2 L' F L' F2 U L2 B D',B2 L D L' R D L R' B' D' L' B2,,40
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,D2 F U2 L' R2 U F,R U' L2 F2 L R U2 F' U2 B' F2 L,L R' B2 U2 L' B L U' B' R B2 L',B F' R F D2 F' R' B2 F U' L2 U B,,44
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,R' B D' U2 R U',B' U L2 F U' F' U R' B U L2,D' F' L2 R' D' L2 D L2 D' R F D,L D2 B D B' F L' F' D2 L',,39
