scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,U2 F' L B' R B2 D',D' R' B U R B',R2 B L2 U2 L' R2 F L' U' B' D2,D' U2 B' L B2 R B' R B' L' B R2 D U2,R B U2 F R' F' U2 B2 L' B' L B2 R',51
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,D' U2 R B' U F D',B' U' L2 D L2 B,U2 L2 B' U' B U' B' U2 B L2,U B' U B U F2 L2 U' L2 U F L2 F,L2 U B2 D' B U B2 D B2 U' B L2 U',49
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,D R' F2 R D2 R,U' L B' R2 U R2 B L' U,F' D L R F2 D F' D' F' L' D',L2 F' D F U2 R2 U F' U' R2 D' U2 L2,R2 D2 L2 U B' U B U2 L2 D F D R2,52
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,R' D' F2 D2 L' B D',F L' D' B2 D B2 F' D' B2,U2 L' U' B' R' U R B L U',F' U2 R B' R' D' F R' F' R' D B F,L2 B2 D' U' B U B' D B2 U' B U L2,52
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,B' D2 U R2 B' L' R',B' L' R' B' F L R D' B,R' D L D' F R2 D L' D' R',U L R' U R' F' L R2 F L' F' U' L',R2 D2 L2 U B' U B U2 L2 D F D R2,52
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,U B U' L B U R2,R D' F L' D L2 F' R',D2 B U B' U L' B L D2 U',U2 L' U' B2 U F2 U2 B' U B2 U F2 L U2,B' U2 L' B L U2 R2 F R F' R B,51
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,L2 U2 L B U' F' R' B,B D2 B' L' D' L D,F2 L U L2 F2 L U' F L2 F L,D' R2 F' R D L F L' D' R' F R2 D,R2 F2 R D R' D B2 U' L U B2 D2 F2 R2,53
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,D2 R F2 R2 B,B2 F R' B' F' D B',D2 B' D2 U F2 D2 U' B D2 F2,D' B' U2 L2 B2 U' F2 D' R2 D F2 U B' D,U2 B2 D U L U' L' D' B2 U B U B',49
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,D2 B' L F' R2 B' D',B D F2 D B' F L F,R2 U' R D R D' R' U R2,D' U2 F R U2 R' B U2 F' L' U2 L' B' D,U2 B2 D U L U' L' D' B2 U B U B',51
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,B U' L D R2 B,B2 F' L' R B F D U2 B,L D R D' F L' R' F' R F,L2 D R F2 D' F' L' U' R U L' R' B' U' B,R' U' R F2 D2 B' F2 R B R' F2 D2 F2 U,54
