scramble,orientation,step_0,step_1,step_2,total_moves
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,U F L D' U2 F' U' B' D F2,U2 F R2 D2 B L' D U2 B' D U2 L R F' R,F L2 D' L D L2 F' L' F2 D F' D' F2 L,39
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,B2 D' L U R' F2 L D2 B,B L F' R B' U2 F' U2 L' R' B' L F2 R,F2 L2 D' L' D L2 F2 U R' F' L F R U',37
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,B F2 D L2 B D F2 L2,D2 R U L' R2 U B2 U R2 U2 R U L D2,D' B L U' B U L' D2 R' F' R' F D2 B' D,37
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,D2 R2 D' L B' D' R2 U',R D' B F' R U' R' F2 D' F' R2 D B' L2,B D2 L B2 U R' U' R' B2 L' F D F' D2 B',37
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,F2 L' F R2 D B L U F,L2 B U R' D R F U' B' F2 L2 F L F2 L' F,B2 D' U' B U2 R2 U2 B D U,35
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,L' U' R2 D2 L B U2 R2,B L2 U2 L2 B' L' D2 L2 B R' D F U2 B' D R2,D R' D B U F R F' U' B' D2,35
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,L U R' D2 F U' R2 B' F',R' D' L' F' U R' D B2 D2 B2 R U' F D R,D' B D2 F' R F R D2 L U' B' U L' B' D,39
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,R F2 D' U B L U' L2 D2,L2 R B2 F D F2 D B U F2 R2 D2 B R' U2,D2 B' R2 B D2 U F L' U F2 U' L F' U',38
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,R' D' U2 B D R2 F D' B,U2 B2 L' B' U' R2 F' R2 B R' U R U L B2 U2,U L2 U' L2 D' L B2 L' D2 R D R2 D2 U',39
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,R D2 F' R' B D' B' D2 F,L2 U' R D2 B L2 B R D2 L' U' F D B2 F2 D',D' B D2 F' R F R D2 L U' B' U L' B' D,40
