scramble,orientation,step_0,step_1,step_2,total_moves
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,R F2 D2 U2 F' R U B2 F,B' R2 F2 D' B D2 F' D2 F' R2 U2 B U B',U' F2 L' D F' D' F' U2 B' R' U' B,35
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,L R2 D2 F U B2 U L' B,B2 L' B L' F2 L B' L F' R' U2 R B' L' F,B' U2 F2 L D2 F2 U2 R B',33
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,F2 D U2 F' L2 D' R B F2,U F' L' B F' R2 F L' R2 B D' F2 U' R2 B2,L2 D L R' B' L2 B' L' R D,34
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,L D' F U2 L F U' F2 D',R' B2 F U' L2 R' F R2 D' F2 U' R F L' B2,B2 R2 F2 U L2 F2 R2 D,32
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,L' F' L' U F' U2 L U',L R B' L' D R F D' F2 L2 U B L2 F R',B' U2 F2 L D2 F2 U2 R B',32
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,D' B L2 D2 L R B L',U' B2 F' R2 F' R' F2 U' R' F' R2 B2 F2 D U,L' U' L2 U B L D' L2 D2 L2 D B',35
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,R D' L' B' R' F D' L2 R' U',U F2 D' R' B2 D2 L' R2 U R B R B2 R U',L2 B F' D' B D' B' F L B' L',36
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,R' U' F' L F' D B2 U2,F' R2 D' L2 B' F' L U' L D F D U' R2 B',B2 R' D R B' F D' L' D' B' F L2 F2,36
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,F R' D' U2 R' F U L' B' L,D U R D2 B' R2 F L2 B' L' D' B2 F U F2 U',B2 U2 B R B' F D' F L' B2 D2 F2 R',39
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,L R F' L U R' B' U2,B L' U R U' B D' R D2 R2 U R U' L U,R' U2 L U L U' L2 U2 L R B L' B',36
