scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L2 U B R' U' R' L' D2 L R B L U' F U2 L' D2 B' U B' L' B U2 D B2,x2,F2 L2 U' L' B',R2 B' U2 F2 D' B L R' D',L R2 B U F' U' R2 F R' B' L' R2,B2 R F2 L' F' L2 F' R' B D2 B,D R B' F D2 B F' R D',46
B F' L' U2 F' U2 R2 L' D B R F' B' R U' D R' U' B2 D L F2 D R,x2,L' U2 R' U',F2 U B U' F2 D L D2 L,F2 D R' U' R F2 D F' D F' D' U F,U2 L2 D' R' D' F' R' F R D2 L2 U2,D2 F' D2 L2 U2 B' U2 L2,46
D2 F D U' R B R' D U' R' F B U2 F' B' R' U2 D B L2 B2 F' D',x2,B U' B',D U' F' D' U2 B' U',L F D' L R B2 R' D L2 U F' R' F2,L' B L B2 L F R' U2 R F' L',D2 F' D2 L2 U2 B' U2 L2,42
R B U L U2 R U' L' R' F' L U F U' F2 L' R' B2 L2 F' U',x2,U R' U2 B',L2 F R' U' B F' U,U' F L2 D2 L' R2 F' L2 U' R' B2 L' B2 L2,B U' L U' L' U2 B2 D' R' D B,D R B' F D2 B F' R D',45
L R2 D' U F' R' L2 D' F2 U2 B2 U B' D U' L' B U B' U' L' D2 U2 B U,x2,D2 U' B2,L U' R U2 B2 L2 U' F' R,R2 F' U2 R F' D2 U' L2 B' L2 D2 F2,F2 L2 B D' R D' R' D2 B2 L B L F2,D R' B' F D2 B F' R' D',46
U' D R' B2 U2 L U2 L D B' F' L2 R' D B2 D' R' U2 D2 F D',x2,L2 U F U,B F2 U F2 L2 F L U2 F',D U2 R' D B R F2 U' F2 R' B' D2 U2,F U' R F2 R' U' L D2 L' U2 F',L2 U2 B U2 L2 D2 F D2,45
R2 F2 D' B2 U L' U D' R2 F' R' D2 F2 L D2 U' L R' U B',x2,R2 F2 D' B2,F2 L U2 L' D2 U2 R2,L' U B' R B2 U L' D' R' B2 L2 R2 F,R' F U2 F' U2 L' U2 R B' L' B2 L2,F R' D B F' R' U F' R U' B' F R D',50
D2 R2 U2 L' B D2 B' F L' D' B2 R U L2 U' F2 L2 R D2 F L' U B L',x2,R' F L' D' B2,L U' B2 L2 B' L2 B2 U,U' L R' D2 F2 R2 F2 R F' L' F' R2 F2 U',D2 U R2 D R U' B2 D B2 L B2 L',,39
L' B' R D' U F L' U L2 U' F' B2 D2 L' D' U B2 R2 L2 B L,x2,U L' D2 F',D2 U' L2 F L2 F U L,U R' F L D' L' F' U' F2 U2 F2,D L U' L2 B L2 B' L' D' L' B' L2 U L',F R' D B F' R' U F' R U' B' F R D',51
R' U2 F2 B' R' B F' D B' F' U' L2 R' U R2 L U2 B' L U2,x2,D2 R F' R,R2 B' L B D' F' L F2 R2,U' R U' F' L' B L' D' R2 D' L' F L B' L2,R' U' L' U R U' L U,R D' R' D' U F D F' D U',46
F2 U2 R' B' U2 D' B' F U' D' R' U2 B2 U B U2 D' F2 U2 L R2 B' D' R' L',x2,L D B2 U2 B',L' D2 B F2 L2 R2 F U2,U R2 B' R2 D B2 F2 L B F2 D' B2 U',B D' B' R2 B D' F' U2 F' U' F2 D2 B',L' D' U B R B' D U' L B',49
L U L2 F' B R2 L D2 L B2 L2 B F U2 R' B2 R2 D' B' U' B2 D2,x2,F D2 U F2,L D' F2 L2 U' F2 R2 U,F D U L2 D F' U F2 U2 B' D2 U2 B2,L' U2 F' D L' D' F U2 B R B L R',L' D' U B R B' D U' L B',48
F2 D L' U L D L B2 F' D R F D' B2 L D' B F' L2 R B2 L2 F2 D',x2,D F2 R,F2 D' B' R U L2 R' B D,D F' D' L' R2 D2 R2 B2 F2 R U B2 F' D',R' U F' U' L' U2 L U' F U R U2,L2 U2 B U2 L2 D2 F D2,46
F2 D2 F' L D F2 B D R2 D F R' D F L2 R' F' B' R2 F2 U' F' D R,x2,L2 F U' B' F2,B' L B' D2 B2 D2 B2 D2,F2 R' F2 U2 F2 L' U L R F R2 F U2,F2 L2 B D' R D' R' D2 B2 L B L F2,L2 U2 B U2 L2 D2 F D2,47
U' D R' B2 U' B' R L' B U' R B L U2 L' F R D L2 U B2 U' R2 L2,x2,F R F2 U' F2,L' D2 U B U' F' R2 D' F,U' L R D' L' F' U L F' R D L',U2 R2 U2 B' D B2 D L2 D' L2 D' B',L2 U2 B U2 L2 D2 F D2,46
F B2 R2 U L D' L2 F D2 B2 R2 D R' D U L2 B F D' L2 F' B R' L2 B,x2,U2 R' D B',R' D U' F2 R U2 L' U' F',D R' F' U' F D' R2 F' U2 F U' F R' F',U2 F' U F R2 B2 U L U' L' B2 R2 U,D' F D' F' D U' R D R' U,50
B' L B D' F' U2 B D' U2 F' L' B U2 D2 F B2 D L' F R2 F' D' U R2 L',x2,U' R U B F,R U2 F D F' L' D2 U2,B' D2 U2 L R U' B2 L' B U' R' D2 B,L' D' B' D B R B' L B R' U B U',D2 F' D2 L2 U2 B' U2 L2,47
B' F D R2 D' U2 F' B2 L' F' D' U L2 D B' U B D B2 U2 F' R',x2,B2 L2 D R,D' B' R2 U L2 U L' R2 B,R U2 F' R2 U2 L' B L' D2 B' D' L2 R',B' D' F D' B D' B2 L2 B D B D2 F',D' R' D L R B2 R2 B' R B R B2 L',52
U D2 R2 B2 R2 D B F2 L2 F2 D' R' F R U2 F2 D' U2 R U L F L' F' L,x2,D F' L2 F',U' R2 B' D2 R B2 F' U L',L2 R D L' R' F2 L D2 L2 R,U' L' U R' U' L U R,F R' D B F' R' U F' R U' B' F R D',45
R B' R D F2 U' B' U R F R' D2 R2 L' F R2 F R D' L2 F' U F2,x2,R B2 U B' D',R U2 F' D' L2 B' D R F,L F2 L' R2 F L F2 R F2 R2 D' L' F',U2 R F2 L' B2 L' D L2 F2 R2 U' R,F R' D B F' R' U F' R U' B' F R D',53
L R2 F R B L D B' D' F' L2 D R' U' D B' L F2 U' D B2,x2,U2 B L' B' R2,R' D' U' F D' R2 U L2 F2,D' R U2 R' U B F' R' B' U F R' D2,B' R2 B R2 F2 L' U' L U L' B L F2,B L' D' U B R' B' D U' L,50
D' R F2 R F' B U2 L2 R2 F U D B2 R2 F' D' R2 F2 R2 D2 F2 B2 D2 U' R',x2,R' D R B2,D B D R2 U' R2 B' L' D',U2 L2 B R2 B D' L2 U2 L R2 F' L' R' F',B' D' B U B' D B U',R D' R' D' U F D F' D U',45
L' F D B' D' F B' U' D' R2 D2 B' U' D2 F B2 R L' D F2 U2,x2,U' F L U,R2 F' D R2 U2 B' L' B' U2,L F2 D2 R F2 D' F2 D2 R' F L' R F2,L' U' L U B U' B' L' B U L,D' F D' F' D U' R D R' U,47
U' R2 L' D F' B' L' U2 R U R L' B U D2 R2 B' F2 R D2 R D' R2 D2 F,x2,D B' R U2 B',F2 R2 U B F' U L' U2 F',L R2 D2 F2 R' D F2 L2 U2 R' B U2 L,L' U2 F' D L' D' F U2 B R B L R',D R B' F D2 B F' R D',49
L U B2 L B' L' U' L' U2 B U' L R U2 L' B F D2 U' R U',x2,D B' F2 D2,R2 F2 L B D B' F2 R2,L' R B R2 U2 B U' B2 L2 R F D L',L' D B2 D' L U B' R2 B U',L2 U2 B U2 L2 D2 F D2,43
L2 R2 F2 L U' F' B' L2 U2 F R' F2 U2 B U L R' D U2 F U2 L B2 L2 R,x2,U B' D2 B',L2 U' B2 U B2 U B2 L',L F D' R F R' F2 D R F R F2 L',L F L R' D2 L' R F L',L2 U2 B U2 L2 D2 F D2,42
D2 R' B2 R U B2 U' B2 U2 F L' F U B R L2 F2 R' L' U' D2 L2 D2 R',x2,L D2 L U' B',D2 R2 F L2 R2 D L2 D2 L,R2 B' F D' R2 F' D B' L R' U2 F2 L',L D L D2 R' B R D B' L2,L2 U2 B U2 L2 D2 F D2,45
U D2 F' R2 D' L U' B F U2 L2 B' F2 L R' D B F' D' R F2 L' F,x2,F L' R' U,D' R D2 L' D2 R' D,B U' F' R' F' D' R2 B2 U' F2 L2 B' U B2,U B' D' R2 D U' B L' D' B D L,R D' R' D' U F D F' D U',47
