scramble,orientation,step_0,step_1,step_2,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,F2 L2 U2 R F' L' U2 R' F,F' L2 B R' B U B R' B U' L2 F D,B2 U F' U' B2 U2 B' U' F U B U2,34
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,B2 F2 L' F2 U' L D B R2,B2 R' D' B2 F R' F' L2 R F U' F2 L2,R' B' D B' D' R B' R' D B D' B2 R B',36
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,U2 R F L' B D' U' F R F2,F R2 B2 F2 D L U L' B2 D' F2 R F' R,F' U2 B' L2 B2 L B2 L B U2 F2 R' F' R,38
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,R B D L' B2 F D B' U2 L' R2,U' L2 U R B2 U B D' B U' R' D L2 R',U R2 B' U2 B2 U' B2 U' B2 U' B' R2 U',38
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,L2 F2 R' D' B2 D2 B' L' U' L U2,R' F R U' L2 R' D2 L2 R U R' F' R,B' D' R' D R D B D2 F D' F' D2,36
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,U F' R2 D2 L F' U' L,L' B R2 F R2 F' R2 B' L R' F R F',R2 B R F R F2 L' U2 L F R B' R',34
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,D B' R' U' R2 D' L F D2 L,R D' U2 R D' F D2 F' L F L' R' U2,D2 F D R2 F' R' F R' F' D R D' R' D,37
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,F2 U2 L2 D' F' L F2 U2 L',B2 D' B2 L2 B U R' B L2 F R' D R' F2,L B2 R B R2 B L F' U2 F L2,34
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,U2 F U' L F L2 F2 D2 F' L',U2 L' R' F2 D' F L2 F D L2 D' L' R U2,R U' R' B R2 B2 R B2 R' B' U B R2 B',38
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,D' B2 L' U' F' R' D' F2 L U',R B D' R2 U' R' U2 R B' U2 B R2 D R' U',B D B D' F R D R' D B' D2 B' F',38
