scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,L' B2 D L',F2 U' F U F2 R2,F2 R2 F2 U F2 R2 F2 U,F' L' R U2 B' L R' U F',B2 R' F D2 L D F L D' L2 D2 R U' B2,41
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,U' L2 B L F' L2,R F U R' U' R F',L R F L R U' B2 U L' R2 F' L',F' L2 R2 B2 D L R' B' L R' F',L F2 L D2 F2 L B L B U2 R2 B R' B,50
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,L' R D' B U2 R F2 D',U2 B' R' B R F' U F,L2 R B R' B' R2 B L U' L U2,B U2 L B D' B' U2 R' B' D,U' L' B U2 B2 U2 B' U L F U2 F',49
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,L2 R' U2 R' B2 D',R' B' U' B2 U' B U2 B,L' U2 B' R2 B U2 B' U2 B L,U B2 D2 L' F2 D2 B2 R' U,L' D' B D' F2 R' U F' U' F' D2 B',45
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,R2 U2 R2 B L' B2 F,D' U' B' F2 R B D R U,B' U' R2 D B' U' B2 D' U2 R' B U,L B L2 D2 U2 R2 D2 U2 B' L',D' F' D B' U2 B' D' F' U' F2 D R2 B2,51
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,D' B' F D' F2 D2 F2,R' D2 U2 R' F R D2,R2 B' R B U R' U' R,R2 B' D L' D' U B U' B R2,R' D2 B' U2 R' F R F U2 B D' L' D' R,46
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,F' R B U' B D2 L',U' L' B U L' R2 B' L2,U L' F' U F L B' R B U2,F' L' R U2 L2 R2 F L' R U' F',F' U' L2 F' R' F D' R2 B2 R2 D2 L2 F' R,50
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,F2 L B D' R2 F,D R2 F D' F' R2 D' U2,L' B2 R2 B2 R2 B' L R2 U' F' U F,B' R B F' U2 B' F R B,U F' L2 F2 R2 D2 B D2 B2 L2 B' R2 U2 F2 U,50
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,B2 U' F2 R' U2 B D L,F2 U2 R' F U2 F2 R,U' B' R U B2 D' F D B2 U' B,F' L' R U2 L R' F',D' U F L F' R F L2 U2 L F R' F D U',48
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,U' F2 L' U R D' F2,L' R' D' R' D L U2,L' R2 U' B2 R' U R' B2 U' B2 L,R B' D2 F2 U2 F2 D2 B' R',B2 L' U2 L' U' B L2 B2 R B U L2 U' B2 R',49
