scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,B2 D2 L U B' U2,R2 B2 R' B F2 U' F2 R',F D' R F2 R' D F',L D' B2 L' B2 L B L B D' F' D2 F,B D R' D' B D R' B' R' B R2 D' B2,47
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,D R2 B U',U2 L2 D F' R' D' R U2,F2 D' B2 U' B2 D F2,D2 L F U' F2 D F' U F R' B2 D' R F,B D' R' D2 F D' B' L' D L F' D',45
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,L2 F' D' L B2,F' U B2 R U F D' B2,L U R2 U' L' D' R2 D,F2 R2 B' U2 R B' R' U2 B D' R2 F2 L2 U' L2,B U B U' B2 U2 B F R B' R' F' U2,49
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,D2 L2 U' B',D B2 D2 R' U' B2 U,B2 U F2 U B2 D2 F2,F' R D' B D R2 D' R B2 F2 U2 B2 F' L2,B U F U' F' U2 L2 D' B' D L2 U2 B',45
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,D' L B F,D' B R D2 B D2 B2,F' L2 D' R' D L2 R F,D' B F' R2 B' D' F R' B' L B R,B U F U' F' U2 L2 D' B' D L2 U2 B',44
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,L' U' F',B2 R B' R2 D B2 R B,R' F L B' L' F' R,F L2 R' U2 L2 B R' U' R2 B L B2 F' D,F L U2 L2 D L' D' L2 F R2 B' R' B2 R' F2,47
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,U' B' U' F',F2 D' R B U' L2 F U' R',R D' B D R' B D' B',F L2 F' L' B' L D' L2 B L D U' L' U B,B F2 U2 L' U' L U' F2 D R' D' B',48
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,D B2 F,F L' D F U' F2,U R F' D F2 D' R' U',F L U' L2 U L F2 R' D' R' B' D' R2 F L,L' D2 F2 U' R U' R' U2 F2 D' L' D' L,45
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,L U' L',F2 L' F U B F R' B',F D B' L' B D' F',F D2 U' R2 B L' U2 R2 D B D' L B D B2 D,B F2 U2 L' U' L U' F2 D R' D' B',46
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,L D' B2 L',L' D2 L2 F D U' L F',U L D L' U',L D2 R F' R F U2 F2 U2 B' D' L' F D' F',F L U2 L2 D L' D' L2 F R2 B' R' B2 R' F2,47
