scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L2 R' D' L' B' D R' U' R' D' R D F R L2 D' R2 D' U' R' F2,x2,B L' U' B L2 U2 B,F' R B R2 B U B2 R',F' R2 U2 L' U' L2 F' L' U' R2,D2 U' R2 D' B U F2 U' B' D' U,R F2 D' F' R F' R2 D R D R' D',48
F D' R2 D L D2 U2 R' F' R2 U' F2 L2 B D R' U2 F' D R' F' U,x2,D B F U2 B2 L' U2,R' B F2 U F2 R B' F,B' F' R F U F2 U' R' B,F U F2 U2 F' R' F R2 U R2 F R,D' F2 R' F' R' F D' F' D F R2 F2 R' D,50
R' F' D2 L D' B2 F2 U D' F B D R2 U F' D R D2 L' R2 U2 D L',x2,B F' R' B2 U L',R B2 L F' L' B2 R',B' F D' B D' B' F' D B,D' U F U' B2 U F U' B2 D R2,D' R D R2 F D' F' R F D F' R,45
B' F' L U R F' B D B R D2 B' L D B D2 F' D' L2 R B U L R2,x2,L' U' F2 R B U,R2 F2 R' B2 F' U2 B2 R',D2 R2 D' B D R2 D' B' D',F' D2 F' D' R' D2 R D F2,D2 R B' U2 B R' D2 R B' U2 B R',44
R' L B' R' F' U R2 L2 B2 R' B D B2 D F' B2 L' D U R' L,x2,U2 B L' U' B' D' L2,B R U' F R2 B' R,B U' F' R2 F U B',D2 F' D2 F' D L D2 L' D F,B2 U F2 U L U L' U' F U2 B2 U F U',45
L2 B L' U2 B' D L D' U' R' U2 F L2 R2 D2 B2 R D F L2 F' L',x2,U2 L2 U' L' B' L R2,R2 B U' R B' R F',U' R D' U F' D,B L' R2 U L U2 R' U' R U2 R2 B',F D R B' F D2 B F' R D' F',43
B' U' L2 R B2 L2 U' B F' R F R D R2 L' D2 B' D' R2 L2 F',x2,B' U2 F2 U' F U2,B F R' U' R B' F2,F2 R D2 R' F2 R D2 R',F' D' F2 R' B' D2 B R F2 D F,D L2 U R' U2 L' B' U' B U2 R U' L' D',46
U F B D' U2 B L' B U L' B' R U2 B U' B2 U2 D2 F2 R' D2 U2 B,x2,L U L2 R U2 R',B F R2 U' F' R2 B',B L F2 L' R F' U2 R' B',D L' B2 F' L F' L' B2 F2 L D',R' B2 U' B' D' U' F L F L' F2 D U2 B',47
L R' F D' F' R' D' L' F D U F' U2 L2 D' F U' F' D2 U R' D' R2,x2,L U F2 D F L' R2 U2,F2 R F' R B2 U B2 R2,B' R F U F L F' L' U' R' B,D2 U' R' U' R D R' D' U2 F D2,B' R' B' L B2 R' B R' U' R2 B2 L' R B,52
R L2 F2 D L R F' D2 L' U2 L' U' B L' R F D' L2 D L F2,x2,L' B2 F2 R' B' D F2 U,B' L' B F' L' F L,R' F D' U' R' U F D F' R,F' L2 U L F L F' L2 U' L2 F,U' R' D' R D R B' L' F D F' L B R' U,51
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,L D' L2 D F U2,R' B2 U2 B' R' B' R2,B U' L F' R F L' U B',F U' B R U2 R F' R' U2 B' R' U,R' D2 R' D R' B2 L U' L U' F2 L2 B2 R,48
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,R B L R D2 B' U,U' F' L D L' R' U,B U' F2 R' F R2 F U B',F2 R' D' F' D R F D R D' F2,L2 R' F D' B D' F D B' D F' R F' L2,48
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,F L' F' R B2 L2,R' B2 U2 B' R U B U' B2,B' D B R' B R B2 D' B,L D L' D F D2 F D F2 D' F,D U L' F2 L' D U' F D2 U2 L2 B U2,48
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,D' F' L' R' D2 U2,D B' L' D' B F2,R2 F' D2 U F D2 U' F R2,F R F R2 D' R D' F' D2 R F' R',R2 B2 U' B' U B2 R' D B2 L U2 L' B' D',47
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,D2 U2 L R2 U2 F D',B F2 R F U' R B' R2 F2,R2 U F U' R' F' R F R2,F' L' U' F2 U F' R F' L F R',D' R D' L2 F2 L F L' F L2 D2 R',48
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,R' D R2 B F2 L',B U2 F R F2 U2 B' F',U B D' F' D R F R' B' U',D' L2 F2 D2 B D' B' D' F2 L2 D,F2 L D' L U2 B2 U' B' U B' U2 L2 D F2,49
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,R U L2 B' F' U',F R' F2 R' F2 R,B' L2 F' L D L B,L2 D2 B D2 F' D2 B' U2 R2 D2 U2,B2 U' B2 R B U' B U2 R' U' R' U R B2,44
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,L' U B F L D' U2,R B2 U' B2 R' F2,F' R F D' F D F' R',L' U' L' F D R2 D' F' L U L,U' R' D2 B2 U' B U B2 D R2 D R B' R U,47
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,L' D' F U2 L F U',R' B U' R2 F2 R B' R2,L B2 D' R' U R' U' L' R2 F D2,U B L' U' L U B L' B L B U',R' F R' U R' D' R2 F' R' F U' R D F' R,53
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,R D R B' F' D R' U',B2 L' B D2 L' D' L2 B,D B2 U L U' B2 D' F',L' U L' D' B' D L U' L2 F' L' F,R B2 L B' U2 F U R2 U' B' R B' F' L' B R',52
