scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,L' B2 L' D,D' B R D2 F' R2 D2 B2 F R2,U' R F' L U' L2 U B L' F' D F2 R' U,F2 D R2 D L U' B2 D U L' D U' R U,,42
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,U F D' B L D,B F2 U' L' U L2 B' F' R' F',R2 U' B2 U2 F U B2 F U B' L' B R2 U,F' D R D' L D2 B R' B' R' D2 L' F,B R' U' L' U L R B2 L2 B' L B L B,57
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,L D' B' U2 F D2,U' R' U B2 L' B2 D' F' D F,R B' U' L B' U2 R' U F U L2 U' L U2,R' F L' F' L R F2 L' F' L F2,,41
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,L B' L B2,L' F' U2 L B U2 L2 B' R' F' D,L R2 F2 D R' U2 L' B' D2 R' F U2 F L2,R F' D' F D R2 F U F' U' R,,40
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,F2 L' D2 F,D2 R2 D2 R F' R D2 R2,B F2 L' U2 L U R D2 F L2 F' D' U' R',F' D R' U' R B' D B' D' B2 D' R U R',,40
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,F2 R' D' L D',D R2 U2 F2 D2 F2 L' U2 L R D,U L2 U' B2 L2 B L' B L2 R' F' L R B2,L' U' F2 R2 F' U L U' R2 D2 R' D2 U F',,44
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,F2 D L D' F2,L2 B' D R' F D L' D2 U2 B,R' B L B' R B2 L' B U2 L B U2 B,D2 U B' D B' L' B2 L' B' L2 B L' D U',B R' U' L' U L R B2 L2 B' L B L B,56
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,R2 F D F' D2,R' B' L R2 F' R B R D',D' B R B2 R' D F2 R2 D2 B R F' R F',U2 R' U R' U' R2 B2 L' D' L B2 U2,B R' U' L' U L R B2 L2 B' L B L B,54
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,R U' B2 R2 D2,D' L D2 L2 B2 U' L F' D R',B R D2 B' L' D2 L B R' B2 R B2 D R',U B' R' F2 R2 B R F2 R U2 F R U,,42
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,D B2 R' D' F2,R F' U2 R2 F' R2 F L F' L',U L B R' D' U2 L2 F2 D R2 B U' R' B2,F2 L' U' B2 R U2 B' U B U R' B2 U L,B R' U' L' U L R B2 L2 B' L B L B,57
