scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,U B F R D',B2 F U2 R' B U' B F',D' B' U' B' D' R2 D U R D' R D2 B U2,L' D2 U' R2 F' R' D R' D2 F U L D',D F D' F2 D2 B F R F' R' B' D2 F,53
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,B U' R' D,U' R' F U B D' R' B' F',D2 U2 F' U2 R F R2 U F' D2 U B' L2 B,U R' D2 R D U' B' D2 B D',D F D' F2 D2 B F R F' R' B' D2 F,50
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,D F R',L' D F2 U2 B' D' B U2,L F2 D' R D2 R2 D' U' B' U F2 L',D2 R' D' F' R2 B' R F R' B R2 D',D F D' F2 D2 B F R F' R' B' D2 F,48
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,R' B F R2,U' R F U L' D2 L F',B' R B' D' B D' L' F2 L D R2 B D,F' D' B U2 F' U2 F R2 B' R2 D F,D F D' F2 D2 B F R F' R' B' D2 F,50
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,L' U' B' R' F,F' D F' L2 D2 F2 L,L2 B2 R' D' L' R B2 U L' U' F2 L' U,D2 U2 B' R B R U2 L D' F' D L' D2,,38
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,U2 L2 U' B',F' U2 F R2 U L U B,B' L2 B D2 F2 U' L' U L R2 F' D2 U,F' D' B U2 F' U2 F R2 B' R2 D F,,37
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,U2 R2 B R2,R B D' U' R F D B',L B' L' U2 L' B D2 F2 L' U L D2 L U',F2 D' F2 R2 F' R2 B R2 B' R2 F' D F2,D F D' F2 D2 B F R F' R' B' D2 F,52
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,R' D2 B R2 D,B F2 D2 R' F2 D B' L2 D',B2 U B L B2 D2 F L' F2 D2 R' B L',F2 R' D' U' B D L' B2 L' B U R B F2,D F D' F2 D2 B F R F' R' B' D2 F,54
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,R2 F L B2,F' D' B' F U2 L B,D2 U' R' F' R' D B U' B' U2 R' B' D L' B,D2 F D R B R U R2 U' B' D' F' R D2,,40
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,B' R' D' B F,D L F2 R' D' R D',B2 D' R2 U' B U' B U2 R2 B' R2 U' R' B' D,F2 L D B2 D' L D B2 D' L2 F2,D F D' F2 D2 B F R F' R' B' D2 F,51
