scramble,orientation,step_0,step_1,step_2,step_3,total_moves
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,U2 R U',L B' R' B2 L2 U B R D' L B,D' L2 B2 U2 F' D' B F' R B D2 F2 L2 D,D L B D2 B' L F L F' D' L' D' L' D,42
B R2 F2 R2 F' R2 U2 R L U2 B D2 L' D2 U' B R2 B' F' U2 L2 R D,x2,L U' B' L F2,D B F' L R F' D' R2 U2 B2 F2,U' F2 L2 F2 L F' L2 R2 B L B2 R2 U,D' B F2 R2 F' U F R2 B2 D B D' F2 D,43
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,B D' B' U2 B2 R2,D U B2 U' R F2 L2 F R' D2,D L R U' R2 B' D2 R D B F2 R2 D' B',D L F' L' D L' F' R F L2 R' F L' D2,44
F2 D2 F2 D2 R2 F2 B L' R' B R U F2 L F2 L' F L' R B D' B U2 R,x2,U L F2 U2,R2 F2 U2 F' R2 B2 L B' D2 B2 D',B2 L2 U' L2 B' U L' R B' D' L2 B' L' R',R' D' B R2 F' U F R2 B2 D B R,41
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,U B' D' F R,B' L F2 R2 U R F D R F,R' B2 R2 D2 R2 D2 R2 D2 B2 R,D' L' U' L D L' U L,33
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,B U F' U2,D B2 F D U L F D' L2 B F',D' L2 F' D B F' R' F D2 B' F D,D2 L' D2 L' D2 L2 D L' B' L B D,39
B' L2 B2 R' L' B D2 U B2 U2 F2 L2 D' R L2 B' D' B' D2 L' B F' D2 U' B',x2,R U L B F2,B L U' R D' B' L2 R F D R2 D,L2 D' B2 F' R2 D' B2 F2 U L2 F' D L2,L D' L D L2 B D' B' L B D B',42
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,R U' F R2 U,L D B F' U L' B' U L' R' D2,L D2 L' B D' B2 R' B R F2 R' U F2 L,D' L D L D F L' F' L' B D2 B' L' D',44
L2 D L' F' B D' R2 F2 D2 R' L' D2 U' R2 L F' L U L D B,x2,R' B2 U,L U L' D' B2 R2 D' U R2 U L U',U R2 D' L2 R2 U R' F L' R U' L' U',L2 B L D2 R2 U F U' L' R2 D' B' D L D2,43
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,L' F D F2,D' L' U' L2 D' U2 F R' B F' L B,D B D' R2 B' F D2 B2 F2 R B2 F D',D L' D2 F U L U' F2 D2 L' D' L F L D2,44
L2 F U D2 R L2 U B2 R2 D' L' F2 D' L' U2 D2 R' L F' B',x2,F D R2 B' R2,L F' D L' B' F' D F2 L U L',B D B L2 D B' F L' U2 F' D' B',D F' D F D' B' L2 B2 D' F' D B' F,41
D B' L' F L2 D' F2 B' D B' D' F R' B F D2 L U F2 D',x2,L B F R2,D2 U R2 F2 L R' B R' D' L' B2,U B2 L2 U L R' F' L R B2 U',L' U' L D' L' U L D,34
D B D F' L D' B2 R2 B D2 U2 R L' F2 L2 R D2 F' L B' R' D2 B' R2 L,x2,B U' L D2 R2,D' R2 U' F2 L' F U2 R' D2 R' B2,D B2 R2 B R' B' F D F U F2 R2 B2,D F' D F D' B' L2 B2 D' F' D B' F,42
U F' B' L' D' F R' L' D R' F U D2 B L' U L B D F L,x2,R D L' D2 F2,D2 B2 U F R' U' B U B F' L,B2 R2 D' L2 D L R' B' D2 L R D' R2,L2 B L2 B' U L2 F' L2 F U2 B' U B,42
F' L R2 B D2 U L R' B2 L' F' D2 F' U L' B2 U' L D' B F' D2 B D' B',x2,R B F2 U F,D2 U B U' L' B' L B L2,F2 R2 F D F L2 F' D' F' L R2 U2 L' F2,R U' F2 U R' U' R F2 R' U,38
F' U D2 B2 D' R2 L2 U F R' L F2 B' D2 L D' B' R2 D F2,x2,D' R F' U,U2 B D R D2 U B' U' B2 L2 R' D2,L2 D2 F2 R U L' R B' L F2 D2 L2 B2,D' L D2 L' F' D2 B' F2 L F' L2 B D',42
U B' U2 L D R2 B' D F' R' B' L B' L2 U2 F D L2 F U F' D' R2,x2,F2 R B U2,B D R F D2 L F2 L' D F R' D2,B F' L2 D' R D' U F' D2 U' B' F U2,L2 B L2 B' U L2 F' L2 F U2 B' U B,42
R U2 F2 D F R2 F B' R D F D2 F2 L U2 D' F2 U2 B F' D U F B2 R',x2,R' D L' F,D' R D F R2 U2 B2 F' R U B,U2 F' U F U B' U' R2 F' R2 B L F U,B' F2 U F' U' B2 L2 B' U' F U F' U F',43
D R' D2 U2 B U F U D2 L F2 U2 F2 L R2 D L D F' L2 U2,x2,U2 B U R',L F' U F L2 U' L2 U' F D' B2 L',L2 D B L' F2 D2 B' F' U' F2 L2 F D' L2,D' B D' R B2 U' F' U B2 R' D2 B2 L B L2,45
U F R2 B F2 U2 F' U L B U' D2 F' R2 B' U' F R2 F' U2 L' B',x2,F2 L D' U F2,D B2 D L2 D R' B2 U2 B R B,D2 F L2 R D U' F2 L' D' U B R' F' D2,D L' D2 F U L U' F2 D2 L' D' L F L D2,45
