scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,L' R' F U F,D L' F2 L D' U',F D2 B L' F L F2 R2 B',B' L' F' D' L' D2 L' B' F U L' U B2,R2 D' B F' R U2 R' B' F D,43
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,U2 L' B' D2 L',D2 L2 U L' F2 L' D U2,L' R B R F2 R' D' L2 R' B2 U' L',D2 B U2 F' R2 F U2 B',R2 B F' U2 B' F,39
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,D' F L' B2 L,B' R B F R' F' D R D2,U' B R' F L U2 L2 U2 F' U' R U B',B' L' B L B' F' L2 B L B2 F U2 B2,R2 B F' U2 B' F,46
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,F' L' D F2 L',D' F2 R' F' R D U2 F2,R2 B' U B' U' B L' B' L' R D2 L2 R,L' D U' F2 R' D R F2 U2 L' D' L U',R2 D' B F' R U2 R' B' F D,49
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,L' F2 R' F2 R2,F R2 U R2 U' F' U2,R' D2 B2 D L B' L2 B2 D L B R D',L F' D2 L2 D' L2 B D' B' L2 D L2 F L',R2 B F' U2 B' F,45
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,L' U' R B2 L2 F',L D2 B D2 F' L2 B' L,B D' R2 D' F R2 D2 R2 D' F' R2 B',L' D' R' B2 D2 L D2 B2 R B R D B',L B F' D R2 D' B' F L D2 L2,50
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,B' R D U' L' R2,L' D2 F2 D2 L U',R F L B L B' L2 B L' B' F' R',B U L F R F2 L' B' D' L' F' R' F2 L,L B' F U' R2 U B F' L' U2,48
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,B R' D' U' L,B2 F' U F2 D' F' U' B2,B2 F2 R B L' D2 F L D2 R' F2,F L2 B U' R' U R B U B' F' D2 B',F2 D' B' F L' B2 U2 B2 L B F' D F2 R2,51
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,L2 D B' L D,L F D B2 R' D' B2 L',B D R' B' D R' U R2 D2 U' B' D R,B' U L U' B' L' U' B2 D' R D' R' D2,U2 L B' F U' R2 U B F' L',49
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,F' L' D B2 F' L,D F' U F2 D F' D2 U',L R' U' L' U' B U2 R2 B2 F L' R2 F' R,F2 R' D R F' U' B R' B' U F',D' B F' R U2 R' B' F D R2,49
F2 L2 D U R2 B' D' R' L2 U2 L' F2 B2 U' L' F2 B' R' F2 U B L R B2 R2,x2,B' D L F2 D',D' R2 U' L' B L R2 D U',B' L R2 B L' F L F2 U2 F,F L2 F' D' F R2 F' D B D2 U2 B',U2 L B' F U' R2 U B F' L',46
F B2 D' L' F2 B2 U' B L B' D F' R2 B D L U2 L2 U F' L2 F' R,x2,D' B' R2 F D,F L' F' U F2 L F2 D,L B L' B' D2 B2 D R B' R' D' B' D2,F' L D B' U' L2 U B2 D' B' L' F,,38
