scramble,orientation,step_0,step_1,step_2,total_moves
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,U' L D2 R2 B' U' B2 L' B L',D2 R F' R2 F R' D' R2 D',F2 L R' D L' D' L' R B D B' F2,31
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,U2 L D' R U2 F' D' F' R' B2,U2 R F L' F' R' B D2 B' D' U2,F U2 R U B U F2 L F2 U B' U' R' F',35
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,L2 B D' R2 B' R2 B' L F R D,L' B U2 F' D R B' D2 F2 R2 F',B R2 B2 F' U' B2 F R2 B' F' L' F' D F2,36
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,L2 F' D' U2 L2 B R' D F2,L F L D F2 D B F R2 B' L2,L' U2 B2 R2 B' R2 D2 B' U2 L2 F2 L D' F L2,35
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,B2 U' F R' D2 R' B2 F2 D2 U',R B' L2 R2 F' L' B R U2 L' D',B2 U2 F U R2 F' U2 B2 L2 B2 U' B2 F' D2 L' F,37
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,L' B U2 B' D2 L2 D F D' U2,D2 R F' R2 D' L B D B' L' R,U F2 D' F2 L' B' L U2 F' D' B2 D F U2 B U',37
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,R F U L2 D' R' F L' B' U',U2 F L' B' L2 B2 F' D2 B' D' U2,B2 R2 U2 B' R F R D' F D F' R D' B' D' F',37
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,L U' R2 U2 F2 U2 L2 B' F2 U',B R2 B D R' D' B2 F D2 F' D2,F' L D L F R2 B2 R' U' R U' B L2 U2 B R2,37
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,L' F L2 R B U L2 R D R2,B2 L2 B2 U2 F L' F R2 F2 U2,F' L B F D' L F' R2 F L' D B2 U' B' U2 B2,36
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,D2 L D' B2 U' B' R' B' U L2,U L' D2 R2 U2 R2 B D' B' D' L' U',B2 U2 B U L2 B' U B U B L F' D2 L' F L,38
