scramble,orientation,step_0,step_1,step_2,total_moves
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,L' F' R' D' B R' U2 L2,D2 L' B2 U L D' R' D B2 D L' D U2,U2 L' B2 D2 L R B R B L U2 L' U2 R,35
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,B' F' L' D F L' U B2,D B F R2 B2 F' L R U' L' R D' R,F' U F' R' U' F' U R F U' F' U F2 U',35
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,F2 R D U F' R' B U' L',L R' U' L B2 F D' R B2 L2 F2 R U' F2,F2 L2 D R' B R B D L B' L' D2 L2 F2,37
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,F' R' D L' B' F2 R',R F2 D2 B' L' D U L' D F2 R' U R2,F2 R F' L' U2 R2 B' R' B L R2,31
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,D' B' U' F' R D2,F2 U2 F2 U' F2 U B U2 F2 L U L' B',R2 B2 L2 D L D' L' D2 L2 B R' B R' U2,33
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,F' L2 D F2 U' L' B2 R,U' R2 U' R F' R D2 L2 D' B2 D' F,L2 B' U' L2 D L' F U' F' L F2 R D' F',34
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,U2 L2 D' U2 R B' L,R2 D F R2 D' R' F D F2 R2 B' D',U' F2 R U' R' F U' R U2 R' F U' F U2,33
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,L' D2 B U F' D B L2,R' F L2 B U B2 R' D F' U' R2 B F' U',F' U B D' F L2 F2 L2 F' D B' U F,35
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,D' R2 F' L' D F2 L' D2,R B2 R2 D2 L D' U2 R2 D U2 R' B2 U' L',F R F D' L' U' L R' F R F' D F' R',36
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,U' F' L D' R' U' L' F,B' R B R' U F' U' F D' L U L' D,U2 L2 D2 B2 L2 R U L2 R B' D' B' D' L2 F2,36
