scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,B' U2 F L' R D L2,F2 D R' B2 R B D2 B2 D F2,D' R2 B' L' B2 L B' R2 D,L' U' F R B2 D' B U B' D B2 R' F' U,,40
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,F D B' L2 R U' B,R B' L2 U' R' D2 U' F' L2 D2 R,R' U' L2 U R U B L' B' U' L2,F2 D2 R' B U' B2 U B R D B D F2,,42
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,B' F' L' F2 D2 L',D U' B' D2 B' U' B2 U B2 D,B' D' B' U2 R B R' D U' B' U' B2,F2 L' D' L2 B2 L' B' L B L' B D F2,,41
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,D U2 F2 L' D B D2,B2 L D B D' U B U2 L' U,L B U L2 U' B' U L' U' L2,U L F U' F' L2 U' L2 B U L U' B',L U' L' D' B2 U B U B' U2 B2 D U,53
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,L U2 F L B2 U R',L2 U' L2 B' R2 U' R2 U B U,L' U F L U L' U' F' L U' L,U B' U2 B F2 L2 F U' F' L F2 R U2 R',L U' L' D' B2 U B U B' U2 B2 D U,55
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,R' U' L' U' F' D' B2 R2,L2 D U' L2 U L' D L D2 B2,F R' D' L R F2 L' D F2 L2 D' F,R' B D2 B' R U2 R' B D2 B' R U2,L U' L' D' B2 U B U B' U2 B2 D U,55
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,F' L B' D L' B2 R2,D B D' L' B' D' B2 D L B',U B U B2 L2 U' L' B2 L U' L2 B U2,R F U R2 U' F D B2 D B D2 F2 R',L U' L' D' B2 U B U B' U2 B2 D U,56
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,F' D F' R' B' F R2,B2 R' D' B D U' B U' R' U R2,D' R2 U B2 U' B2 R2 D,L' R U F2 D F D' F2 U F' U2 L R',L U' L' D' B2 U B U B' U2 B2 D U,52
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,U B U' L R2 U2 B,L U L2 D B2 L U2 L' D' L U,B' D' B' U2 B R B2 R' D U' B' U' B2,D2 L' F D2 F' L B' U B2 R2 B2 U' B D2,,45
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,R' B2 L' B' U,L' F2 L' B2 D2 L2 B2 L' F2 L',B2 L F' D L D2 L' D F L' B2,L R U L' R' F2 D F' D R' B D' R D' F',,41
F B2 D' L' F2 B2 U' B L B' D F' R2 B D L U2 L2 U F' L2 F' R,x2,L' D' R' U' B F,U L B2 D' R D L' B2 R' U',D' R2 U' B2 U2 B U B U R2 D,B L' B L2 F' L B' L' B F L2 B2,L U' L' D' B2 U B U B' U2 B2 D U,52
R2 D2 U F L B2 U' B D2 B' F2 R2 L D2 U' F2 L2 R2 F B' L' B D2 U,x2,D U L' F' D B R2,R F2 U' L U L F2 R2 U R,F L' R2 D B D' L R2 F' U',R B' U2 B R' B' R U2 R' B,,37
D2 B2 F2 L2 F2 L F' R2 L2 U2 F' R' F' L' D' F U' D2 L' D' L2 D2 B F,x2,U' B2 U2 L U' B F' R',R B2 D' L R F U F2 L' R2 D U,U2 B' L2 U2 R' F' U' F L2 R B U2,R' U2 R U2 B U2 F' L B L2 B2 F,,44
U2 L F' L F' B2 R U' F' B2 R' D U' L U D F' U F' D U' F' D' U',x2,R' B' F2 U F' U R',L' R' B' L2 U' L' U2 B2 R B',D R2 B L' B' L2 R' U L' U' R' D',U2 R' B D2 B' R U2 R' B D2 B' R,,41
U2 L B D' B' U R2 B2 F' R U D2 F L2 B' L R B' F' D' L R',x2,D' R2 D2 B' R D' L2,F' D' F R' B2 L B' U B2 U2 L R,D L U' R' F R U L' D',F2 D F' R' U R2 U' R' F D2 B D F2,,41
B F' U2 L F' R' U' B' R2 U2 F2 B U R' F' B2 D F U R U' L D' B',x2,D' U2 L F2 U' L B,U R B2 R2 U B U' B2 U2 R U,U L2 U' L' D' R U2 B' U2 B R' D L',R B2 D2 F U B' L2 B U' F2 D B2 F R',,45
B2 R' F2 R D2 B2 R U' F2 L2 U' D2 B' D' L2 U F U' D' F D' U' R2 D R2,x2,B2 U R D2 B' U B2,F R2 B2 L2 D2 F' R B2 D2 B' R2 D2,D L F U' F U R U L' U2 R' D',L2 D' L U2 L' D L U2 L,L U' L' D' B2 U B U B' U2 B2 D U,53
R2 U2 F L' B L' B' U2 F2 U2 D F D R' L U B D2 B' U',x2,R2 D B' D B L' R2,F2 U2 L' R2 F D2 B2 U2 L2 D2 R',R B2 L R' U2 F' D2 F' D2 F2 L',R B' L' U R2 D' F2 D R U' L R B R',L U' L' D' B2 U B U B' U2 B2 D U,56
B F' D2 F' R B' F L B L' D2 L2 B' L' B F' R2 B U2 F2 D U,x2,F' R' F' L2 D' U' L',L' D2 R' U R' U' L' U' R2 D2 L2,B' U' L2 U B' U2 B U' L U' L B L2,R F' D' U R B R' B' U' B D F R',L U' L' D' B2 U B U B' U2 B2 D U,57
