scramble,orientation,step_0,step_1,step_2,total_moves
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,R2 F L' U' R' B' D' R' B L',U B' D2 B F2 D2 F2 U' F' D' R2 D F,F2 L2 B F D F' D' B' L2 F L F L',36
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,D U' R U2 R2 B R2 F L',D' B2 U2 B D2 B U' B2 D F' R2 F D2 U' B',L R B L2 D2 R F R' D2 L B' R',36
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,R' B U2 L2 R D B' U',R U B' F2 D R2 U' R F2 R F2 D' U B R',R U' F' L2 F U' R' F D F D2 L D F2,37
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,F' R' D2 U' L D B' F' D',B2 D B2 U' R D2 U2 R D U2 L2 D L2 R' U,U' L U2 L2 D' U' B' U B D L2 U' L',37
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,B2 R F' L D2 B U',L2 D2 U F U F R2 U2 L2 D2 B U' B R2 U,U2 L2 F R' F R F2 L2 U' L U' L',34
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,B2 R' B2 F U' B2 F D U2 B',U' L2 F2 D2 B U2 R2 D F2 D' B' L2 U B' D2,F2 D' L' D2 F' D' F' R U F' L2 F U R',39
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,R D F L R D U2 L2 R',F2 D' B2 F R2 U F U B2 U' B R2 D2 B',L F U R U R' U2 F2 D' B L' B' D F L',38
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,D' L' B U R2 B L2 U R U',R' D2 R' U R2 D B2 L2 R' D L2 R D2 B2 D',L' F' D' F' D2 R2 U' B' U R2 D' F2 L,38
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,L' R D B L R U F' R',D2 L2 U' B U2 F' D' R2 D' B' F2 U2 R2 U' F',F2 D' L' D2 F' D' F' R U F' L2 F U R',38
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,L2 F D B' F L' U' L2 R,U2 B F2 U2 L' B2 R F2 R' D2 B F2 L F2 L',B D U2 B' U' B U' L F' L F L2 D' B',38
