scramble,orientation,step_0,step_1,step_2,total_moves
F L' F2 D' R' F B' L B2 U' L2 B' R2 L2 D F' R' D2 B2 U' L U D2,x2,U' L' U F' L' R' F L2 U L2,L' U2 L2 R' D F D2 F L R' D L2 R2 U',B' U' L2 U B F2 D R' B D2 B' R D' F2,38
L' U' F' U D2 F' D U R L' B D R' U F' R2 B2 L' U D' B2 F2 D' B2,x2,F' R D2 U2 L B F' R U2 B2,F' U' F' R' F' L F2 L R' B' L2 R2 F' U' F',L D L' D2 L2 D U B D' B' U' L2 D,38
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,F L' R F2 U F2 D' B' R2 D2 U,F2 L2 D' B2 R' U R B2 L2 D F U' F U,F' R' F' R2 U2 F' L2 B' L' F R' F2 L',38
R2 U2 F2 D2 R' B' D' B2 R' B' L' B R L F2 L B2 R' D2 U R2 U' B' D2,x2,L2 D' B2 F2 L2 B' R' B2 D,D' U F' D2 U B D B' D U' F U' L2 D,F2 D R' B D2 B' R D' B' F2 U' L2 U B,37
D F2 U2 F2 B L2 D2 U R2 F R B L' B2 U2 D2 F2 R' B' R2 F2 R2 F' U',x2,R' U2 B L2 R D2 L2 F L2 U',R D2 B2 F2 U' R B' R B' U2 L2 R2 B2 U2 R,L U' R2 B2 U' B' U B' R2 F D' F' U L',39
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,U' L' D U' F' L' D' R' B R,F2 R2 B2 L2 D' B F2 R2 B2 L2 D2 B' D2 B' U',U F' R2 F U' L2 U F' R2 F U' L2,37
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,F2 L2 R2 U B' U2 F2 U2 R2 B',U L' R2 B R2 F' U2 F R U L R2 F2 R F',L2 B L U B U' L' B' L U' L U,37
R2 D' F' R L2 F' R' U2 F D2 L R' F2 U2 L B' R2 B F' L' F L R2 U' B,x2,D R B' U F' L D U R D,F' L F L2 R B2 D' U R' U2 R D B2 L R',L D L' D2 L2 D U B D' B' U' L2 D,38
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,D' B2 F D2 L' R U' B2 L' U2,U2 F' L2 F' L' U L U2 L2 F U2 L' F L' F2,B' U' L2 U B F2 D R' B D2 B' R D' F2,39
F R U2 D' F2 D2 F U R2 D' U' R B2 R2 D2 R2 B D' U L' F R' U' D2,x2,F' U2 L2 R B2 D B2 U' B R2,B2 U B2 D2 R B U2 R' B U' B2 D2 B U B' F2,L2 B L U B U' L' B' L U' L U,38
R2 B U' B' D L R D2 L U B' U R' F' L' F' U L' R2 B' U B U,x2,B2 D L2 D' B U2 B2 L2 R U,F2 R' U L' U' R U L2 F2 L' F2 U' F,B' U' L2 U B F2 D R' B D2 B' R D' F2,37
U2 B2 R' F2 U2 L2 R U' F2 D2 U2 L' R2 F2 B2 R F2 R' B' R,x2,U R2 D' R2 B2 R D U B2 R,F L R2 D L R D L' F L' F R,F' R' F' R2 U2 F' L2 B' L' F R' F2 L',35
F2 U F2 D2 L' U' F' B' L D L2 B2 F2 R L D2 B R2 U' D' L U,x2,B2 L2 U2 L2 F' D2 U' B2 L2,L R2 F' R2 D' F2 L' U' F' R F' R F2 U,B' U' L2 U B F2 D R' B D2 B' R D' F2,37
B2 R2 B F R F R' F' U' D2 B' F' L2 R U' B' L2 R' D2 B' U2 F',x2,B' D U F R2 B U2 L' D',L F U R' D' L B D' B' L' R U' F L',B' U' L2 U B F2 D R' B D2 B' R D' F2,37
L B2 U B' U' L B' R B2 U2 F U' B F2 D2 L' R B L2 D2 R B2,x2,L2 F U' B' U2 L U2 F2 D2,U L' R' B2 L2 R' F' R2 F L' U2 R2 F2 U,F2 D R' B D2 B' R D' B' F2 U' L2 U B,37
R2 B2 R' B' L D' R2 U2 R2 U B' R U F L' U' D2 L' F L2,x2,D2 R' B F R2 F2 D' B' R' U L',R' D F2 D2 F U' F D' F' L D' L' U F R,L D L' D2 L2 D U B D' B' U' L2 D,39
R2 D R F L B' L2 R D U2 F' R D L' U2 B2 R2 F2 U2 L' R2 D' F2 B2 R,x2,R F' U' F2 D2 R B2 D' B D,R2 B' R2 B F2 R' D2 L2 D2 R B' F' L2 F L2,L2 U F' R2 F U' L2 U F' R2 F U',37
U' D2 R2 D' R' F' D' L B F L' R F' R2 B' R' F2 D L' R U' F,x2,R' D2 U' F' D U2 L' D2 B2 L',F L' B' U' B2 L F' L' B' U' R2 B' R2 U L,F2 D R' B D2 B' R D' B' F2 U' L2 U B,39
U L2 U D' R' D2 U F' D2 L B L B2 L' D L' D R' U2 F2 U' F',x2,L2 U2 B R B L B2 U F D,U' B F' L' B' U L R U' B U' R B2 R2 U,L2 U F' R2 F U' L2 U F' R2 F U',37
L F' D2 B D' U2 R' F2 D U2 F R' B2 R' F2 R2 D2 U R U' L2 D2 F2 D2 U,x2,R' F R2 U2 F' L D' U2 L2 B',F2 U F2 L' U' L D2 B U2 B' D' F R2 F' D' F',,26
