scramble,orientation,step_0,step_1,step_2,step_3,total_moves
B' U B2 R' D L' R' U2 L U L U2 B2 D' F D B F L' R2 U R' L2,x2,D' B F2,D2 L D2 L' U' F2 U,R' B' L2 B R F R' U' R B2 D' L2 B' R',F2 D2 U L D U' R2 U2 R2 F D2 L2 D' F2,38
F U' L' U' F R2 D2 U L' B' D' L2 D R' D2 F' L F' D2 R2 L2 F2 R2 L2 B,x2,D' B2 R',F' D2 F L' D' L,U R' U' B F R' B F D U' L F2 R B2,L B2 U2 B R B' F D' F R U2 B2 D2,36
L' F' B R L' D2 B' R B' U2 R D L' R D U B' R' L F D L2 D' F',x2,R D B U2,B2 U B2 U' L,L2 U2 R D F2 U L D' B' U B2 U L2 R',F R' F' D2 L2 U2 B' L2 D2 R' F',34
L' U2 R2 U2 F R F' L' D2 R2 U' B' R2 U2 B L D B' F2 D R U',x2,D' B' R' B2,F U F' L2 D2 L D2,D2 R D' F' L' D2 L2 R F U L' F R2,D B' F2 D L2 B D' U R' B2 U' B F2 D',38
B' L' B D B' R' L2 F2 U2 L R' B2 U L' D2 L' D2 F2 D R' F R' U' D F2,x2,B R U R,U B2 R' F' U2 B2 L' F,F L F2 U' B' L' D F R' D2 F D B F,B2 F2 D F D F D' F2 U' R' D' R' U B2,40
F' L R B R L B F' D' U L' D B' F' U2 B2 U B2 U' F,x2,R' U2,L' D L' D2 F L2 F',R2 D2 F' D' B2 D F' U' F2 L' R2 F U2 L' F,L R2 F2 U' F2 R2 B F L' B' F' L',36
U' F2 D B2 R' D2 F B2 R L D2 F' U B R' L2 D' F' B2 U R2,x2,U' F,L2 D2 B' D B D' B L',R2 F2 L2 R' B2 U2 F' L F2 U R2 D R2,D' F U F2 L U L' U F2 D' U' L2 D2 F',37
L2 B2 U' B L' B2 R' B L' B' F U F2 L' F L' U2 L2 B F,x2,R U2 F,D2 F D B2 U' F D2 B2,B U B L' U L R' D2 L2 U2 R' B' U L2,U2 R' D R2 U' R' B' D2 U F2 D F R2 U2,39
L' F2 U' F2 U' L2 D2 F R2 L2 B' F' L' D' B U' F' R' U F' L2 R2 B,x2,U B',U2 L2 D' B2 U2 R U' B2,F R B2 L B R B2 D B L D2 R2 U L,B' D L2 D U' B L D2 U2 R' B2 F' U' B,38
L2 F D B' U F2 D' R U F' D' L2 R' D B2 L' R' F U' B2 U2,x2,R' U F,F D L U' F2 D' F',D R F2 L' D U2 B2 U R' B' U' R2 D' U2 L',B' D' U2 F D U' R' D' F2 D U' R2 B,38
