scramble,orientation,step_0,step_1,step_2,total_moves
U' D2 L2 R2 F2 L U' D2 F B2 R2 U F' U2 F2 U' R D2 B' F' R' F2 R',x2,D F' D L' B2 U F2 D F' D',R2 D2 L' R F' L' F2 L' B' U' L' B R,U2 R' B D2 B' R U2 R' B D2 B' R,35
F L2 U2 F B' R L F' U B F2 U2 L B' R' B' U2 B' F U',x2,F2 R D B U2 F2 R F D2 U2,B' R2 B2 D' B' R D' R' B' L R2 B L',L' U2 B D B' U2 L U' R' U2 B' U2 R U,37
F R B R U D R' B L R' B2 R U' D' R2 F B' R B2 U' R L B' D2 B',x2,D' F' D2 F2 R2 U F D2 L' D2,B2 L U' R2 B2 U B U B U2 L' R2,F2 L' F' L' F L2 B R D' R' F2 D' B' D,36
F2 R' U D2 R B F2 L' B2 F2 D' B2 F' U2 L F2 D2 B2 R2 L B2 L2 U2,x2,L B L2 U B2 U R' B2 D2,R' B' L U B L2 F' R D F2 R' F2 D' L,L2 F' L F2 R' F L' F' L2 D2 R,34
F2 U' F' D F2 R2 F L' R' F2 R B R D2 U' R2 L B2 L' F L' B2,x2,L' R F2 R B D' B2 L F' L',F2 L' R D L D2 R' U L U B L' U2 F2,U' L' R B D B' L R' U B',34
L R B2 L2 R D F' L' D2 L2 F R' L' F' R B' U2 D L2 U' R2 B2 D,x2,U L F U' B' U' F' L' R2 F2,D2 B2 L D' R2 F2 D' U L' R2 B2 D2 U2 L,D' B2 R B' R' B2 U2 F' L' F U2 B D,37
R2 F U L R2 F D U2 F2 U' F2 R2 L B2 D2 F B D' R F2 R2 L2 B U',x2,R' D' L D R2 B L U' L2 D',L2 U2 L U' R' U R' F' L D' B2 D2 B2 R2,L B' U R' F2 U F R' F R2 B L U' L2,38
R B U2 B' R2 L B' R2 B2 D' U' R2 B2 D2 U R2 D' U2 B U,x2,L' R2 D' B2 L D2 L' D' B2 R,F L B' U L' F2 D' B2 R D' F D2 B',L U L' U B' R B L' D B R' B' L U2,37
B2 D2 B' U F B' D2 R2 U' D2 R' F' U' L2 R B' L2 B2 D F U' F D' B' F2,x2,L2 R D' B F L B D' L F2,L' D2 R D' R2 F' R D2 F2 D R' F2 L D,L U' R2 D' F' R' B R B' F D' R2 U L' F,39
F2 U' R2 D' R F' B2 U2 L B' F' L' F' R' B2 U' B R' F2 D R2 F2 D2 B2 L,x2,R' B2 L2 F' L' B' D R F2 L',D' L2 F2 D R B' F D L2 B F D L2,L' B' L2 F' L2 B D L D' U2 R' D R' B' R2 U2,39
