scramble,orientation,step_0,step_1,step_2,total_moves
D' U2 B2 L2 B L2 B F' R L' U F2 B2 L2 U L U L' R' B2 R' D2,x2,R2 U2 R U B2 R2 U' L2 R2,U2 R2 B U R' U' B2 F D L R2 B F',R2 F' D F L2 D2 L2 U' F D' F2 U R2,35
B2 F2 L2 U2 L' U' R2 U' F2 L F' R2 F' B L2 U L' D2 B2 L2 D',x2,D2 F D' B2 R F2 L F' D' R',B' U2 L R B L U2 R' D' L' D F' L' B,U' R U B' R' F R' D' R2 B R' F',36
B2 R' U' L F U' R U' L' B' L' R F2 B' R U' D L' B' R L D' L',x2,B D' R2 F2 L F D' B' D',L2 B2 U2 B2 R' F' R F L2 D2 R2 F2 D2,F' U' B U F2 U2 L2 B L B' L' B' U2 F',36
L' U D2 R' L' F R2 F R2 F' D2 L2 D2 U2 L2 F2 U' B2 R' L' D' F2 U',x2,F2 R' U2 B2 U2 L2 F2 U L F',B2 L' B' D B' R F R2 B D' U' F U' B',F U L' F U' R U' R' U2 F2 L F U' F',38
F R B2 L' B2 L' D' B2 U2 F' L' U R' L F B2 D' L B' L2 B2 D2 U R F',x2,D L R B D2 B2 R' U L F2,B U' L2 U2 F' U L' B' R2 F2 R2 U2 F,L' R' U R' U' R2 B2 L' D' L B2 L,35
F2 D2 L R B' F R2 F' B D2 U' L B' F' U' R2 B R2 F' B2 L',x2,F2 U2 R U' R2 B D2 U' R,U L' B' D' B2 D L' F2 L2 U2 B' U F' L',R F R F' U2 B L' B' U2 F2 R' F2 R',36
L2 D L F B2 D B2 U F' L' U2 L' F R2 F2 R2 D' L2 U' R L' U R F2,x2,F2 L' R2 F L' R2 B D2 R' D,U' F D' F2 U' F' D F R2 U2,F' R B' F U L' R F' L R' U' B,32
B F R2 B2 U F B2 L' U D2 L' U R D2 R' U2 D' F B2 D2 B L' F' R2 L2,x2,L2 U F L B2 U2 L2 R2 U,U B2 D2 B R2 B' D' B2 U' B2 L2 D2 B2,D' B F R B' R' F2 D2 R D R' D F D,36
U2 D L' R2 U' R D2 F2 D' R2 D2 R2 U' R D' R' B R2 D F B D',x2,D' R B' L' F2 L U F' R' B',U2 F' U2 F' L2 R' D' L2 U L2 D L2 R F,D L' B U' B' L F2 R D R D' F2 D',37
L' F' L B2 R2 F' D2 R' D' B2 L F L' U D L' D2 L F R' D,x2,F D2 L2 F2 R F L2 U2 L',L F' D' U L2 B' F' L' B' F' D L U' R2 F',F2 R' F D2 B' L B' L' B2 D2 F,35
