scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
R' F' D2 L D' B2 F2 U D' F B D R2 U F' D R D2 L' R2 U2 D L',x2,R B' F2 R' U,U B L2 B' U' F L',D' B' R' B2 F L B' L2 F' R D B D2,L2 B R F D' F' R' B' L' D L',,36
R' L B' R' F' U R2 L2 B2 R' B D B2 D F' B2 L' D U R' L,x2,D F L R B,D L' R' B U2 B' L D',L B' D L2 U L D' B' U2 L' R2 D' R2 U',B F' U R' U' B' F R D R',R F' D2 F R' U2 R F' D2 F R' U2,49
R L2 F2 D L R F' D2 L' U2 L' U' B L' R F D' L2 D L F2,x2,L' U2 B U' R,D' F' D U' R U L2,B D B2 L R2 D2 L R2 D L U2 L U2 B,R B2 U2 F U F2 U B L B R' B' L B,,40
L2 R' D' L' B' D R' U' R' D' R D F R L2 D' R2 D' U' R' F2,x2,B U' B' U2 B',B D2 B' L F' L2 F2,B' U' B D' U B2 U B' L U' L' B2 D U',B' L' B R B' L' B' U' F2 U' F' U2 B2 R',,40
B' F' L U R F' B D B R D2 B' L D B D2 F' D' L2 R B U L R2,x2,L D' F2 R',B' U2 F R2 U' R2 B L2,R' D U B2 L D' L2 F2 L' U' R' D L F2 L2,B U B2 U' L2 B2 D' L2 D B2 D' L2 B',,40
U F B D' U2 B L' B U L' B' R U2 B U' B2 U2 D2 F2 R' D2 U2 B,x2,F2 L D2 B U',L F' U F2 L2 U' F2,D' B2 L' B' U' B' L2 B U R B L B2 R' D,R2 B2 D F2 L2 B2 U F2,U2 R F' D2 F R' U2 R F' D2 F R',47
B' U' L2 R B2 L2 U' B F' R F R D R2 L' D2 B' D' R2 L2 F',x2,U2 R2 B D R,L2 F U L U2 F' U,D' L' R2 D2 F' D F L F D F' D' R2 D,R U2 R' F U' B2 D' R D2 B R2 U' R' B L,R F' D2 F R' U2 R F' D2 F R' U2,53
L R' F D' F' R' D' L' F D U F' U2 L2 D' F U' F' D2 U R' D' R2,x2,D' R2 B D',B' F' U B2 D B' F',L2 F2 D2 U' B2 L' F2 R2 U2 R' D2 L' D' B2,L2 B U' F D' F D R F R' F D2 F U B',R F' D2 F R' U2 R F' D2 F R' U2,52
F D' R2 D L D2 U2 R' F' R2 U' F2 L2 B D R' U2 F' D R' F' U,x2,L' F' D' B,D L2 R2 D2 L2 F' D' F',R2 U' L2 R2 U B2 R' B2 L2 R' F U L F R2,L R2 F L B L D L2 D' B' U2 L U F' R2,R F' D2 F R' U2 R F' D2 F R' U2,54
L2 B L' U2 B' D L D' U' R' U2 F L2 R2 D2 B2 R D F L2 F' L',x2,U L' B',U2 L D' B2 D2 R D' U2,L' U2 B' F' L2 F2 D R' F' R D' R2 B' F',L' U R' D R2 U F D R' D2 F2 U' R B' U' B,R F' D2 F R' U2 R F' D2 F R' U2,53
R' F R B' F D2 L' B R' B2 L2 B U' B F U' R F2 U2 B2 L2 R',x2,U2 B2 R2,B' D B2 F' U2 B' R',U2 L D' B L U' B' F' L2 F L D U' L',B2 U L' B U' L B2 F2 R' D B' R D' F2,,38
L2 B' D B L' B L D L D B' L2 U L2 D2 U' L' U' B2 U D2 B' F2 D',x2,U2 B' L' U2 B',B' R U F' R2 F' R B,F R' B2 R B' D' F' D' F2 U B' L2 F2,B F2 U' B F' L' B F' D' B F' R' F,U2 R F' D2 F R' U2 R F' D2 F R',51
D' U2 F' L F2 L' U2 B' R' U L U' D R' B D' U' B2 R F,x2,D2 F' R' F D,B F D B' L' F' L',B2 R B2 U' F' L2 F2 L' B L' D B' F' U,L B' R' D2 L2 B' L' D L' D2 R D' B L',R F' D2 F R' U2 R F' D2 F R' U2,52
L2 D' U F' L' R2 F' L R' F' L' U F' U2 D R L U D F2 U2 D2,x2,L F2 D B' D',F2 L' D F R' F2 D',B2 U B2 L' R2 D R F' U' R2 B2 R' B2 U L,D' R B' F2 U B L' B' U' B F2 R' D2,,40
D2 U F' L D2 R L' F' B D R2 F2 R2 F' B' L D2 R' B' F2 U' B' L U2,x2,F2 D2 R D,D R2 D' L F L,B2 D' R U2 L U' F2 U2 L2 D2 L B D U,B L2 D B2 D' L2 D B2 L2 U B2 U' B',R F' D2 F R' U2 R F' D2 F R' U2,49
L D2 F2 U' R F' B' R L2 F2 U2 R2 L2 F B U' B D' L' F' R2 F' U R F,x2,B U L' D' B U,F' D F' R D' R' F R,U' F2 D2 R' B' R2 D' R' F2 D' U' F L F' U2,B F L F' U B2 R D' R' D' B2 U' B',R F' D2 F R' U2 R F' D2 F R' U2,54
