scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F2 U2 R' B' U2 D' B' F U' D' R' U2 B2 U B U2 D' F2 U2 L R2 B' D' R' L',x2,B D R2 U B U',R2 D R2 D' F' R2,U' L' F L' D U2 R2 D2 U' B2 D,L D L2 D' L B R F' D F R' B',,35
F2 D L' U L D L B2 F' D R F D' B2 L D' B F' L2 R B2 L2 F2 D',x2,B' U' L' B,F2 D' R2 F' R2 D,U' F D R2 D' U L' U L' U' F2 L',D F' D' B' D' F L' F L F' D B,R' D F2 D' R B2 R' D F2 D' R B2,46
L U L2 F' B R2 L D2 L B2 L2 B F U2 R' B2 R2 D' B' U' B2 D2,x2,B2 U F D2 L,L2 R2 F R2 F' L2,F2 U' R U2 L U' F R F' R' F2,R' B2 L2 R D B2 D' B2 L' D' L2 D2 L,R' D F2 D' R B2 R' D F2 D' R B2,47
F B2 R2 U L D' L2 F D2 B2 R2 D R' D U L2 B F D' L2 F' B R' L2 B,x2,B U2 R2 B2 R,F D R F2 D' R',R2 D' B' L2 D' B2 L2 D2 R2 F U2 F',R2 D' B2 D R2 D' L' U' L' D F2 L2 U,B2 R' D F2 D' R B2 R' D F2 D' R,48
F2 D2 F' L D F2 B D R2 D F R' D F L2 R' F' B' R2 F2 U' F' D R,x2,U2 B' L2 B' F2 R,R U F2 L' U L2 U2 F R',D2 B2 U R' B' D2 U L2 U' F2 U F' L2 U2,L D' B L B L' B L B2 L' D L',B2 R' D F2 D' R B2 R' D F2 D' R,53
B' L B D' F' U2 B D' U2 F' L' B U2 D2 F B2 D L' F R2 F' D' U R2 L',x2,U F D2 L' R2 D B',R' B' D B2 U' B' R,U2 F' D2 R2 B D2 F U' L' U' L' F L,B2 D B' F2 R F R' B F D' B2,,38
B' F D R2 D' U2 F' B2 L' F' D' U L2 D B' U B D B2 U2 F' R',x2,U' B' D' U B',D F' R F D' R' F,U' L2 F D2 L' R D2 B' F2 U2 B L' R' U,D' B L2 U' B' U L2 B' D U2 L2 U2,B2 R' D F2 D' R B2 R' D F2 D' R,50
U' D R' B2 U' B' R L' B U' R B L U2 L' F R D L2 U B2 U' R2 L2,x2,U B2 L' B2 U B,R F' D' F2 D R',B L' D' R F D' U F' R' D' B D2,D F' U2 L2 U2 R F' R' F U2 L2 D' U2 F,R' D F2 D' R B2 R' D F2 D' R B2,50
R B' R D F2 U' B' U R F R' D2 R2 L' F R2 F R D' L2 F' U F2,x2,F L' D2 R U' B,D2 U2 B2 U' L D2 U',U2 L2 F' U F' L D2 U' R2 D2 F2 L U2,D' U2 F' D R' B' D B R D F D' U2,,39
U D2 R2 B2 R2 D B F2 L2 F2 D' R' F R U2 F2 D' U2 R U L F L' F' L,x2,F2 L2 R D R2,L' F' L' D' F' D L2 F2,U' R2 D2 U2 F' R2 U2 B L2 B2 R2 F' U',F' U B' R B2 D' B2 R' B U' F L',,38
L2 U B R' U' R' L' D2 L R B L U' F U2 L' D2 B' U B' L' B U2 D B2,x2,L F U R B,R' B R' U2 R2 B2 L' B,U L D' U B' D' U' R2 B2 R2 D2 L' U',R2 F' D2 R2 B R B' R D2 F R2,R' D F2 D' R B2 R' D F2 D' R B2,49
R' U2 F2 B' R' B F' D B' F' U' L2 R' U R2 L U2 B' L U2,x2,B R D B' L2 R,R F' U F2 L U' F2 R',R F R2 U' B' R' D2 B R U' L2 U2 F2,U' L2 R' D' L' D L F L' F' L2 R U,R' D F2 D' R B2 R' D F2 D' R B2,52
B F' L' U2 F' U2 R2 L' D B R F' B' R U' D R' U' B2 D L F2 D R,x2,D B2 L R B' F2 U,D2 R' D' R2 F' D' R',D' L U L2 B' D2 U' F' D' F' L F' L',L B' D B L' B' F L' F' L D' B,R' D F2 D' R B2 R' D F2 D' R B2,51
R B U L U2 R U' L' R' F' L U F U' F2 L' R' B2 L2 F' U',x2,D2 U' B' D',B D' B' L2 D2 L' D2 F,F2 L2 D2 U2 B' U' R2 B2 R2 D2 L2 U' F' L',D R2 F L F2 R' F' R F2 L' R2 D',B2 R' D F2 D' R B2 R' D F2 D' R,50
D2 F D U' R B R' D U' R' F B U2 F' B' R' U2 D B L2 B2 F' D',x2,L R2 D R',U' R B2 R2 B2 R2 U F',R' F' R' D' U2 B' U2 F D R2 D R D',L2 B L' D2 R F2 U L2 U' F2 R' D B' L',,39
R2 F2 D' B2 U L' U D' R2 F' R' D2 F2 L D2 U' L R' U B',x2,B' D' R U2 B2 D,B R F' U' R' B L B2,R' F2 L' R D2 B' D B' D2 F D' F U2 L,B2 L' F L B2 U2 L2 B L' B' L' U2 F',R' D F2 D' R B2 R' D F2 D' R B2,53
D2 R2 U2 L' B D2 B' F L' D' B2 R U L2 U' F2 L2 R D2 F L' U B L',x2,U L' D' R B2 R',L2 D R F' D2 L' D R',L U' L2 U2 F L2 F U2 F2 L2 U',L2 D L2 B D2 R2 U' F U R2 D B' L2,,38
L R2 D' U F' R' L2 D' F2 U2 B2 U B' D U' L' B U B' U' L' D2 U2 B U,x2,U' R' D2 B' D R2 B',D2 U' R2 D2 R' U,R' B F R2 D' R2 F' D2 B' R U F' U' L',F' L2 R U2 R' U' F' U' B' F U2 B L2,R' D F2 D' R B2 R' D F2 D' R B2,52
L' B' R D' U F L' U L2 U' F' B2 D2 L' D' U B2 R2 L2 B L,x2,D2 U R2 B D2 R' B',B' F2 D F' D B F2,D2 U2 R U2 B D2 U2 L2 F L2 U2 L',L R D' L' F D F2 D F2 D2 F' D R',B2 R' D F2 D' R B2 R' D F2 D' R,51
U' D R' B2 U2 L U2 L D B' F' L2 R' D B2 D' R' U2 D2 F D',x2,U2 B' D' L B L',D R D' R',U' R D R B R' D' R' B' U2 B U' L',R2 F U B2 F2 D B' U2 B' D F2 U F' D',B2 R' D F2 D' R B2 R' D F2 D' R,49
