scramble,orientation,step_0,step_1,step_2,step_3,total_moves
F2 U2 R D' R' D R F2 B' D' L R' B' R' U' F' U2 R' B' L R',x2,B' R B2 D' R' U L2 B' F',U' B U L B' L',D2 F2 U2 B2 U B F' D B' F L' U F2,D F D' F2 D2 B F R F' R' B' D2 F,41
L2 U2 L2 F L' R' F D' F' R' D2 B2 D2 F' D' L' B2 R2 F' L',x2,U2 L D2 R2 B' U2 F' U L,D B' D B R2 D2 R,R2 D R' D R2 B D2 U2 F U2 R2 D' B L' D L,D F D' F2 D2 B F R F' R' B' D2 F,45
U R L F U L2 U2 L R2 F2 R2 U2 F2 B2 R2 F2 R' U' L' F' D,x2,U L' D2 R2 F' U' B' L' D2,R D F' R2 U' B' U F2 D' F',R U' R D2 B' U2 F' L B2 D2 B2 D L R2 B' U2,,35
R2 D U' F2 B L2 B' D' L2 R F L' R' D2 B2 R2 D R' U L' U F',x2,D2 R2 F L F D2 L' F2,B' D U2 F U B U R',D L' F' D' R2 D R F L B' U' B' D L' D2 U,,32
