scramble,orientation,step_0,step_1,step_2,step_3,total_moves
F L D2 R2 U D' L' F B R' F' D' R' L' U R' D L2 B F2 R2 L' F',x2,B' D B' D2 L',L2 U2 L D2 B U L' B' U2 R2 D2 U' L,L D2 F2 U R' U' F2 D2 L' D' B D L',D L F2 L' F' D' L F L F2 L' F',43
F2 D L2 D U' B2 U2 R' F' R2 F' U2 R B L U L2 R U R2 B',x2,F R B2 L,R' B' U2 R U2 B2 L B' D' B2 F D,L2 B' U2 B D F L2 D2 B U2 R2 D L2,D' L2 F' U2 R2 D2 R2 U2 L2 F L2 D,41
L F2 L B D2 L2 D2 B' L2 R' F2 R L2 U L D2 R2 L2 U B L' U B,x2,F2 L U2 F' D' L2 F',D2 F U' R2 U B' R2 D2 F' R2 B D2,F' L2 B' L' U' B L B2 L' B' U L' F,F L F L F' L' F' L' F' L,42
R' U2 R D L R D F' L2 R B2 F2 L' B R L2 F' L R U' L',x2,B' L' R' U' L F2,B D2 L2 B U' B' R' B' L2 B' D' F',U B U2 B2 R' F R' F D' L2 F2 R2 B',F L F2 L' F' L' D F L F2 L' D',43
L B2 D2 L U D2 L' D2 L2 D B2 U' F D2 R F' B U' D R2 D L B',x2,B' U B2 L F2,F2 R2 F2 L2 R' U R B' U B L2,F R' D R B R2 B' R D' R' F' R2,F' D2 R2 U2 B' U2 R2 D2,36
U' R' D2 R B' L D2 R2 L' B' U L2 U2 R' L2 B2 U R2 U R2 L' D' B D2,x2,D' F D L' D F2,L F R' B F D' U2 L' U2 B' F2 L',B2 L2 F U2 F' U2 L R' U L R B,L' B F' D F' D' B' F L F,40
U2 D' L' F B L' F' L' B' U2 R D' B F L' B L' R2 U2 F,x2,L2 R' D' B' D',F2 D' B R2 D2 B D U' B2 L' U R F2,L' F' U' L U L2 D' B2 D L F L,D' F' L2 D2 L2 D2 L2 D2 F D,40
R2 F2 R' B2 F' L2 D' U' B' R D2 U2 R B U L2 U B2 L2 U2 D B' R2,x2,L' U2 L2 F2 U B,D2 L' D2 L2 B' L2 U F' U2 L D2 F,U L B' R B L' B' L' B' L R' B U',U B D L' D' B' U' F' L F,41
B2 F U' B2 F' L2 B U L' U R U2 L' R2 D' B U2 F2 L B2 R' F2 D,x2,L2 U' R' F R B,L2 U F R2 F2 L' D2 R2 U2 B' D2 L',B' F' L' R D2 R' F R2 D L D' R2 B',F' L F2 L2 F2 L' D F R F2 R' D',43
L' F2 D L B' F' L' U' R2 U F U2 L' F' L' R' B F2 D' R2 B2 U' B' L,x2,L B' U' R D' R2,F2 R U L2 U' B' R D' R2 F' R' D2 B,R2 B2 U' F' L2 B2 L' F' D' L B F2 U',U B D F L' F' D' B' U' L,42
