scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
U R' U2 B2 L2 U' F L R' F' B2 D' B F R' D' L2 B' U' F' D F2,x2,F2 R' D U B D R2 F2,D B' D' U' R2 D2 F L2 D R2 D B,B2 D2 B U B2 R B' R' B2 D2 U' B2,R F R U2 L B U B U R D2 R F,,45
R' D U' R2 D U R L B2 R' B F' U F' R' B' R2 U' B2 D U',x2,F L2 R F U R2 F2,D' R F2 R D' F U B' U' B D2 U' R2,R U2 R D2 L2 U2 F2 L' F2 L' D2,R F R U2 L B U B U R D2 R F,,44
L2 R2 F' U R' L2 D R2 F' R2 F2 D' B' U D F2 B' U R B' D2 F',x2,U B D F D2 U' L' U2,F' R' U2 F' D2 F2 D L2 D R U2 B' F,U B' U' L B' L B L B' L2 B,L' B' U2 F U L' U' F' U2 B L D,D' L2 B U' L2 U L2 U B U' B2 D L2,57
B' L2 B R' L' U2 F' D F B R2 B2 D U L R' F2 R B2 U,x2,L2 D2 B U L' U' B2 R2,B' R2 D2 F' L U' L' F D F R2 D,U2 R' U' R D B D' R B' R' U',L D B' L' B2 D2 B' L' D' L' B' L2 B D,,45
B' D B' F' U' D' R' U' R' D B' U2 R L' D2 R D' L R2 F2 B R,x2,U L2 B F2 L2 F2 D L,L' R U2 L2 U L2 U2 B L B' R',B D' L2 D' L2 D2 B2 L2 D' L2 B,B' L' F' D2 B D B D' B2 D2 B F L,,43
F B2 D B L F' B' L' U' D' R' F2 R2 U2 R2 D' R F2 R' U,x2,L2 B2 F' L U' B' F',F R' F' D L2 U' L' D' B2 U B' U',B F2 R' B' R B2 L' B L B F2,R F2 L' F2 R' U L' D L B2 D2 B2 D U',,44
L2 B' L2 U2 F B2 U B F D' U2 L R2 B2 F D' B F L' D' L D,x2,D R D F' D2 F' D',U2 B' F2 D F D F L U L2 B U,D2 L' D' B L B' L' D' B' D2 L D2,F' D' F D' F' D2 R2 U' B' U R2 F,R2 D B2 U' B D B2 U B2 D' B R2 D',56
F D' F D' R2 F2 U' L' U' L2 D2 B U2 F D' U R2 L' D R' B U,x2,R' F' D2 R D R2 F',U B' L2 B2 D' B D' R' F' R D2 L2,U2 B R' B' R D' F' R' F D U2,D2 B D' B' L2 F2 D' R' D R F2 L2 D',D' L2 B U' L2 U L2 U B U' B2 D L2,56
F' B L' B D' L' D B2 D R' L' B' D R2 U2 D2 F2 B D' R' L' D F',x2,U2 B' F2 R' U' R F,B2 D L' D2 F' L' U2 L F2 D R2 B' R2,U R' B' U R B R2 U R2 U' B' U2 B,D2 B D' F2 D B' D' F2 D',R2 D B2 U' B D B2 U B2 D' B R2 D',55
L U' B2 D R' U L D2 F' L2 B2 L U' B2 D2 B' L' D2 B' D2 U2 R B2,x2,L' R F R' U2 R2 F2,R2 B R2 B D' L2 B2 R D2 U' F2 L2 B,U2 R' B U R2 U' R' U R U' R2 B' U2,R' D' L2 D' L2 B R D F2 R' B' L R F2,D' L2 B U' L2 U L2 U B U' B2 D L2,60
