scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
F R' F R F' R F L' R2 B2 L R2 B D2 B' D F L' U2 D2 B' U',x2,F D2 L2 F2 L' B L' F2,R2 B' F' L B' F U' B2 R2,B2 R U F2 L' F2 U' R U L U' R2 B2,F' D2 U F' U' B R2 B' U F U' F,,42
U2 B F' L D B' L' R U2 D2 R2 L2 U' B F2 U R' D2 U2 R2,x2,R' D' F2 D L' U' B' R B2,D2 B' L B F' D' F D2,B D2 U F' D' F D' F' D' F U' B',L' U2 F2 R' F2 R B' R' B U2 F' L F,,42
D2 B U L R' F U2 R F' R L2 U2 F B' R' B' U' B U' D',x2,D F2 L2 D B R' D F' L2 B,L F D' F2 D F' L' F' D2 F,U2 F' U B D B D B2 U' F L2 U2,F' R' F R2 B' R F' R' B F R2,,43
F' B2 L B2 U B2 R' B R U' B' D L2 R D' B2 U R2 U F' R',x2,B2 L D2 F' D2 F2 D U2 R2 B',L2 U2 R2 D R2 U2 L U L U',B R' D R D' F R F R' B' F',B R D' R' D' B2 U' F L F' U B,,43
R2 B2 L' D F' U B' F R' D F' R' D F2 B2 R2 B2 F2 R D F L2 R',x2,B' L2 F2 R D B2 L R' F' D,L' B L' U B' L U' B' L,U F R' F R F2 R' F R U',F R U2 B2 D2 L B2 U2 F,L' F L B D2 F' D' F' D F2 D2 B' F',51
R U D2 R B' R' U' R2 B2 U2 R L F' U F R' U' D' R' B',x2,U L R' U2 B2 R' F2 D' B' F,U' F' R' F' D U F2 R D R',F2 L2 D U' F' U F D' L2 F2,U' F D F' D' B2 F' R F R' B2 U,,42
D2 F2 R B' D' L' B2 F2 D L' R' F2 U' B' D2 F' U' B2 U' R2 B2,x2,B D2 R2 D' F R F' D U2 R2,R2 D2 R2 B2 L U' B2 F2 D R' F2,L2 F2 D F D' B U' F D' U B' F,B2 D F D' B2 D F' D',L' F L B D2 F' D' F' D F2 D2 B' F',54
L2 F' R' B R' D' F D2 B U' L2 U L2 D F' U R2 D2 U' B' D2 R,x2,B' F' R2 D' F R' B2,R' D F U2 R2 U2 F' D' R,R' D U R F2 R F2 R2 D' U' R,U' B2 R' F R' B R' U2 B2 D2 B' L F U',L' F L B D2 F' D' F' D F2 D2 B' F',54
B' R2 F D' U' F2 L' D' U' B L D2 B' U2 F D U2 R' F' L,x2,B F2 D2 L F R D' B2 D' L2,B' F2 D' F L D B L F L',B R U2 F' D F D' U2 R' B',B2 F L' U2 L' F2 L2 B2 D2 R F2 R F',L' F L B D2 F' D' F' D F2 D2 B' F',56
U2 R' D' F2 R2 L' B2 U B R2 D' U2 R' D2 R B D R L' B2 R',x2,B F U2 R B' U' L2 U,F' L2 U R2 B' R D R U' L2 F,U' L' F L U2 L2 U' L U L U2 F' U,U2 L2 B' R U2 R' B L2 F' L' F2 L U2,L' F L B D2 F' D' F' D F2 D2 B' F',58
F2 B2 D U R L' F2 D2 B U' F' U2 F2 U' L2 F2 R2 F R U2 F,x2,U F2 D' F L' R F2 U' B' F',F D L' D2 F' D L' F' D L,R D2 R D2 B D2 R' D2 R B' R2,B2 R' D F2 D' R B2 R' D F2 D' R,L' F L B D2 F' D' F' D F2 D2 B' F',56
L2 B L F' R2 U' D' R2 F' U' L2 D' L U L B' D2 B2 D2 R' U2 L' B2 R F',x2,R U2 B L U2 L R U' B F,D' R F L R' D' L' D,B D' B2 D2 B2 D' B2 D' B,R2 D F D' F L2 B' U B L2 F2 R2,L' F L B D2 F' D' F' D F2 D2 B' F',52
U L2 B' U' D2 L2 R' U2 F2 L2 F2 B2 L' U' F R F' L2 U' B' L2 U F' D,x2,L2 F' L R2 D2 U L' B D',R' B' D2 B' L' B2 R F2 D,U L' B U' R' F' R U B' F' L F U',U2 F' L' F2 U2 B' R' B U2 F' L U2,,43
U L2 U2 R L F' U R2 U D F L' F' U R' U' B R2 D2 F U' L2 F2 D F,x2,L2 R' D2 L D U2 L2 F R U',D' L D U B' L B D' U' L',U2 R' F' L R U2 L U2 F' L2 F U2 L,L U' L' D' L U L' D,L' F L B D2 F' D' F' D F2 D2 B' F',54
L' R2 D' F2 R' B2 R' U L R F' R' L F2 R' U D2 B' D' B,x2,D2 B2 L F' R' D2 F2 R,L' F' U B2 L U2 F2 R U F,F2 L B U' R' D2 R U F2 D2 B' F2 L',L' R2 F' D B R2 B' D2 F D L R2,,43
B L' F2 R' F2 U B U' F' R D' F' B2 L' B F R' B' U2 L R U' F B2 D2,x2,U' L2 F R' B' L B' D2 L F2,B U' F R U R F R' B' F2,L2 R2 D' L D L D' L D R2,L' F L' B' F2 R F' R' B F2 L2,,41
L' D U2 F D' R2 D2 L U L2 D' L' R' D' U R U2 R' L' U L2 B2 F2 R2,x2,R' B' U' L' F R' D B' U F',L' B U L2 B2 L U B' U2 L B' L,B U R2 F' D F D' R2 U' B',R F' R F' L' F R' F R' F L F',L' F L B D2 F' D' F' D F2 D2 B' F',57
R B' U' B F U' F U2 L' D R D2 R2 D2 B' D2 F2 R2 L B F' D L2 D,x2,U2 F L' B D2 L U2 B2 D B',R U' L B2 U' B2 L' U L' R',L2 R2 F2 D B' U B D' F2 L2 R2,R B' U L2 U' B D2 F' D' F2 D' R',L' F L B D2 F' D' F' D F2 D2 B' F',56
L2 B U' F' U' B' L B' U' L B' R2 B2 R2 D2 R U D' B' D R',x2,L' D' L' B' L' D' R2 U F2 D',B U' F R U R F R' B' F2,B' R D R' U F' D R D2 R' F U' B,B' L2 F U' F2 D' F' U F2 D L2 B D,L' F L B D2 F' D' F' D F2 D2 B' F',59
R2 U' R2 D' R' B' R' B R2 U' R' D' F2 L2 D2 B D' R2 L F U2 R' D2 R2 L',x2,F' L F2 R2 U' B2 D2 L U,F' L F R D L' D' R',B2 F D L D L' D F' D B2 U2 F' U2,L B' D2 B D' B D L B L' B2 D2 B L',,44
F2 U' F L2 U2 B' L' D' B L D' B' L2 D' U' L' B F2 U R B U',x2,R' B U' L U2 R' B2 F' U',B2 L2 U2 L' U' B2 F2 D R' F2,B' U' R D2 R' U R D2 R' B,F' D2 U F' U' B R2 B U F U' B2 F,,42
D2 U' R2 L U2 B2 R' L2 B U L2 D F2 R' D2 R' L B2 F2 R' L,x2,U R B2 R2 B L' D R2 F' D2,R F R' U L D' L U' L2,U2 F2 L' F2 L' F2 U2 B2 D2 R2 B2,D2 R D2 L' F L' R F R' F' L2 R',L' F L B D2 F' D' F' D F2 D2 B' F',55
R' L' U D' R' D' R L B D2 B2 D L' B2 L U R2 D B2 F2,x2,R' F2 R D2 F' L U B' U R,D B R2 F' R' F' R' B2 L B,B2 R' D R2 F' R' F R' D' R B2,B L2 F' D' F D F L2 B' L' F' L,,43
U' L' D2 F R' L' F' D' L' B R L2 B R L2 U' D2 B' R' F2 L R B,x2,B D R2 F L' F2 L' D2 L U',L F' L' R' U L B' L' U' R F,U2 F2 L' D U L' U' L D' F2 L U2,L U' B R D2 R' B' U L' F' D2 F,L' F L B D2 F' D' F' D F2 D2 B' F',58
R' D2 R' D' F' D' F2 L' D2 U R2 B D F R' D2 U L' B L2 R U' R2 U',x2,D F' R D R U R D B' L2,B L F D' L' U' F' D R U B',R U2 L' R' F L F' R U2 R',D' L D2 F D' B D F' D2 B' L',,42
R2 B2 D' R2 U2 F2 B D' F D B2 R' B2 U2 R L' F' L B2 L F2 B D L2,x2,D B L B R' U2 F' L' B2 D2,D2 R F R' B' L2 D' L' D B,U' F' L' F2 U' F' U2 L' R U' L2 U R',R2 D2 R' D' R2 F' R' F2 D' F' R2,L' F L B D2 F' D' F' D F2 D2 B' F',57
