scramble,orientation,step_0,step_1,step_2,step_3,step_4,total_moves
B2 D' B' D2 B' U' B2 F L' F2 R' F' B2 L' F2 R2 F' D2 U' L U' F2 R,x2,D R' D2 L' D' L2,U' L B' D2 F2 D B F2,L2 R2 F R' B' D2 B' L B2 L2 R',L2 U' L' U' F L U2 L2 U' L2 F' L2,,37
B2 F2 U F2 L D' U F L2 B' F R U L F2 U B2 L D2 L' R' B2 F D,x2,F D L' U2 F2,D' L F L2 F2 D F,B2 R2 D' B D' B2 L B R2 B2 L',L U L D' L2 B L' B' L U' L2 D L2,R B' U2 B R' D2 R B' U2 B R' D2,48
L U' L2 D' U L D' L' U2 L U2 L' B2 R' F U2 D F' L2 U2 R L D' U' R,x2,R U' F2 D' R',U L' U' B D2 B' L',L F2 D2 U' B R D2 F2 R' U' R,B D' R2 D' L' F2 L D2 B R B' R2 B',R B' U2 B R' D2 R B' U2 B R' D2,48
U2 L B2 U' F' D' U R2 D R2 L F2 R' F L' B' U F' U L F2 R' L B2 R,x2,D' U2 L F D' B,B U2 B D' B' L' U2 B',R F D' B' L' D F' R' B D B',L F' U' F U L2 F2 U L U' F2 L' F L2,D2 R B' U2 B R' D2 R B' U2 B R',51
B2 L2 D2 F2 U' L2 U2 L' F' R' U L B2 U' F R U' B2 U2 D B',x2,D2 B2 F' R B,U' L2 B D2 B2 U R' B R,F L F R2 D R' D' R' U' F2,B' U B' R' B2 L2 F2 L2 D2 F' L2 F' L F2 D2,,39
L2 R D U' B R U B2 F2 D2 F2 U' R L2 D' B D2 L' U R2,x2,L D' B D' L' R2,U B2 L U' L2 F2 D' F2,F2 D' B' R' B2 U B2 U R D F2,U F D' U L' U2 L2 U L D U' L F2 L' F',R B' U2 B R' D2 R B' U2 B R' D2,52
R D2 R U L U' D2 L R' F2 U' F2 B' R' D2 F' D R F2 B2 U F',x2,B' D L F2 L2,D' B2 L U' F U' L2 F' D,U' F' L F R B' R F D F' R2 B,B2 U L F L' F U' B U F' U' B L F' L',R B' U2 B R' D2 R B' U2 B R' D2,53
U2 B' F2 D' L R2 B' D U2 F2 U' D2 L' R F2 R2 U' F L B U' F' R2,x2,D B L F2 U B,B U2 L2 B2 F U' B R2 F',R2 D' B' R2 B D2 R2 D2 R2 D' R2,B' R B' R' B U' R U2 R' B L U2 F2 L' U,R B' U2 B R' D2 R B' U2 B R' D2,53
R' D' U2 B2 U2 B' L B' L2 F2 R2 D2 B' F2 L2 F' L D R F',x2,U' R B' U' F L,B D2 U2 B' F U' R2 F',D U' R' B R D2 U B D F' R' F,R' B R' B U' R B L' B D' L2 U' F U L' R,,42
L2 D2 U2 F2 R B L2 F' B2 U2 L2 U' B' L' B R2 D' R2 U' B,x2,R F L2 F' R2 D',U' L2 F U' L2 R F',R B' D' F' D2 F D2 R F R2 B,L' D2 R2 D2 L2 U' R' B U2 B' F U2 R' U' L' U2,,40
