scramble,orientation,step_0,step_1,step_2,total_moves
B2 F' L' D2 F2 L' B U2 B' U2 F L B2 U' B2 U R2 L' F' R2 D2 L2,x2,F' R2 F' D2 L' B2 R,L' R2 B2 U2 F' L' U2 R2 B' R' D2 L2 R,L' B U B' L B' F' L D' L' B F' R' F2,34
R D L2 F2 D2 U F D B' L R2 U2 B' U2 L F' B2 R' D R',x2,U B' L' B2 U R' U,D' B R U2 L B2 F2 D L2 B2 L' U2 B2 D B,F2 U' R D' F2 U L' U L' D' U' L2 D2,35
R' F2 L B2 D' L2 B2 R' L U D' B U D R2 U' F' B R' B R' F2 R',x2,F' L R2 F' D' U' B' U2,L2 B2 R' U B' L R' U F R U2 L R,D B' L2 B' D' L2 D B' R' B R B2 L D2 L,36
B L R2 F' D' L' D' U' B D' U L D L B D2 R' F R2 L U' B R',x2,U' B2 F U B2 F' L2 R',R' D B' D' R D' R D F2 D2 R' B R' D' R,U2 B U' B' U2 F2 R2 D' F' U F D F2,36
L' D F' U2 L' D F2 B' R' D U B2 U D L2 B2 R2 F B' L' D R',x2,R2 D2 B2 U R D' L2 B,R B' R F R2 B' L2 F' D' B2 L' F L U',D' L2 U B2 D' U' F D L' D' L' U2 B U2 F',37
R F B D2 R' B L D B L' D L F' B' R2 L2 U' R F' L U L2 D',x2,F' U B' R' F' D B' U,F' L' D2 L D2 F' R' B' L B L' B' D R F2,B' F2 D2 F' L' F' L F2 D2 B U' R U F2,37
L U B' L' F' U L' F' U L' F D' R2 U F D' F2 L2 B R' F',x2,D2 U' B U B2 R' F L,R D' R' U' L2 U B2 U L' B' L' B L2 U' B',B2 U' L' D' L' D U B D B D,34
F B2 R L' F L' R2 U2 B' D2 R2 D' L' D B' L' F L2 R' U F2,x2,D U2 F L B' U' B R2,L' R U2 R' F R' D2 L' F2 U' L D2 L R2 F2,F' D2 R B R' B2 D F D' B D2 F' R' F,37
U2 L2 F' U2 D2 R B2 L' B R2 L B2 U F B L' D2 B' F D F2,x2,D2 L2 D' F2 L' B' D2 R',U R' D' U L2 B' D' L F2 U R B2 L R2 U,F2 D2 L2 F' U' F D F2 D2 F2 D' R' U L2 F2,38
L' R' U' R' B2 D' U' F' U B U F' U D B2 U2 B' D' B2 F2,x2,U B2 D R' D U B' D' U,R' D L D2 U F2 U2 B' D' U' B' U2 L' D' R U2,F' R' F2 R2 F2 R D' F' L' F2 L D F2,38
D U B' U B2 L2 F R2 L D' B' D R2 L B D2 U2 F D2 B2 U2 B2,x2,B F' L U2 R2 U' L,F2 D L D' R2 D2 B' D2 R' D R' B' L' F2,D2 F' R2 B R' F' R2 B2 F D2 B R' D2 F,35
U' B' R B R' U F2 L D R' D' R2 L U2 L2 U' F2 D R2 D L' D',x2,L2 D' L D2 F2 U L,F' L F U B2 L2 U' L U B' L U B U2,D R F R' D2 F D2 F2 D' R' D R D' F',35
R2 L2 B U' D L D2 U' B F' U2 D B' D L D' L2 R2 D U,x2,R2 B D' L U' B2 L2 B2,R2 D L' D2 L' B F2 R B U' F2 L2 F2,L D2 R F D' F L2 U2 B R B L U2 F2,35
R D' L2 B L U2 D F B U2 D' F' D2 F2 R L2 U' L D' F',x2,D' L R D2 B' U' R F',F2 R' D' L' F' R2 F' L' R' B' U2 L2 F,D' L D' F2 U' B U F2 L' D F' D R F,35
D B' U D L R2 D' U R2 B R2 D U' B L' R2 D' L' U2 F' R D' B F,x2,R F2 L2 D' L2 R F U,F' D U R U B' F' R' U2 F2 L F L2 F,B R' B L2 B' R2 U2 F' U2 B L2 B' R' B',36
